ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTINDUSTRY,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACTIVITYID,AMOUNT,CLOSEDATE,CREATEDDATE,DAYSSINCELASTACTIVITY,EXPECTEDREVENUE,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,OPPORTUNITYAGE,OPPORTUNITYNAME,OPPORTUNITYOWNER,OWNERCITY,OWNERID,OWNERSMALLPHOTOURL,OWNERSTATE,PROBABILITY,RECORDTYPENAME,STAGE,STAGENAME,STAGESORTORDER,TIMEINSTAGEDURATIONSECONDS,LastProcessedDate
Gold,001B000000SS3yaIAD,Utilities,Millennials,Oven Digital Group Inc,Activity 586,55000,2019-08-21,2019-12-10,542,55000,Omitted,006B0000003X106IAC,true,false,Fields Sales,210,Oven Digital Group Inc - 55k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,FL,0,Simple,Closed Lost,Closed Lost,9,53016301,2020-05-25
Platinum,001B000000SS41qIAD,Healthcare & Life Sciences,Retired,Correlated Equine,Activity 592,110000,2018-09-17,2019-07-18,934,110000,Closed,006B0000003X10VIAS,true,true,Fields Sales,355,Correlated Equine - 110k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Advanced,Closed Won,Closed Won,8,29261168,2020-05-25
Gold,001B000000SS46CIAT,Transportation,Mass Market,offshoredev.com,Activity 694,55000,2019-03-07,2019-07-11,849,55000,Closed,006B0000003WbfOIAS,true,true,Reseller,362,offshoredev.com - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,35680856,2020-05-25
Platinum,001B000000WJE5MIAX,Banking,Mass Market,Horizon Milling,Activity 301,115000,2019-12-07,2019-08-16,460,115000,Omitted,006B00000049VcbIAE,true,false,Reseller,326,Horizon Milling - 115k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,4785046,2020-05-25
Gold,001B000000bwMavIAE,Energy,Affluent Professionals,Haverty Furniture Companies,Activity 190,23500,2020-04-29,2019-11-07,307,23500,Closed,006B00000049VINIA2,true,true,Reseller,243,Haverty Furniture Companies - 23.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,55582265,2020-05-25
Gold,001B000000bwMWJIA2,Engineering,Retired,Empty Street Productions,Activity 140,25500,2020-07-26,2019-11-30,220,25500,Commit,006B00000049VZ7IAM,false,false,Reseller,220,Empty Street Productions - 25.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,20,Channel (Partner),Qualification,Qualification,2,46125669,2020-05-25
Platinum,001B000000SS54hIAD,Chemicals,High Net Worth Families,Clayton Williams Energy,Activity 85,110000,2020-03-01,2019-09-29,352,110000,Closed,006B00000049VkKIAU,true,true,Reseller,282,Clayton Williams Energy - 110k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,39779289,2020-05-25
Gold,001B000000SS4MIIA1,Electronics,High Net Worth Families,Timken Latrobe Steel,Activity 661,49500,2019-05-18,2019-09-03,651,49500,Omitted,006B0000003WbzgIAC,true,false,Reseller,308,Timken Latrobe Steel - 49.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,0,Advanced,Closed Lost,Closed Lost,9,16205684,2020-05-25
Silver,001B000000SS4mQIAT,Telecommunications,Mass Market,E-Execsales.com,Activity 560,27500,2019-01-17,2019-11-14,780,27500,Closed,006B0000004t2QsIAI,true,true,Reseller,236,E-Execsales.com - 27.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,43563537,2020-05-25
Silver,001B000000WJECIIA5,Consulting,High Net Worth Families,Inspiration Software,Activity 604,150000,2019-04-02,2019-09-26,754,150000,Closed,006B0000003X11WIAS,true,true,Fields Sales,285,Inspiration Software - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,48412187,2020-05-25
Silver,001B000000SS43lIAD,Manufacturing,Millennials,Briggs Equipment,Activity 12,56000,2020-05-17,2019-12-05,265,56000,Omitted,006B00000049VCqIAM,true,false,Fields Sales,215,Briggs Equipment - 56k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,53258107,2020-05-25
Gold,001B000000SS4XIIA1,Energy,High Net Worth Families,Equidity,Activity 272,100000,2020-08-05,2019-11-13,234,100000,Best Case,006B00000049Um3IAE,false,false,Fields Sales,237,Equidity - 100k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,20,Simple,Qualification,Qualification,2,50459601,2020-05-25
Gold,001B000000lwNqpIAE,Banking,Retired,wagerworks,Activity 137,182000,2020-10-13,2019-11-12,223,182000,Best Case,006B00000049VaiIAE,false,false,Reseller,238,wagerworks - 182k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,20,Channel (Partner),Qualification,Qualification,2,49291988,2020-05-25
Platinum,001B000000SS3r1IAD,Media,Mass Market,eAngler,Activity 230,50000,2020-07-14,2019-11-24,223,50000,Best Case,006B00000049UzMIAU,false,false,Reseller,226,eAngler - 50k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,NY,0,Simple,Discovery,Discovery,0,43002273,2020-05-25
Platinum,001B000000SS4jJIAT,Utilities,High Net Worth Families,Alivecity,Activity 722,55000,2018-10-24,2019-09-17,875,55000,Omitted,006B0000004t2PhIAI,true,false,Fields Sales,294,Alivecity - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,5855730,2020-05-25
Gold,001B000000SS4CjIAL,Apparel,High Net Worth Families,R R Floody Co,Activity 484,23000,2019-05-02,2019-09-21,689,23000,Closed,006B00000049VN3IAM,true,true,Fields Sales,290,R R Floody Co - 23k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,11475660,2020-05-25
Platinum,001B000000SS3cPIAT,Recreation,Millennials,Gls Industries,Activity 262,97500,2020-05-09,2019-11-18,283,97500,Omitted,006B00000049UtfIAE,true,false,Fields Sales,232,Gls Industries - 97.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,43921031,2020-05-25
Platinum,001B000000SS4koIAD,Food & Beverage,Retired,MissileLock,Activity 229,41250,2020-09-28,2019-11-25,222,41250,Best Case,006B00000049UzBIAU,false,false,Reseller,225,MissileLock - 41.3k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,0,Channel (Partner),Discovery,Discovery,0,10235741,2020-05-25
Gold,001B000000bwMe0IAE,Consulting,Affluent Professionals,Genon Americas,Activity 637,62500,2019-01-19,2019-08-16,781,62500,Closed,006B0000003hh2qIAA,true,true,Reseller,326,Genon Americas - 62.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,100,Simple,Closed Won,Closed Won,8,30788814,2020-05-25
Platinum,001B000000SS4rvIAD,Electronics,Millennials,NYS Office of General Services,Activity 59,34000,2020-04-27,2019-09-01,375,34000,Closed,006B00000049VCfIAM,true,true,Reseller,310,NYS Office of General Services - 34k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,16125465,2020-05-25
Gold,001B000000bwMd3IAE,Chemicals,Affluent Professionals,McLaren Consultants,Activity 151,35000,2020-09-30,2019-10-02,253,35000,Pipeline,006B00000049VRcIAM,false,false,Reseller,279,McLaren Consultants - 35k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Discovery,Discovery,0,32931316,2020-05-25
Gold,001B000000SS481IAD,Transportation,Affluent Professionals,Real Estate Now,Activity 707,55000,2018-03-24,2019-10-13,1085,55000,Omitted,006B0000003WbhsIAC,true,false,Reseller,268,Real Estate Now - 55k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,21663542,2020-05-25
Platinum,001B000000SS40NIAT,Media,Millennials,The Metal Ware Corporation,Activity 554,59000,2019-02-24,2019-09-25,774,59000,Closed,006B0000004t2TAIAY,true,true,Fields Sales,286,The Metal Ware Corporation - 59k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,NY,100,Simple,Closed Won,Closed Won,8,50290623,2020-05-25
Silver,001B000000SS4l1IAD,Other,Mass Market,Lower Colorado River Authority,Activity 232,50000,2020-07-31,2019-10-29,224,50000,Commit,006B00000049UzXIAU,false,false,Fields Sales,252,Lower Colorado River Authority - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,90,Channel (Partner),Negotiation,Negotiation,7,17497058,2020-05-25
Platinum,001B000000SS4upIAD,Environmental,Retired,Carl Eric Johnson,Activity 565,52500,2019-01-16,2019-09-23,768,52500,Closed,006B0000004t2VDIAY,true,true,Other,288,Carl Eric Johnson - 52.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,38519993,2020-05-25
Platinum,001B000000SS4t4IAD,Government,Affluent Professionals,Unsurface,Activity 328,25000,2019-09-20,2019-11-18,525,25000,Closed,006B00000049VEIIA2,true,true,Reseller,232,Unsurface - 25k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,NY,100,Simple,Closed Won,Closed Won,8,8962770,2020-05-25
Gold,001B000000lwNtwIAE,Communications,Millennials,Cogent Business Applications,Activity 376,80500,2019-08-14,2019-08-17,642,80500,Omitted,006B00000049VICIA2,true,false,Fields Sales,325,Cogent Business Applications - 80.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,59843988,2020-05-25
Gold,001B000000lwNrRIAU,Chemicals,Mass Market,Towne Park.,Activity 336,175000,2019-09-08,2019-09-29,579,175000,Omitted,006B00000049VdxIAE,true,false,Reseller,282,Towne Park. - 175k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,24461054,2020-05-25
Platinum,001B000000SS535IAD,Communications,Retired,E L Simeth Co,Activity 420,50500,2020-04-08,2019-06-25,410,50500,Closed,006B0000003n31wIAA,true,true,Fields Sales,378,E L Simeth Co - 50.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,18126468,2020-05-25
Platinum,001B000000lwNvTIAU,Chemicals,Millennials,Dendral,Activity 292,47500,2020-01-26,2019-08-09,416,47500,Omitted,006B00000049VSdIAM,true,false,Fields Sales,333,Dendral - 47.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,0,Simple,Closed Lost,Closed Lost,9,23285521,2020-05-25
Platinum,001B000000sxHlNIAU,Construction,Millennials,Wifinder,Activity 395,39000,2019-06-05,2019-06-21,690,39000,Closed,006B0000004t2OqIAI,true,true,Fields Sales,382,Wifinder - 39k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,100,Simple,Closed Won,Closed Won,8,6299696,2020-05-25
Gold,001B000000bwMXNIA2,Education,Affluent Professionals,AffiniComm,Activity 712,35000,2018-10-30,2019-10-26,847,35000,Omitted,006B0000004t2Q3IAI,true,false,Reseller,255,AffiniComm - 35k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,37744668,2020-05-25
Gold,001B000000WJEBPIA5,Environmental,Retired,Clarcor Engine Mobile Solutions,Activity 514,50500,2019-02-24,2019-07-22,806,50500,Omitted,006B0000004t2UcIAI,true,false,Fields Sales,351,Clarcor Engine Mobile Solutions - 50.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,35320145,2020-05-25
Silver,001B000000SS467IAD,Apparel,Affluent Professionals,Thoroughbred Software International,Activity 692,50500,2019-09-27,2019-06-29,565,50500,Closed,006B0000003WbfEIAS,true,true,Reseller,374,Thoroughbred Software International - 50.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,100,Simple,Closed Won,Closed Won,8,6791129,2020-05-25
Platinum,001B000000SS54oIAD,Manufacturing,Millennials,StyleCollaborator.com,Activity 118,200000,2020-09-01,2019-08-06,232,200000,Best Case,006B00000049VkUIAU,false,false,Fields Sales,336,StyleCollaborator.com - 200k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Discovery,Discovery,0,34311281,2020-05-25
Silver,001B000000SS4UeIAL,Consulting,Affluent Professionals,Kerdan Group,Activity 539,50000,2019-02-08,2019-07-15,752,50000,Closed,006B0000004t2IuIAI,true,true,Reseller,358,Kerdan Group - 50k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,60160273,2020-05-25
Platinum,001B000000SS4sGIAT,Manufacturing,Retired,Renaissance Learning,Activity 465,50000,2019-01-23,2019-08-12,848,50000,Closed,006B0000003WbbVIAS,true,true,Fields Sales,330,Renaissance Learning - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,37865629,2020-05-25
Platinum,001B000000SS49FIAT,Food & Beverage,High Net Worth Families,HBE Corporation,Activity 478,28500,2019-04-30,2019-10-03,688,28500,Closed,006B00000049VJdIAM,true,true,Other,278,HBE Corporation - 28.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Channel (Partner),Closed Won,Closed Won,8,11867609,2020-05-25
Gold,001B000000WJE0IIAX,Other,High Net Worth Families,Wiley Corporate,Activity 67,160000,2020-02-15,2019-12-02,371,160000,Omitted,006B00000049UrYIAU,true,false,Fields Sales,218,Wiley Corporate - 160k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,60760105,2020-05-25
Platinum,001B000000lwNtmIAE,Transportation,Millennials,SEGUE Solutions,Activity 711,65000,2018-10-21,2019-09-28,864,65000,Omitted,006B0000004t2UxIAI,true,false,Reseller,283,SEGUE Solutions - 65k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,24557222,2020-05-25
Platinum,001B000000lwNrvIAE,Utilities,Millennials,Group Triomphe,Activity 243,50000,2020-07-26,2019-10-16,247,50000,Commit,006B00000049V1QIAU,false,false,Fields Sales,265,Group Triomphe - 50k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,0,Simple,Discovery,Discovery,0,56398726,2020-05-25
Gold,001B000000bwMS5IAM,Apparel,Millennials,Corpus Optima,Activity 476,175000,2019-06-08,2019-08-22,726,175000,Omitted,006B00000049UjZIAU,true,false,Fields Sales,320,Corpus Optima - 175k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,28537490,2020-05-25
Silver,001B000000SS4HPIA1,Financial Services,Retired,Key International,Activity 648,110000,2018-11-13,2019-10-27,829,110000,Omitted,006B0000004t2Y2IAI,true,false,Fields Sales,254,Key International - 110k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,61066303,2020-05-25
Gold,001B000000SS4FjIAL,Energy,Mass Market,TUV Energy Services,Activity 421,25000,2020-04-25,2019-07-21,357,25000,Closed,006B0000003n2x0IAA,true,true,Fields Sales,352,TUV Energy Services - 25k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,14066062,2020-05-25
Gold,001B000000SS3o5IAD,Construction,Affluent Professionals,FuelQuest,Activity 535,51000,2019-01-31,2019-11-24,750,51000,Omitted,006B0000004t2PRIAY,true,false,Fields Sales,226,FuelQuest - 51k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,48588597,2020-05-25
Gold,001B000000bwMdlIAE,Electronics,Mass Market,Capture Technologies,Activity 419,25500,2019-02-04,2019-08-28,822,25500,Closed,006B0000003n31lIAA,true,true,Other,314,Capture Technologies - 25.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,12226351,2020-05-25
Platinum,001B000000SS4IlIAL,Technology,Affluent Professionals,New Forum Publishers,Activity 157,52500,2020-10-04,2019-11-03,235,52500,Pipeline,006B00000049VTeIAM,false,false,Fields Sales,247,New Forum Publishers - 52.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,20,Simple,Qualification,Qualification,2,23217202,2020-05-25
Silver,001B000000WJEExIAP,Food & Beverage,Millennials,Concord Industries Inc,Activity 96,200000,2020-02-26,2019-07-11,401,200000,Omitted,006B00000049VQWIA2,true,false,Fields Sales,362,Concord Industries Inc - 200k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,48307003,2020-05-25
Silver,001B000000SS3vtIAD,Communications,Affluent Professionals,Endeca Technologies,Activity 25,90000,2020-05-01,2019-12-19,279,90000,Omitted,006B00000049V4jIAE,true,false,Reseller,201,Endeca Technologies - 90k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,24930822,2020-05-25
Gold,001B000000WJDzHIAX,Energy,Mass Market,Pangaea - FL,Activity 264,135000,2020-07-02,2019-10-16,244,135000,Pipeline,006B00000049UokIAE,false,false,Fields Sales,265,Pangaea - FL - 135k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,CA,90,Simple,Negotiation,Negotiation,7,30759576,2020-05-25
Silver,001B000000SS4YrIAL,Entertainment,Retired,Stratcom Consulting,Activity 266,125000,2020-07-13,2019-10-17,261,125000,Best Case,006B00000049UpAIAU,false,false,Fields Sales,264,Stratcom Consulting - 125k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,90,Channel (Partner),Negotiation,Negotiation,7,6308591,2020-05-25
Silver,001B000000SS4Y7IAL,Banking,Mass Market,AARP,Activity 524,55000,2019-02-17,2019-11-06,751,55000,Omitted,006B0000004t2KLIAY,true,false,Fields Sales,244,AARP - 55k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Channel (Partner),Closed Lost,Closed Lost,9,4789882,2020-05-25
Platinum,001B000000SS4FHIA1,Chemicals,Mass Market,Agility Logistics Corp.,Activity 677,75000,2020-05-11,2019-09-01,328,75000,Omitted,006B0000003Wbq2IAC,true,false,Reseller,310,Agility Logistics Corp. - 75k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,23553104,2020-05-25
Silver,001B000000bwMU5IAM,Government,Retired,Roy Matheson and Associates,Activity 746,40000,2018-09-01,2019-11-04,901,40000,Closed,006B0000004t2LXIAY,true,true,Fields Sales,246,Roy Matheson and Associates - 40k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,40421412,2020-05-25
Platinum,001B000000lwNuGIAU,Hospitality,High Net Worth Families,Tradeum,Activity 167,20000,2020-08-16,2019-07-31,222,20000,Best Case,006B00000049VKeIAM,false,false,Fields Sales,342,Tradeum - 20k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,90,Simple,Negotiation,Negotiation,7,5922620,2020-05-25
