"Emission_Category","AccountId","Energy_Consumption","Ground_Travel_Emissions_Category","LastProcessedDate","Consumption_Type","City","RenewalEnergy","Vendor","Date","Business_Travel_Type","Emission_Type","Emission_Source","Country","AccountExternalId","GTE_Value","Cost_Center_Name","AccountName","Electricity_Consumption_Value","Energy_Consumption_Value","Emission_Value","Emissions_from_Business_Travel","Carbon_Intensity"
"Vehicle",,"Wind","Subway","2023-03-24","Electricity","New York","True","United Airlines","2022-11-04","Air Travel","Hotel Stay","Vehicle","United States of America",,"1500","EMEA Sales",,5,0,400,15000,0.45
"Commercial Building",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-01-07","Ground Travel","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Sales",,8,0,500,7000,0.65
"Travel",,"Solar","Subway","2023-03-24","Electricity","Dublin","True","United Airlines","2023-04-03"," Rental Car","Fleet Vehicle","Travel","Ireland",,"1500","EMEA Sales",,12,0,150,31000,0.41
"Equipment",,"Fuel Oil","#N/A","2023-03-24","Energy","Paris","False","United Airlines","2023-01-13","Private Jet","Equipment","Equipment","France",,"#N/A","General COO",,0,4,200,31000,0.4
"Company Shuttle",,"Wind","Personal Car","2023-03-24","Electricity","Tokyo","True","British Airways","2022-04-13","Hotel Stay","Company Shuttle ","Travel","Japan",,"#N/A","EMEA Sales",,9,0,400,15000,0.61
"Vehicle",,"Solar","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-02-09","Air Travel","Hotel Stay","Vehicle","United States of America",,"2000","EMEA Sales",,21,0,400,7000,0.4
"Commercial Building",,"Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-04-09","Ground Travel","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Marketing",,4,0,400,31000,0.45
"Travel",,"Biomass","Rental Car","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-08","Air Travel","Fleet Vehicle","Travel","United States of America",,"1000","APAC Sales",,11,0,500,31000,0.67
"Travel",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Emirates","2021-07-13","Private Jet","Other","Travel","United States of America",,"#N/A","AMER HR",,23,0,500,7000,0.48
"Vehicle",,"Cooling","Taxi","2023-03-24","Electricity","Paris","False","United Airlines","2023-04-05","Private Jet","Ground Travel","Vehicle","France",,"2300","APAC Sales",,6,0,200,31000,0.49
"Travel",,"Natural Gas","#N/A","2023-03-24","Energy","New York","False","Delta","2022-08-09","Air Travel","Private Jet","Travel","United States of America",,"#N/A","LATAM Sales",,0,6,500,15000,0.61
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","Tokyo","True","KLM","2023-03-16","Ground Travel","Data Center Facility","Data Center Facility","Japan",,"#N/A","General COO",,12,0,200,31000,0.21
"Vehicle",,"Fuel Oil","#N/A","2023-03-24","Energy","Dublin","False","United Airlines","2023-01-01","Private Jet","Air Travel","Vehicle","Ireland",,"#N/A","EMEA Sales",,0,13,100,31000,0.6
"Vehicle",,"Diesel","Personal Car","2023-03-24","Energy","San Fransisco ","False","United Airlines","2021-05-16","Ground Travel","Ground Travel","Vehicle","United States of America",,"1200","APAC Sales",,0,4,500,7000,0.62
"Vehicle",,"Wind","Taxi","2023-03-24","Electricity","New York","True","Delta","2023-04-19","Air Travel","Hotel Stay","Vehicle","United States of America",,"900","EMEA Sales",,21,0,400,31000,0.66
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","British Airways","2022-10-01","Ground Travel","Other","Travel","Japan",,"#N/A","EMEA Sales",,22,0,200,15000,0.48
"Vehicle",,"Hydroelectricity","#N/A","2023-03-24","Electricity","Paris","True","United Airlines","2023-02-26","Private Jet","Air Travel","Vehicle","France",,"#N/A","APAC Sales",,18,0,100,31000,0.23
"Travel",,"Solar","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-04-01","Air Travel","Fleet Vehicle","Travel","United States of America",,"900","EMEA Sales",,21,0,400,7000,0.48
"Commercial Building",,"Steam","#N/A","2023-03-24","Electricity","San Fransisco ","False","United Airlines","2023-03-27"," Rental Car","Commercial Building","Commercial Building","United States of America",,"#N/A","General COO",,1,0,500,31000,0.63
"Equipment",,"Wind","#N/A","2023-03-24","Electricity","New York","True","British Airways","2022-12-13","Ground Travel","Equipment","Equipment","United States of America",,"#N/A","LATAM Sales",,8,0,400,15000,0.23
"Travel",,"Hydroelectricity","#N/A","2023-03-24","Electricity","Paris","True","KLM","2023-02-16","Private Jet","Private Jet","Travel","France",,"#N/A","APAC Sales",,19,0,100,31000,0.61
"Data Center Facility",,"Diesel","#N/A","2023-03-24","Energy","Tokyo","False","Delta","2022-07-31","Air Travel","Data Center Facility","Equipment","Japan",,"#N/A","EMEA Sales",,0,9,200,15000,0.68
"Company Shuttle",,"Biomass","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-06-15"," Rental Car","Company Shuttle ","Travel","United States of America",,"#N/A","AMER HR",,5,0,500,7000,0.47
"Travel",,"Wind","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-14","Hotel Stay","Other","Travel","Japan",,"#N/A","AMER Sales",,8,0,150,31000,0.49
"Travel",,"Fuel Oil","Limousine","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-02-21","Ground Travel","Fleet Vehicle","Travel","United States of America",,"1500","APAC Sales",,0,8,500,31000,0.68
"Vehicle",,"Cooling","#N/A","2023-03-24","Electricity","New York","False","United Airlines","2021-05-10","Ground Travel","Air Travel","Vehicle","United States of America",,"#N/A","EMEA Sales",,6,0,400,7000,0.44
"Vehicle",,"Solar","Personal Car","2023-03-24","Electricity","Paris","True","Delta","2023-03-21","Air Travel","Ground Travel","Vehicle","France",,"2000","EMEA Sales",,15,0,100,31000,0.69
"Travel",,"Solar","#N/A","2023-03-24","Electricity","Dublin","True","British Airways","2022-11-29","Air Travel","Private Jet","Travel","Ireland",,"#N/A","APAC Marketing",,7,0,150,15000,0.21
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-21","Private Jet","Data Center Facility","Data Center Facility","United States of America",,"#N/A","APAC Sales",,6,0,400,31000,0.44
"Equipment",,"Biomass","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2021-11-28","Ground Travel","Equipment","Equipment","United States of America",,"#N/A","General COO",,10,0,400,7000,0.67
"Commercial Building",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","KLM","2023-02-04","Air Travel","Commercial Building","Commercial Building","United States of America",,"#N/A","LATAM Sales",,10,0,500,31000,0.68
"Vehicle",,"Wind","Personal Car","2023-03-24","Electricity","Dublin","True","Emirates","2022-02-08","Private Jet","Hotel Stay","Vehicle","Ireland",,"1200","EMEA Sales",,12,0,100,15000,0.06
"Company Shuttle",,"Solar","Subway","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-01","Private Jet","Company Shuttle ","Travel","Japan",,"#N/A","EMEA Sales",,1,0,150,31000,0.67
"Travel",,"Hydroelectricity","Limousine","2023-03-24","Electricity","New York","True","Delta","2021-07-11","Ground Travel","Fleet Vehicle","Travel","United States of America",,"1000","EMEA Sales",,20,0,500,7000,0.41
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-17"," Rental Car","Data Center Facility","Equipment","United States of America",,"#N/A","APAC Sales",,16,0,500,31000,0.6
"Vehicle",,"Fuel Oil","#N/A","2023-03-24","Energy","Paris","False","United Airlines","2022-07-19","Air Travel","Air Travel","Vehicle","France",,"#N/A","EMEA Sales",,0,9,200,15000,0.4
"Vehicle",,"Biomass","Subway","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-03","Ground Travel","Hotel Stay","Vehicle","Japan",,"900","General COO",,4,0,200,31000,0.04
"Company Shuttle",,"Solar","Taxi","2023-03-24","Electricity","Paris","True","British Airways","2023-02-18","Air Travel","Company Shuttle ","Travel","France",,"#N/A","EMEA Sales",,8,0,100,31000,0.04
"Vehicle",,"Solar","Personal Car","2023-03-24","Electricity","Tokyo","True","Delta","2021-09-04","Private Jet","Ground Travel","Vehicle","Japan",,"2300","LATAM Sales",,5,0,200,7000,0.42
"Travel",,"Wind","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2022-05-05","Ground Travel","Private Jet","Travel","United States of America",,"#N/A","EMEA Sales",,6,0,400,15000,0.24
"Travel",,"Hydroelectricity","#N/A","2023-03-24","Electricity","San Fransisco ","True","Emirates","2023-03-29","Private Jet","Other","Travel","United States of America",,"#N/A","General COO",,4,0,500,31000,0.48
"Commercial Building",,"Wind","#N/A","2023-03-24","Electricity","Dublin","True","KLM","2023-03-02","Air Travel","Commercial Building","Commercial Building","Ireland",,"#N/A","EMEA Sales",,13,0,150,31000,0.03
"Equipment",,"Natural Gas","#N/A","2023-03-24","Energy","San Fransisco ","False","United Airlines","2021-11-28","Private Jet","Equipment","Equipment","United States of America",,"#N/A","AMER HR",,0,11,400,7000,0.64
"Equipment",,"Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2023-04-10","Hotel Stay","Equipment","Equipment","United States of America",,"#N/A","APAC Sales",,8,0,500,31000,0.44
"Commercial Building",,"Biomass","#N/A","2023-03-24","Electricity","Paris","True","Delta","2022-12-12","Air Travel","Commercial Building","Commercial Building","France",,"#N/A","EMEA Sales",,4,0,200,15000,0.28
"Vehicle",,"Fuel Oil","#N/A","2023-03-24","Energy","New York","False","British Airways","2023-02-13"," Rental Car","Air Travel","Vehicle","United States of America",,"#N/A","APAC Marketing",,0,1,400,31000,0.66
"Travel",,"Solar","Taxi","2023-03-24","Electricity","Tokyo","True","United Airlines","2021-08-10","Ground Travel","Fleet Vehicle","Travel","Japan",,"1000","EMEA Sales",,13,0,150,7000,0.63
"Vehicle",,"Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","KLM","2022-11-08","Private Jet","Ground Travel","Vehicle","United States of America",,"2000","APAC Sales",,11,0,500,15000,0.68
"Travel",,"Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-04-27","Ground Travel","Private Jet","Travel","United States of America",,"#N/A","AMER Sales",,11,0,400,31000,0.45
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","Paris","True","United Airlines","2023-02-19","Private Jet","Data Center Facility","Data Center Facility","France",,"#N/A","General COO",,13,0,100,31000,0.42
"Travel",,"Hydroelectricity","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2021-10-15","Air Travel","Other","Travel","United States of America",,"#N/A","APAC Sales",,22,0,500,7000,0.42
"Company Shuttle",,"Wind","Personal Car","2023-03-24","Electricity","Tokyo","True","Delta","2022-12-01","Ground Travel","Company Shuttle ","Travel","Japan",,"#N/A","EMEA Sales",,23,0,100,15000,0.49
"Vehicle",,"Solar","Subway","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-31","Air Travel","Hotel Stay","Vehicle","Japan",,"1200","LATAM Sales",,11,0,200,31000,0.28
"Data Center Facility",,"Heat","#N/A","2023-03-24","Electricity","New York","False","United Airlines","2023-01-29","Ground Travel","Data Center Facility","Equipment","United States of America",,"#N/A","APAC Sales",,14,0,400,31000,0.66
"Commercial Building",,"Solar","#N/A","2023-03-24","Electricity","Dublin","True","Delta","2021-04-04"," Rental Car","Commercial Building","Commercial Building","Ireland",,"#N/A","EMEA Sales",,19,0,100,7000,0.49
"Travel",,"Diesel","Subway","2023-03-24","Energy","Paris","False","Emirates","2022-04-04","Private Jet","Fleet Vehicle","Travel","France",,"900","General COO",,0,3,100,15000,0.68
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-03-26","Ground Travel","Other","Travel","United States of America",,"#N/A","AMER HR",,10,0,400,31000,0.66
"Vehicle",,"Diesel","Personal Car","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-02-07","Air Travel","Ground Travel","Vehicle","United States of America",,"2300","LATAM Sales",,0,5,500,31000,0.49
"Vehicle",,"Diesel","Taxi","2023-03-24","Energy","San Fransisco ","False","United Airlines","2022-05-30","Air Travel","Hotel Stay","Vehicle","United States of America",,"1000","APAC Sales",,0,7,500,15000,0.67
"Equipment",,"Hydroelectricity","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-03-08","Private Jet","Equipment","Equipment","Japan",,"#N/A","EMEA Sales",,9,0,150,31000,0.65
"Travel",,"Cooling","#N/A","2023-03-24","Electricity","New York","False","Delta","2021-03-10","Ground Travel","Private Jet","Travel","United States of America",,"#N/A","EMEA Sales",,6,0,500,7000,0.21
"Company Shuttle",,"Wind","Rental Car","2023-03-24","Electricity","Dublin","True","KLM","2023-03-24","Air Travel","Company Shuttle ","Travel","Ireland",,"#N/A","APAC Sales",,6,0,100,31000,0.23
"Vehicle",,"Natural Gas","#N/A","2023-03-24","Energy","Paris","False","British Airways","2023-04-27","Private Jet","Air Travel","Vehicle","France",,"#N/A","APAC Sales",,0,11,200,31000,0.66
"Equipment",,"Fuel Oil","#N/A","2023-03-24","Energy","New York","False","Delta","2022-04-13","Ground Travel","Equipment","Equipment","United States of America",,"#N/A","EMEA Sales",,0,13,400,15000,0.62
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-01-25","Air Travel","Other","Travel","United States of America",,"#N/A","EMEA Sales",,6,0,500,31000,0.64
"Vehicle",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2021-09-16","Ground Travel","Air Travel","Vehicle","United States of America",,"#N/A","General COO",,1,0,400,7000,0.41
"Travel",,"Wind","#N/A","2023-03-24","Electricity","Tokyo","True","KLM","2023-04-15"," Rental Car","Private Jet","Travel","Japan",,"#N/A","EMEA Sales",,17,0,400,31000,0.22
"Data Center Facility",,"Fuel Oil","#N/A","2023-03-24","Energy","Paris","False","British Airways","2021-07-26","Hotel Stay","Data Center Facility","Data Center Facility","France",,"#N/A","APAC Marketing",,0,10,100,7000,0.62
"Vehicle",,"Wind","Subway","2023-03-24","Electricity","Tokyo","True","Delta","2022-04-15","Air Travel","Ground Travel","Vehicle","Japan",,"2000","EMEA Sales",,4,0,200,15000,0.64
"Commercial Building",,"Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-01-18","Private Jet","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Sales",,14,0,400,31000,0.43
"Company Shuttle",,"Hydroelectricity","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-02-27","Private Jet","Company Shuttle ","Travel","United States of America",,"#N/A","LATAM Sales",,14,0,500,31000,0.67
"Travel",,"Solar","Taxi","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2022-01-05","Air Travel","Fleet Vehicle","Travel","United States of America",,"1500","General COO",,4,0,500,15000,0.48
"Vehicle",,"Diesel","Limousine","2023-03-24","Energy","Tokyo","False","United Airlines","2021-03-14","Private Jet","Hotel Stay","Vehicle","Japan",,"1500","AMER Sales",,0,13,200,7000,0.28
"Vehicle",,"Biomass","#N/A","2023-03-24","Electricity","New York","True","Emirates","2023-03-04","Ground Travel","Air Travel","Vehicle","United States of America",,"#N/A","AMER HR",,5,0,400,31000,0.28
"Travel",,"Cooling","#N/A","2023-03-24","Electricity","Paris","False","United Airlines","2023-01-03","Air Travel","Private Jet","Travel","France",,"#N/A","EMEA Sales",,7,0,100,31000,0.48
"Travel",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2021-01-09","Ground Travel","Other","Travel","United States of America",,"#N/A","APAC Sales",,7,0,500,7000,0.6
"Vehicle",,"Wind","Personal Car","2023-03-24","Electricity","Dublin","True","KLM","2022-03-01","Ground Travel","Ground Travel","Vehicle","Ireland",,"2300","EMEA Sales",,6,0,150,15000,0.65
"Commercial Building",,"Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-04-25","Private Jet","Commercial Building","Commercial Building","Japan",,"#N/A","APAC Sales",,10,0,200,31000,0.47
"Vehicle",,"Hydroelectricity","Personal Car","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-02-14","Air Travel","Hotel Stay","Vehicle","United States of America",,"1000","EMEA Sales",,11,0,400,31000,0.42
"Equipment",,"Fuel Oil","#N/A","2023-03-24","Energy","Paris","False","Delta","2021-08-30","Private Jet","Equipment","Equipment","France",,"#N/A","EMEA Sales",,0,1,100,7000,0.6
"Company Shuttle",,"Solar","Personal Car","2023-03-24","Electricity","Dublin","True","United Airlines","2023-01-09"," Rental Car","Company Shuttle ","Travel","Ireland",,"#N/A","LATAM Sales",,2,0,100,31000,0.04
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2022-11-12","Ground Travel","Data Center Facility","Data Center Facility","United States of America",,"#N/A","APAC Sales",,22,0,400,15000,0.45
