"ProjectName","ProjectId","LastProcessedDate","MitigationType","ProjectExternaId","ReportDate","BusinessRegion","CountryCode3Digits","AdditionalBenefits","ProjectType","Country","TotalPurchasedCredits","CostPerUnit","AvgCreditsPurchased","TotalAllocatedCredits","CreditsAvailable","CreditsAllocated","AvgPrice","TotalAvailableCredits","SustainabilityCredits","CreditsPurchased"
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2019-06-18","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,30,20,1150,2,3,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2023-08-31","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,40,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2021-01-31","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,40,80,1150,1,1,24,1350,750,1
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2021-08-02","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,90,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2022-02-18","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,20,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2018-07-20","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,30,20,1150,3,1,24,1350,750,1
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2018-08-22","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,100,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2020-01-22","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,40,80,1150,5,1,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2015-07-20","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,30,100,1150,4,3,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2017-11-16","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,4,4,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2023-04-03","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,30,30,1150,2,3,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2016-11-08","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,40,60,1150,4,3,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2018-08-24","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,10,1150,2,1,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2021-12-12","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,20,20,1150,5,1,24,1350,750,2
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2019-10-17","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,90,20,1150,1,3,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2020-05-01","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2018-09-28","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,1,2,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2022-06-26","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,30,20,1150,1,2,24,1350,750,2
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2018-05-03","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,40,90,1150,3,2,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2022-07-03","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,30,80,1150,4,2,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2021-08-02","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,40,40,1150,1,1,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2021-08-22","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,30,100,1150,2,1,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2016-07-29","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,40,80,1150,2,3,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2019-10-24","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,40,70,1150,4,3,24,1350,750,2
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2014-09-09","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,60,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2022-05-27","LATAM","BRA","Education","Transportation","Brazil",2500,30,90,1150,3,2,24,1350,750,2
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2022-01-26","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,30,80,1150,1,1,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2020-10-15","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,30,10,1150,2,1,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2019-09-02","APAC","PHL","Education","Renewable Energy","Philippines",2500,30,20,1150,1,3,24,1350,750,2
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2023-12-08","EMEA","ESP","Education","Transportation","Spain",2500,40,100,1150,5,4,24,1350,750,2
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2019-05-14","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,1,3,24,1350,750,1
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2014-10-25","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,20,20,1150,4,2,24,1350,750,1
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2015-12-15","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2016-11-05","APAC","PHL","Education","Renewable Energy","Philippines",2500,30,20,1150,1,2,24,1350,750,2
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2014-01-24","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,2,3,24,1350,750,2
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2020-08-03","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,20,1150,1,1,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2018-02-13","EMEA","ESP","Education","Transportation","Spain",2500,40,90,1150,5,2,24,1350,750,1
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2022-05-10","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,30,90,1150,2,2,24,1350,750,2
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2016-04-26","APAC","CHN","Biodiversity","Renewable Energy","China",2500,20,30,1150,1,2,24,1350,750,2
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2016-03-07","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,40,1150,4,2,24,1350,750,1
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2016-06-06","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,60,1150,5,2,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2015-03-05","EMEA","ESP","Education","Transportation","Spain",2500,30,100,1150,3,3,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2017-06-08","APAC","PHL","Education","Renewable Energy","Philippines",2500,30,50,1150,2,4,24,1350,750,2
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2022-05-20","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,3,2,24,1350,750,1
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2015-11-09","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,30,90,1150,1,3,24,1350,750,1
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2020-08-13","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,30,1150,5,1,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2020-09-21","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,30,1150,2,2,24,1350,750,2
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2014-06-07","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,20,1150,5,2,24,1350,750,2
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2017-11-05","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,40,90,1150,4,5,24,1350,750,1
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2018-03-25","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,80,1150,2,2,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2016-05-03","EMEA","ESP","Education","Transportation","Spain",2500,40,90,1150,5,2,24,1350,750,2
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2019-10-28","APAC","PHL","Education","Renewable Energy","Philippines",2500,30,20,1150,5,3,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2015-03-10","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,20,1150,3,3,24,1350,750,1
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2021-05-08","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,1,1,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2023-03-16","EMEA","ESP","Education","Transportation","Spain",2500,30,80,1150,2,4,24,1350,750,1
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2020-02-09","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,30,80,1150,1,1,24,1350,750,1
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2014-12-07","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2019-01-01","APAC","PHL","Education","Renewable Energy","Philippines",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2016-09-02","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,30,40,1150,4,2,24,1350,750,1
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2015-10-31","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,70,1150,1,3,24,1350,750,1
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2021-02-27","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,50,1150,3,1,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2015-10-24","EMEA","ESP","Education","Transportation","Spain",2500,30,80,1150,4,3,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2014-10-19","APAC","PHL","Education","Renewable Energy","Philippines",2500,20,40,1150,4,2,24,1350,750,1
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2015-12-27","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,60,1150,3,3,24,1350,750,1
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2016-09-22","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,30,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2022-07-05","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,80,1150,4,2,24,1350,750,1
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2017-05-22","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,10,1150,4,4,24,1350,750,1
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2015-01-19","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,30,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2019-11-17","EMEA","ESP","Education","Transportation","Spain",2500,40,90,1150,4,3,24,1350,750,1
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2020-04-08","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,40,90,1150,5,1,24,1350,750,1
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2022-03-24","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,10,1150,5,2,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2021-05-07","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,30,30,1150,1,1,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2015-08-26","APAC","PHL","Education","Renewable Energy","Philippines",2500,20,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2016-09-24","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,20,1150,3,2,24,1350,750,1
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2014-08-22","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,30,90,1150,5,3,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2017-08-13","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,80,1150,2,4,24,1350,750,1
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2020-04-11","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,30,1150,2,1,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2016-09-19","APAC","PHL","Education","Renewable Energy","Philippines",2500,20,50,1150,2,2,24,1350,750,1
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2017-09-08","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,30,80,1150,4,5,24,1350,750,1
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2015-09-05","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,20,1150,3,3,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2022-09-18","EMEA","ESP","Education","Transportation","Spain",2500,40,80,1150,4,2,24,1350,750,2
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2014-04-28","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,5,2,24,1350,750,2
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2014-06-18","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,10,1150,3,3,24,1350,750,2
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2017-10-05","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,30,90,1150,1,5,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2019-03-27","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,10,1150,2,2,24,1350,750,1
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2021-07-12","APAC","CHN","Biodiversity","Renewable Energy","China",2500,30,20,1150,4,1,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2015-04-14","EMEA","ESP","Education","Transportation","Spain",2500,40,100,1150,1,3,24,1350,750,2
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2023-12-23","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,1,4,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2016-09-24","APAC","PHL","Education","Renewable Energy","Philippines",2500,20,10,1150,5,2,24,1350,750,2
"Carbon Credit Project 9 - BRA",,"2023-09-18","Avoidance","SDO.109","2023-08-14","LATAM","BRA","Energy Access","Fuel Switching","Brazil",2500,20,90,1150,3,4,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2023-01-21","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,40,1150,3,3,24,1350,750,1
"Carbon Credit Project 16 - CAN",,"2023-09-18","Sequestration","SDO.1016","2014-11-30","AMER","CAN","Education","Industrial Manufacturing","Canada",2500,40,80,1150,1,3,24,1350,750,2
"Carbon Credit Project 100",,"2023-09-18","Avoidance","SDO.10100","2016-08-12","LATAM","CUB","Biodiversity","Renewable Energy","Cuba",2500,30,60,1150,4,3,24,1350,750,1
"Carbon Credit Project 35 - ESP",,"2023-09-18","Sequestration","SDO.1035","2018-04-10","EMEA","ESP","Education","Transportation","Spain",2500,40,90,1150,3,2,24,1350,750,2
"Carbon Credit Project 72",,"2023-09-18","Sequestration","SDO.1072","2019-03-09","APAC","CHN","Biodiversity","Renewable Energy","China",2500,20,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2023-11-29","APAC","PHL","Education","Renewable Energy","Philippines",2500,30,40,1150,4,4,24,1350,750,1
"Carbon Credit Project 59",,"2023-09-18","Avoidance","SDO.1059","2014-05-16","APAC","PHL","Education","Renewable Energy","Philippines",2500,30,80,1150,1,3,24,1350,750,1
"Carbon Credit Project 45",,"2023-09-18","Reduction","SDO.1045","2020-07-04","EMEA","MOZ","Energy Access","Transportation","Mozambique",2500,40,70,1150,4,2,24,1350,750,1
"Carbon Credit Project 105",,"2023-09-18","Sequestration","SDO.10105","2016-08-11","LATAM","PER","Biodiversity","Household Devices","Peru",2500,30,20,1150,1,3,24,1350,750,1
"Carbon Credit Project 29 - IND",,"2023-09-18","Sequestration","SDO.1029","2021-09-22","APAC","IND","Education","Fuel Switching","India",2500,20,90,1150,2,1,24,1350,750,2
"Carbon Credit Project 96",,"2023-09-18","Sequestration","SDO.1096","2022-12-18","EMEA","CIV","Biodiversity","Industrial Manufacturing","Ivory Coast",2500,30,10,1150,2,2,24,1350,750,1
"Carbon Credit Project 96",,"2023-09-18","Sequestration","SDO.1096","2014-12-13","EMEA","CIV","Biodiversity","Industrial Manufacturing","Ivory Coast",2500,40,40,1150,4,2,24,1350,750,1
"Carbon Credit Project 105",,"2023-09-18","Sequestration","SDO.10105","2021-03-09","LATAM","PER","Biodiversity","Household Devices","Peru",2500,30,70,1150,4,1,24,1350,750,1
"Carbon Credit Project 29 - IND",,"2023-09-18","Sequestration","SDO.1029","2016-02-22","APAC","IND","Education","Fuel Switching","India",2500,20,100,1150,3,3,24,1350,750,1
"Carbon Credit Project 105",,"2023-09-18","Sequestration","SDO.10105","2017-08-06","LATAM","PER","Biodiversity","Household Devices","Peru",2500,30,10,1150,1,5,24,1350,750,1
"Carbon Credit Project 29 - IND",,"2023-09-18","Sequestration","SDO.1029","2022-10-28","APAC","IND","Education","Fuel Switching","India",2500,20,100,1150,3,2,24,1350,750,1
"Carbon Credit Project 96",,"2023-09-18","Sequestration","SDO.1096","2016-09-19","EMEA","CIV","Biodiversity","Industrial Manufacturing","Ivory Coast",2500,30,20,1150,5,2,24,1350,750,1
"Carbon Credit Project 96",,"2023-09-18","Sequestration","SDO.1096","2021-12-14","EMEA","CIV","Biodiversity","Industrial Manufacturing","Ivory Coast",2500,30,70,1150,5,1,24,1350,750,2
"Carbon Credit Project 105",,"2023-09-18","Sequestration","SDO.10105","2022-03-10","LATAM","PER","Biodiversity","Household Devices","Peru",2500,20,20,1150,5,2,24,1350,750,1
"Carbon Credit Project 29 - IND",,"2023-09-18","Sequestration","SDO.1029","2019-03-02","APAC","IND","Education","Fuel Switching","India",2500,30,90,1150,5,2,24,1350,750,1
"Carbon Credit Project 29 - IND",,"2023-09-18","Sequestration","SDO.1029","2018-12-07","APAC","IND","Education","Fuel Switching","India",2500,20,100,1150,4,2,24,1350,750,2
"Carbon Credit Project 105",,"2023-09-18","Sequestration","SDO.10105","2023-05-28","LATAM","PER","Biodiversity","Household Devices","Peru",2500,20,20,1150,3,4,24,1350,750,1
"Carbon Credit Project 96",,"2023-09-18","Sequestration","SDO.1096","2016-08-10","EMEA","CIV","Biodiversity","Industrial Manufacturing","Ivory Coast",2500,30,30,1150,1,2,24,1350,750,2
"Carbon Credit Project 29 - IND",,"2023-09-18","Sequestration","SDO.1029","2016-12-20","APAC","IND","Education","Fuel Switching","India",2500,20,90,1150,2,2,24,1350,750,1
