"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","ActivitySourceType","AssetType","Asset","Country","AssetExternalId","AccountExternalId","AssetId","AccountName","AverageRisk","WaterRisk","WaterStress","AverageWithdrawal","AverageQuantifiedRisk","QuantifiedRisk","AverageConsumption","AverageDischarge","AverageStress"
,"2016-09-02","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,60,288,541,20,288,403,90
,"2013-05-03","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,10,288,541,50,288,403,90
,"2023-12-16","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2021-03-31","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2020-04-15","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2021-01-17","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2012-10-01","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,50,288,541,30,288,403,90
,"2018-08-22","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
,"2020-01-14","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,70,288,403,90
,"2013-11-11","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,90,288,541,40,288,403,90
,"2023-10-09","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2017-08-28","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2017-12-04","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2018-01-14","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2019-03-19","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,60,288,403,90
,"2019-07-10","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,50,288,403,90
,"2014-08-06","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,40,288,541,80,288,403,90
,"2021-07-08","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2015-02-27","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,10,288,541,90,288,403,90
,"2020-07-20","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,70,288,403,90
,"2018-01-09","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
,"2014-08-11","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,50,288,541,10,288,403,90
,"2018-08-12","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,30,288,403,90
,"2014-06-05","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,90,288,541,80,288,403,90
,"2014-01-14","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,30,288,541,70,288,403,90
,"2019-11-24","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2012-04-24","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,40,288,541,40,288,403,90
,"2014-04-30","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,60,288,541,30,288,403,90
,"2018-05-22","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
,"2020-04-09","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2019-04-21","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,50,288,403,90
,"2016-11-01","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,30,288,403,90
,"2017-12-30","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2019-02-16","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2017-12-07","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2019-12-14","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2023-01-19","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2022-12-10","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,90,288,403,90
,"2017-01-22","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2015-12-21","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,30,288,541,80,288,403,90
,"2019-01-03","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2016-04-17","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2016-03-24","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2016-11-01","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,20,288,403,90
,"2020-03-22","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,70,288,403,90
,"2021-06-18","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2016-11-25","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,30,288,403,90
,"2021-04-26","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2016-04-21","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,60,288,541,30,288,403,90
,"2016-06-13","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,30,288,403,90
,"2014-10-16","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,40,288,541,100,288,403,90
,"2020-09-16","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2016-03-10","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2023-01-06","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2022-06-24","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,100,288,403,90
,"2021-12-10","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2019-12-09","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2019-02-01","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2020-10-15","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2015-08-02","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,90,288,541,100,288,403,90
,"2019-08-01","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,50,288,403,90
,"2014-08-05","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,40,288,541,80,288,403,90
,"2012-12-25","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,70,288,403,90
,"2012-08-04","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,80,288,541,60,288,403,90
,"2022-08-08","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2021-10-25","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,80,288,403,90
,"2015-02-17","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,20,288,541,60,288,403,90
,"2014-01-29","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,20,288,403,90
,"2014-07-23","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,40,288,541,50,288,403,90
,"2018-03-19","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2014-12-06","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,30,288,541,20,288,403,90
,"2021-05-25","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2016-10-17","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,20,288,403,90
,"2014-10-24","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,90,288,403,90
,"2016-06-16","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2016-05-12","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,100,288,403,90
,"2015-08-01","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,40,288,541,80,288,403,90
,"2015-09-26","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,10,288,541,80,288,403,90
,"2021-07-14","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2021-05-04","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2022-10-22","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,100,288,403,90
,"2023-06-03","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2016-08-24","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,20,288,403,90
,"2017-07-15","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2014-07-07","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,30,288,541,80,288,403,90
,"2021-11-22","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2015-12-08","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,30,288,541,60,288,403,90
,"2023-12-25","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2018-12-16","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2022-10-19","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2016-09-24","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,60,288,541,20,288,403,90
,"2017-10-01","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2014-05-18","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,10,288,541,10,288,403,90
,"2022-05-19","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2015-10-02","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,20,288,541,20,288,403,90
,"2020-09-30","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2023-03-01","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2022-06-05","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2016-06-06","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2013-01-27","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,40,288,541,20,288,403,90
,"2016-04-23","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,20,288,403,90
,"2019-01-10","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2012-02-21","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,10,288,541,80,288,403,90
,"2015-06-24","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,70,288,541,70,288,403,90
,"2017-06-20","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,70,288,541,30,288,403,90
,"2021-09-10","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2017-02-20","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2016-09-19","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2022-05-25","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2019-03-04","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,60,288,403,90
,"2021-04-02","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2019-04-04","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2018-03-20","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2017-10-21","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,70,288,541,30,288,403,90
,"2019-09-01","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2012-04-04","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,10,288,403,90
,"2023-04-01","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2018-09-06","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2014-08-22","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,70,288,541,20,288,403,90
,"2014-01-23","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,20,288,541,70,288,403,90
,"2020-02-20","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2015-06-09","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,10,288,541,70,288,403,90
