"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","LastProcessedDate","Rank","Date","SupplierExternalId","Emissions_Reduction_Type","Reporting_Scope","SupplierId","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","No","None","2023-09-18","53","2022-05-21","Supplier42","1.5 °C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","UK",6500,500000,,4875,75,0.00015,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-09-12","Supplier42","1.5 °C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","USA",4500,200,,3375,75,0.375,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-12-29","Supplier42","1.5 °C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","UK",6500,15000,,4875,75,0.005,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2023-12-31","Supplier42","3°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","UK",5500,150000,,4125,75,0.0005,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2023-06-01","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Canada",5500,15000,,4125,75,0.005,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2023-06-26","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","UK",6500,400000,,4875,75,0.000188,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2023-03-05","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Australia",4500,250,,3375,75,0.3,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-10-23","Supplier42","1.5 °C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Australia",3500,500000,,2625,75,0.00015,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-11-28","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Canada",6500,300,,4875,75,0.25,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-02-02","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Canada",3500,300,,2625,75,0.25,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-08-10","Supplier42","1.5 °C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","India",3500,150000,,2625,75,0.0005,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2023-12-31","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","UK",6500,200,,4875,75,0.375,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-01-16","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Germany",3500,150000,,2625,75,0.0005,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-07-12","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Germany",4500,250,,3375,75,0.3,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2023-06-23","Supplier42","3°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","USA",5500,300,,4125,75,0.25,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2023-01-19","Supplier42","3°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","USA",4500,400000,,3375,75,0.000188,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-05-21","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Australia",6500,20000,,4875,75,0.00375,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-12-26","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Australia",4500,30000,,3375,75,0.0025,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-03-10","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Canada",4500,250,,3375,75,0.3,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-04-03","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Australia",6500,30000,,4875,75,0.0025,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-06-30","Supplier42","2°C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","USA",6500,200,,4875,75,0.375,1,0.02995,53
"Tier 1","No","None","2023-09-18","53","2022-10-18","Supplier42","1.5 °C",,"0eMB0000000Gy5FMAS",,"None","Universal Studios","Germany",4500,400000,,3375,75,0.000188,1,0.02995,53
