"AccountId","BusinessRegion","Asset","AssetExternalId","AccountExternalId","ReportPeriod","ActivityType","LastProcessedDate","ActivitySourceType","TreatmentMethod","AssetType","Country","AssetId","AccountName","FloorArea","WithdrawnWater","ConsumedWater","ConsumedPerDay","DischargedPerDay","EmployeeCount","WithdrawnPerDay","UnitsManufactured","DischargedWater","TreatedWater","WaterManagementCost"
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-06-03","Withdrawal","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-08-05","Consumption","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-02-27","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-06-18","Discharge","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-12-30","Consumption","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-07-14","Consumption","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-03-11","Consumption","2023-03-24","Reused Water","Other","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-11-07","Discharge","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-05-24","Discharge","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-04-27","Withdrawal","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-12-21","Consumption","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-07-25","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-07-02","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-01-12","Consumption","2023-03-24","Sea Water","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-12-21","Withdrawal","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-03-05","Consumption","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-08-12","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-12-09","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-11-16","Discharge","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-04-30","Consumption","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-02-19","Discharge","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-02-21","Consumption","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-05-25","Withdrawal","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-09-07","Discharge","2023-03-24","Recycled Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-12-07","Withdrawal","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-05-26","Withdrawal","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-05-19","Discharge","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-04-06","Discharge","2023-03-24","Recycled Water","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-11-05","Discharge","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-06-06","Consumption","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-09-20","Consumption","2023-03-24","Sea Water","Tertiary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-01-15","Withdrawal","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-04-08","Consumption","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-08-27","Consumption","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-11-05","Discharge","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-05-12","Consumption","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-07-08","Consumption","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-02-13","Consumption","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-06-19","Consumption","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-09-11","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-08-25","Consumption","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-08-31","Consumption","2023-03-24","Fresh Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-05-21","Consumption","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-09-15","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-07-23","Consumption","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-11-05","Consumption","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-10-09","Withdrawal","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-04-19","Consumption","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-07-26","Withdrawal","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-07-26","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-04-03","Discharge","2023-03-24","Fresh Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-08-27","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-07-25","Consumption","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-05-30","Consumption","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-04-15","Discharge","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-06-06","Consumption","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-08-20","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-02-07","Discharge","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-05-28","Discharge","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-10-03","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-04-07","Discharge","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-04-10","Discharge","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-11-28","Consumption","2023-03-24","Reused Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-09-21","Discharge","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-04-25","Withdrawal","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-03-13","Withdrawal","2023-03-24","Third-Party Reserve","Secondary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-03-28","Discharge","2023-03-24","Sea Water","Tertiary","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-01-06","Consumption","2023-03-24","Recycled Water","Primary","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-01-11","Discharge","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-04-08","Withdrawal","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-12-02","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-11-23","Discharge","2023-03-24","Sea Water","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-06-12","Consumption","2023-03-24","Recycled Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-12-24","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-10-29","Withdrawal","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-01-10","Withdrawal","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-11-01","Discharge","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-11-16","Discharge","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-10-11","Discharge","2023-03-24","Recycled Water","Secondary","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-07-01","Discharge","2023-03-24","Fresh Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-04-25","Consumption","2023-03-24","Sea Water","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-03-25","Consumption","2023-03-24","Sea Water","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-11-22","Consumption","2023-03-24","Recycled Water","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-11-11","Withdrawal","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-04-26","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,522.9,13800
