"Fuel_Type","AccountId","Asset_Category","Asset","AssetExternalId","AccountExternalId","Asset_Type","CountryCode","LastProcessedDate","Date","Business_Region","AssetId","AccountName","Carbon_Inventory","Energy_Usage_kBtu_sq_ft","Electricity_Usage_Previous","Electricity_Usage_kWh_m2","Total_Energy_Consumption_kWh","Electricity_Usage_Current","Scope_3_Emissions","Annual_Energy_Intensity_Variance","Energy_Consumption_Intensity_kWh_m2","Total_Renewable_Energy_kWh","Electricity_Usage_kWh_sq_ft","Fuel_Consumption_Liters","Scope_1_Scope_2_Location_Emissions","Total_Diesel_Consumption","Non_Renewal_Resources","Energy_Emissions","Scope_1_Scope_2_Market_Emissions","Annual_Electricity_Intensity_Variance","Electricity_Cons_Intensity_kWh_m2","Total_Fuel_Oil_Consumption","Energy_Consumption","Data_Center_PUE_current","Total_Natural_Gas_consumption_kWh","Renewal_Resources","Total_Steam_Consumption","Data_Center_PUE_previous","Emissions_from_Stationary_Sources","Total_Building_Area","Energy_Usage_kBtu_m2","High_Outliers","Scope_1_Emissions_tCO2e","Fuel_Consumption_Gallons","Low_Outliers","Total_Allocation_Renewable_Energy"
"Heat","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2022-12-30","ANZ","0phB00000004MzkIAE","Yubo Corporation",33,1572,350000,23,154000,250000,76855,2,0.42,44000,248,3139,34345,150000,15000000,1207,34543,6,0.85,15344,8772,66544,88625,31023124,435000,12454,98922,14000,146,11.1,50000,829,2.4,30800
"Natural Gas","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2022-02-12","ANZ","0phB00000004MzkIAE","Yubo Corporation",58,2637,400000,1,120000,150000,67688,19,0.42,51429,11,3139,34345,100000,15000000,780,22345,10,0.85,17441,5427,34124,53111,35000000,473000,53423,9109,3107000,245,14.1,50000,829,1.3,36000
"Refrigerant","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2020-03-02","ANZ","0phB00000004MzkIAE","Yubo Corporation",62,3294,350000,13,154000,300000,67688,12,0.42,44000,140,500,34345,100000,15000000,343,21234,5,0.85,12324,5340,45443,59974,35000000,481000,12354,86055,16000,306,12.5,21323,132,1.3,30800
"Cooling","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2023-10-14","ANZ","0phB00000004MzkIAE","Yubo Corporation",77,570,250000,19,154000,150000,56634,23,0.42,66000,205,3560,23454,123678,15000000,2153,22345,9,0.85,10113,8647,66544,85421,29000000,485000,53423,83430,2811000,53,10.4,15000,941,4.2,46200
"Propane","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2021-11-15","ANZ","0phB00000004MzkIAE","Yubo Corporation",50,3638,400000,15,135000,350000,56634,5,0.42,38571,161,3139,34345,100000,15000000,1214,21234,8,0.85,19832,6006,66544,70746,31023124,351000,12454,88017,12000,338,10.5,21323,829,2.8,27000
"Propane","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2020-05-10","ANZ","0phB00000004MzkIAE","Yubo Corporation",50,3541,400000,27,135000,300000,56634,24,0.42,48214,291,500,23454,123678,15000000,1606,34543,10,0.85,17573,5123,45443,23078,29000000,387000,12354,3118,3101000,329,12.6,18608,132,0.2,33750
"Refrigerant","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2021-07-17","ANZ","0phB00000004MzkIAE","Yubo Corporation",58,2077,350000,19,120000,250000,76855,10,0.42,42857,205,3560,34345,100000,15000000,307,22345,4,0.85,14629,5615,45443,86787,31023124,436000,12454,77199,17000,193,12.9,21323,941,5.9,30000
"Electricity","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2020-03-10","ANZ","0phB00000004MzkIAE","Yubo Corporation",63,1076,450000,22,135000,300000,56634,29,0.42,48214,237,3139,43566,123678,17000000,418,22345,5,0.85,11015,8180,34124,16879,29000000,370000,53423,98737,32000,100,10.9,18608,829,1.6,33750
"Refrigerant","001B000001SklaNIAR","Stationary","Billhaus CTQW U8F","SDO.016","SupplierAcct203","Commercial Building","SGP","2023-09-18","2022-01-24","ANZ","0phB00000004MzkIAE","Yubo Corporation",36,1012,400000,17,154000,350000,56634,11,0.42,66000,183,3139,43566,123678,17000000,430,22345,6,0.85,12511,3929,45443,98219,31023124,389000,53423,18731,15000,94,12.6,50000,829,5.7,46200
"Propane",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-05-16","AMER","0phB00000004MmwIAE",,52,3886,250000,18,154000,300000,67688,23,4.19,55000,194,3139,34345,123678,14000000,327,21234,7,8.45,16568,5610,66544,36744,31023124,473000,12454,74423,33000,361,12.6,15000,829,1.4,38500
"Heat",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-05-20","AMER","0phB00000004MmwIAE",,96,452,300000,24,154000,250000,56634,20,4.19,66000,258,3139,34345,123678,14000000,1813,34543,6,8.45,16604,9191,45443,45031,31023124,379000,12354,19785,2448000,42,13.8,21323,829,2.1,46200
"Electricity",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-09-22","AMER","0phB00000004MmwIAE",,80,484,450000,21,154000,300000,67688,2,4.19,33000,226,3139,43566,123678,17000000,515,34543,6,8.45,13536,9605,66544,91030,35000000,464000,12454,99680,2464000,45,12,18608,829,2.5,23100
"Steam",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-06-02","AMER","0phB00000004MmwIAE",,66,463,450000,5,154000,300000,67688,7,4.19,33000,54,3139,23454,100000,14000000,754,21234,9,8.45,15262,7945,45443,23771,31023124,397000,12354,82345,2734000,43,11.9,15000,829,0.4,23100
"Steam",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-11-20","AMER","0phB00000004MmwIAE",,42,2131,400000,6,154000,350000,76855,11,4.19,66000,65,3560,34345,100000,15000000,390,21234,4,8.45,19370,3327,45443,52100,35000000,486000,53423,8031,2314000,198,11.4,18608,941,5.5,46200
"FuelOil",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2020-08-28","AMER","0phB00000004MmwIAE",,31,3595,400000,16,135000,350000,67688,17,4.19,28929,172,3560,23454,123678,14000000,1000,21234,5,8.45,12915,6382,66544,58741,29000000,460000,12354,91763,2877000,334,12.7,21323,941,4.3,20250
"Propane",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-03-22","AMER","0phB00000004MmwIAE",,37,474,250000,25,120000,250000,56634,10,4.19,34286,269,3139,34345,123678,15000000,1602,34543,10,8.45,14986,4502,34124,48178,29000000,369000,12354,18696,20000,44,13.6,21323,829,4.2,24000
"Heat",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-03-07","AMER","0phB00000004MmwIAE",,43,3950,400000,10,120000,250000,56634,25,4.19,34286,108,3560,23454,150000,17000000,700,22345,6,8.45,15280,8783,45443,91056,35000000,497000,12354,74425,28000,367,13.2,21323,941,5.7,24000
"Propane",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-08-30","AMER","0phB00000004MmwIAE",,66,1776,400000,23,154000,250000,56634,30,4.19,55000,248,3560,23454,150000,17000000,2188,22345,3,8.45,15593,3964,66544,85272,29000000,429000,12454,89614,34000,165,12,18608,941,4.9,38500
"Refrigerant",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-05-04","AMER","0phB00000004MmwIAE",,61,2250,400000,18,120000,250000,56634,30,4.19,51429,194,3560,43566,100000,15000000,2222,34543,7,8.45,19031,6677,66544,54745,29000000,362000,12354,71431,29000,209,11.7,21323,941,1.6,36000
"Cooling",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2020-09-24","AMER","0phB00000004MmwIAE",,62,2400,350000,4,135000,250000,76855,28,4.19,38571,43,3560,34345,100000,15000000,1160,22345,5,8.45,17858,5450,34124,38266,35000000,358000,12354,6062,18000,223,12.8,15000,941,5.3,27000
"Natural Gas",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-04-28","AMER","0phB00000004MmwIAE",,76,4445,400000,10,120000,250000,56634,3,4.19,42857,108,3139,23454,150000,14000000,1237,34543,9,8.45,13460,9509,34124,59223,29000000,389000,12354,15401,33000,413,11,18608,829,5.7,30000
"FuelOil",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-05-12","AMER","0phB00000004MmwIAE",,91,3294,350000,8,135000,250000,56634,12,4.19,38571,86,3560,34345,123678,17000000,690,34543,7,8.45,10733,5062,45443,94259,31023124,385000,12454,16463,13000,306,12,15000,941,1.9,27000
"Natural Gas",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-04-15","AMER","0phB00000004MmwIAE",,59,1475,400000,9,120000,350000,76855,26,4.19,42857,97,3560,34345,123678,14000000,1959,21234,8,8.45,13635,3397,66544,19593,31023124,403000,12354,86836,24000,137,10.3,18608,941,1.6,30000
"Electricity",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-04-12","AMER","0phB00000004MmwIAE",,91,3186,450000,23,154000,300000,76855,29,4.19,66000,248,3560,23454,150000,14000000,1966,34543,9,8.45,13345,5457,45443,43190,31023124,404000,12454,76021,29000,296,14.2,21323,941,5,46200
"Propane",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-07-02","AMER","0phB00000004MmwIAE",,70,334,350000,12,154000,250000,56634,18,4.19,66000,129,3139,43566,150000,17000000,919,21234,3,8.45,14707,6387,34124,58734,31023124,414000,12454,96087,26000,31,12.5,15000,829,5.5,46200
"Natural Gas",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2020-04-08","AMER","0phB00000004MmwIAE",,55,2336,350000,29,154000,250000,76855,26,4.19,33000,312,3139,34345,100000,17000000,2095,22345,4,8.45,13324,4505,34124,89681,31023124,469000,12354,2771,2166000,217,14.9,15000,829,4.1,23100
"Heat",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-06-26","AMER","0phB00000004MmwIAE",,38,1981,350000,7,154000,250000,56634,13,4.19,55000,75,3560,23454,150000,15000000,637,34543,10,8.45,19538,6343,66544,33375,35000000,469000,53423,15450,29000,184,14.6,21323,941,1.1,38500
"Steam",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2020-08-25","AMER","0phB00000004MmwIAE",,57,2336,350000,11,120000,300000,76855,3,4.19,34286,118,3139,23454,150000,17000000,1571,21234,6,8.45,17406,8798,66544,60594,31023124,400000,53423,78550,3136000,217,14.1,18608,829,3.3,24000
"Diesel",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-07-13","AMER","0phB00000004MmwIAE",,97,4715,250000,14,154000,150000,56634,30,4.19,55000,151,3139,34345,150000,15000000,1850,21234,4,8.45,10354,8142,45443,24224,31023124,351000,53423,75902,2509000,438,13.8,18608,829,3.2,38500
"Refrigerant",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-11-27","AMER","0phB00000004MmwIAE",,67,1227,300000,5,154000,350000,56634,3,4.19,44000,54,3139,43566,150000,15000000,1654,21234,5,8.45,18948,8967,34124,32872,35000000,443000,12354,1852,2577000,114,11.7,15000,829,5.8,30800
"FuelOil",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-04-16","AMER","0phB00000004MmwIAE",,37,3541,350000,3,120000,350000,56634,23,4.19,25714,32,3560,43566,100000,15000000,1629,22345,8,8.45,14616,9525,45443,86889,31023124,389000,12454,97163,18000,329,11.2,15000,941,5.3,18000
"Cooling",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2020-04-16","AMER","0phB00000004MmwIAE",,99,2282,400000,2,120000,250000,56634,9,4.19,42857,22,500,43566,100000,15000000,669,34543,3,8.45,14643,3810,45443,77011,29000000,493000,53423,86809,11000,212,10.5,15000,132,5.1,30000
"Refrigerant",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-06-03","AMER","0phB00000004MmwIAE",,69,398,400000,15,154000,300000,76855,29,4.19,33000,161,3139,43566,150000,14000000,302,21234,3,8.45,19631,8495,45443,45864,31023124,457000,12354,90143,28000,37,14.7,18608,829,0.8,23100
"Electricity",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-09-28","AMER","0phB00000004MmwIAE",,94,3100,450000,26,154000,250000,67688,6,4.19,44000,280,3560,23454,100000,17000000,1014,22345,3,8.45,11486,4604,66544,77222,29000000,412000,12454,70913,2374000,288,14.4,15000,941,4,30800
"FuelOil",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-03-07","AMER","0phB00000004MmwIAE",,86,3595,250000,27,135000,350000,67688,4,4.19,48214,291,3560,43566,150000,17000000,953,22345,6,8.45,11000,3702,45443,90691,35000000,466000,53423,83891,3074000,334,11.3,15000,941,0.2,33750
"Heat",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-04-19","AMER","0phB00000004MmwIAE",,40,2185,400000,11,135000,250000,67688,19,4.19,48214,118,3560,43566,100000,14000000,851,34543,10,8.45,18358,4833,34124,49162,29000000,469000,53423,18383,34000,203,10.5,21323,941,6,33750
"Refrigerant",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-04-22","AMER","0phB00000004MmwIAE",,71,4779,350000,25,154000,300000,67688,12,4.19,44000,269,3560,23454,100000,14000000,1686,22345,9,8.45,13631,3931,45443,32553,29000000,440000,12454,19916,2029000,444,15,18608,941,5.9,30800
"Heat",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-04-19","AMER","0phB00000004MmwIAE",,45,1453,250000,19,154000,250000,76855,15,4.19,55000,205,3560,23454,123678,17000000,530,21234,8,8.45,12693,9798,45443,75243,35000000,476000,12354,18190,13000,135,14.7,21323,941,5.9,38500
"Diesel",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-07-03","AMER","0phB00000004MmwIAE",,53,1615,400000,30,154000,150000,67688,17,4.19,44000,323,500,23454,100000,14000000,2202,34543,7,8.45,19919,6490,66544,69064,35000000,473000,53423,18530,33000,150,10.8,15000,132,0.4,30800
"Diesel",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-12-18","AMER","0phB00000004MmwIAE",,53,2217,400000,26,120000,350000,76855,9,4.19,25714,280,3139,34345,100000,14000000,2220,34543,7,8.45,14786,5825,34124,89438,31023124,425000,12354,17139,13000,206,14.2,21323,829,4.8,18000
"Cooling",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-06-10","AMER","0phB00000004MmwIAE",,44,3326,400000,18,135000,350000,56634,24,4.19,57857,194,3139,34345,100000,17000000,499,34543,5,8.45,13715,5626,34124,47627,31023124,449000,12454,16842,2589000,309,11.1,15000,829,4.4,40500
"Cooling",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2020-12-15","AMER","0phB00000004MmwIAE",,84,764,400000,10,120000,350000,56634,18,4.19,51429,108,3560,43566,123678,17000000,1425,21234,8,8.45,13292,9653,34124,82710,29000000,414000,12354,94526,19000,71,14.8,15000,941,0.3,36000
"Heat",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-05-24","AMER","0phB00000004MmwIAE",,100,980,400000,11,135000,250000,56634,19,4.19,28929,118,3560,43566,150000,14000000,1047,34543,6,8.45,15983,8373,45443,64839,31023124,391000,12454,16804,2200000,91,10.4,21323,941,3.4,20250
"Refrigerant",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-06-10","AMER","0phB00000004MmwIAE",,34,4402,350000,3,120000,150000,76855,7,4.19,25714,32,3139,43566,150000,15000000,777,22345,4,8.45,15878,4235,34124,19948,31023124,473000,12354,94681,15000,409,12.8,15000,829,2.5,18000
"Propane",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2023-07-18","AMER","0phB00000004MmwIAE",,46,4510,400000,11,135000,350000,56634,14,4.19,28929,118,3560,43566,123678,15000000,1894,21234,6,8.45,11483,5309,34124,81012,35000000,364000,53423,84982,3452000,419,11.3,18608,941,2.2,20250
"Cooling",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-03-17","AMER","0phB00000004MmwIAE",,53,1894,250000,17,135000,250000,76855,10,4.19,57857,183,3560,43566,123678,17000000,1720,34543,6,8.45,15906,8606,45443,47805,35000000,390000,53423,81011,3204000,176,14.4,18608,941,4.2,40500
"Electricity",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-01-02","AMER","0phB00000004MmwIAE",,43,2605,450000,4,154000,350000,76855,5,4.19,55000,43,3139,34345,150000,17000000,1619,21234,6,8.45,17202,6181,34124,10305,31023124,399000,12354,16684,3346000,242,12.2,15000,829,5.4,38500
"Natural Gas",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2022-09-18","AMER","0phB00000004MmwIAE",,38,4532,400000,22,154000,250000,67688,25,4.19,66000,237,3139,23454,100000,15000000,1818,21234,4,8.45,19575,6281,66544,37484,31023124,498000,12354,1245,3384000,421,11.7,18608,829,1,46200
"FuelOil",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2020-12-02","AMER","0phB00000004MmwIAE",,77,1798,250000,30,154000,350000,76855,12,4.19,33000,323,3139,43566,150000,15000000,885,21234,7,8.45,12431,5856,34124,75538,29000000,477000,12354,78153,2105000,167,12,21323,829,3,23100
"Diesel",,"Stationary","Tranquility Data Center","SDO.010",,"Commercial Building","AUS","2023-09-18","2021-04-11","AMER","0phB00000004MmwIAE",,51,2185,350000,4,135000,300000,67688,1,4.19,57857,43,3139,23454,150000,15000000,1378,21234,5,8.45,12057,5492,45443,63996,31023124,490000,12454,75104,19000,203,13.5,15000,829,6,40500
"Cooling",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","FRA","2023-09-18","2023-04-09","AMER",,,59,2443,400000,5,135000,250000,56634,30,3.39,48214,54,3560,23454,150000,15000000,1428,34543,7,6.87,18153,8003,34124,49713,35000000,492000,53423,4376,2676000,227,13.4,21323,941,0.6,33750
"Natural Gas",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","JPN","2023-09-18","2021-09-20","APAC",,,95,1485,400000,30,120000,300000,76855,30,2.52,34286,323,3560,43566,100000,17000000,807,22345,8,5.15,12166,7502,66544,55538,29000000,416000,12454,17245,29000,138,14.7,18608,941,3.9,24000
"Steam",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","SGP","2023-09-18","2020-12-08","AMER",,,85,2820,400000,14,154000,350000,76855,1,0.42,55000,151,500,23454,123678,15000000,518,21234,9,0.85,12273,9159,34124,97512,29000000,352000,53423,17786,17000,262,14.9,18608,132,3,38500
"Steam",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","MAR","2023-09-18","2023-11-11","ANZ",,,49,4047,400000,28,154000,250000,67688,8,0.22,44000,301,3560,23454,123678,14000000,1544,21234,9,0.45,18813,5579,66544,51903,35000000,469000,12454,17885,30000,376,13.7,15000,941,4.3,30800
"Natural Gas",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","AUS","2023-09-18","2021-01-03","EMEA",,,47,3961,450000,30,120000,250000,76855,28,4.19,34286,323,500,23454,100000,15000000,532,34543,3,8.45,15401,7845,34124,37962,35000000,424000,53423,18893,2711000,368,10.4,18608,132,4.2,24000
"Electricity",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","USA","2023-09-18","2022-03-08","Europe",,,36,2250,450000,22,135000,250000,67688,30,0.24,48214,237,500,3000,150000,15000000,2201,34543,10,0.59,16377,8400,34124,37440,29000000,440000,53423,16410,19000,209,11.2,15000,132,1.3,33750
"Natural Gas",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","MAR","2023-09-18","2022-03-27","AMER",,,37,4338,400000,10,154000,350000,56634,26,0.22,55000,108,500,3000,150000,15000000,1731,21234,9,0.45,19347,4885,45443,97220,35000000,364000,53423,15503,2724000,403,15,21323,132,1.5,38500
"FuelOil",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","AUS","2023-09-18","2023-06-20","Middle East",,,97,3025,250000,28,120000,250000,56634,9,4.19,25714,301,3560,23454,100000,15000000,932,21234,4,8.45,19858,7191,45443,10997,29000000,430000,12454,7427,2050000,281,14.8,18608,941,5.7,18000
"Steam",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","MAR","2023-09-18","2023-12-06","Southeast Asia",,,88,4618,450000,10,154000,350000,56634,17,0.22,66000,108,3560,23454,123678,14000000,342,34543,4,0.45,11905,6938,45443,96851,35000000,442000,53423,16355,35000,429,11.8,21323,941,2,46200
"Diesel",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","ARG","2023-09-18","2023-01-14","ANZ",,,32,1055,400000,15,120000,250000,67688,16,0.19,51429,161,3560,34345,123678,17000000,1062,21234,10,0.37,19951,7449,45443,38782,31023124,435000,53423,17985,10000,98,14.1,15000,941,1.9,36000
"Heat",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","MAR","2023-09-18","2022-01-04","Middle East",,,51,538,400000,2,120000,250000,56634,8,0.22,25714,22,500,3000,100000,17000000,1605,34543,9,0.45,13960,4455,66544,21006,35000000,461000,12354,18231,29000,50,13.4,18608,132,2.3,18000
"Propane",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","AUS","2023-09-18","2022-01-23","ANZ",,,77,4811,350000,15,135000,150000,76855,1,4.19,38571,161,500,3000,150000,14000000,1129,34543,10,8.45,15391,3442,45443,48653,35000000,355000,12354,16546,3397000,447,12.3,15000,132,1.9,27000
"Heat",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","AUS","2023-09-18","2023-05-17","ANZ",,,34,4628,350000,8,120000,150000,56634,4,4.19,25714,86,3560,43566,100000,17000000,1586,21234,7,8.45,12113,3050,66544,85661,31023124,413000,53423,70717,21000,430,11.8,15000,941,2.1,18000
"Cooling",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","CHN","2023-09-18","2022-09-23","APAC",,,48,4435,250000,30,120000,250000,76855,22,3.2,51429,323,500,3000,123678,15000000,795,21234,5,3.12,11065,7039,34124,74966,29000000,463000,12454,7910,24000,412,12.8,15000,132,3.9,36000
"Natural Gas",,"Vehicle","Company Shuttle #2","VDO.001",,"Fleet Vehicle","IND","2023-09-18","2023-01-03","APAC",,,58,3617,350000,3,154000,300000,56634,23,4.97,55000,32,3560,43566,150000,15000000,2109,34543,7,10.02,12646,6264,45443,79309,29000000,395000,12354,78852,2418000,336,14.4,15000,941,1.7,38500
