"TPM__c","Discount__c","Month__c","Product","Retailer__c","Daily_Unit_Volume"
"BOGO","0.2","SEP","Tent Ground Pad","Fare Merchants",226
"Digital Coupon","0.2","SEP","Tent Ground Pad","Sure Store",231
"BOGO","0.15","SEP","Tent Ground Pad","WaySafe",159
"Digital Coupon","0.15","SEP","Tent Ground Pad","Alpine Nutrition",136
"Digital Coupon","0.15","SEP","Tent Ground Pad","Huge Store",243
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",271
"BOGO","0.15","SEP","Tent Ground Pad","Nutrition Stop",211
"BOGO","0.15","SEP","Tent Ground Pad","Rondel",196
"BOGO","0.15","SEP","Tent Ground Pad","Fine Goods",218
"BOGO","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",144
"BOGO","0.15","SEP","Tent Ground Pad","Fare Merchants",163
"BOGO","0.15","SEP","Tent Ground Pad","Sure Store",42
"Digital Coupon","0.15","SEP","Tent Ground Pad","WaySafe",33
"BOGO","0.15","SEP","Tent Ground Pad","Alpine Nutrition",47
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",44
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",35
"BOGO","0.15","SEP","Tent Ground Pad","Nutrition Stop",34
"BOGO","0.15","SEP","Tent Ground Pad","Rondel",45
"Digital Coupon","0.15","SEP","Tent Ground Pad","Fine Goods",69
"BOGO","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",70
"Digital Coupon","0.15","SEP","Tent Ground Pad","Fare Merchants",89
"BOGO","0.15","SEP","Tent Ground Pad","Sure Store",66
"BOGO","0.15","SEP","Tent Ground Pad","WaySafe",117
"BOGO","0.15","SEP","Tent Ground Pad","Alpine Nutrition",127
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",214
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",214
"BOGO","0.15","SEP","Tent Ground Pad","Nutrition Stop",230
"Digital Coupon","0.15","SEP","Tent Ground Pad","Rondel",128
"BOGO","0.15","SEP","Tent Ground Pad","Fine Goods",100
"BOGO","0.05","SEP","Tent Ground Pad","Northern Trails Outfitters",405
"BOGO","0.05","SEP","Tent Ground Pad","Fare Merchants",285
"BOGO","0.05","SEP","Tent Ground Pad","Sure Store",510
"BOGO","0.05","SEP","Tent Ground Pad","WaySafe",560
"BOGO","0.05","SEP","Tent Ground Pad","Alpine Nutrition",171
"BOGO","0.05","SEP","Tent Ground Pad","Huge Store",163
"BOGO","0.05","SEP","Tent Ground Pad","Sanesberry",250
"BOGO","0.05","SEP","Tent Ground Pad","Nutrition Stop",262
"BOGO","0.05","SEP","Tent Ground Pad","Rondel",230
"BOGO","0.05","SEP","Tent Ground Pad","Fine Goods",135
"BOGO","0.05","SEP","Tent Ground Pad","Northern Trails Outfitters",105
"BOGO","0.05","SEP","Tent Ground Pad","Fare Merchants",158
"BOGO","0.05","SEP","Tent Ground Pad","Sure Store",165
"BOGO","0.05","SEP","Tent Ground Pad","WaySafe",85
"BOGO","0.05","SEP","Tent Ground Pad","Alpine Nutrition",65
"BOGO","0.05","SEP","Tent Ground Pad","Huge Store",100
"BOGO","0.05","SEP","Tent Ground Pad","Sanesberry",114
"BOGO","0.05","SEP","Tent Ground Pad","Nutrition Stop",126
"BOGO","0.15","SEP","Tent Ground Pad","Rondel",98
"BOGO","0.15","SEP","Tent Ground Pad","Fine Goods",85
"BOGO","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",120
"BOGO","0.15","SEP","Tent Ground Pad","Fare Merchants",63
"BOGO","0.15","SEP","Tent Ground Pad","Sure Store",66
"BOGO","0.15","SEP","Tent Ground Pad","WaySafe",70
"BOGO","0.15","SEP","Tent Ground Pad","Alpine Nutrition",79
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",190
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",91
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",20
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",15
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",30
"BOGO","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",26
"BOGO","0.1","SEP","Tent Ground Pad","Fare Merchants",25
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",31
"BOGO","0.1","SEP","Tent Ground Pad","WaySafe",54
"BOGO","0.1","SEP","Tent Ground Pad","Alpine Nutrition",36
"BOGO","0.1","SEP","Tent Ground Pad","Huge Store",37
"BOGO","0.1","SEP","Tent Ground Pad","Sanesberry",36
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",6
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",24
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",76
"BOGO","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",24
"BOGO","0.1","SEP","Tent Ground Pad","Fare Merchants",8
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",46
"BOGO","0.1","SEP","Tent Ground Pad","WaySafe",46
"BOGO","0.1","SEP","Tent Ground Pad","Alpine Nutrition",52
"BOGO","0.1","SEP","Tent Ground Pad","Huge Store",359
"BOGO","0.1","SEP","Tent Ground Pad","Sanesberry",322
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",467
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",374
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",313
"BOGO","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",287
"BOGO","0.1","SEP","Tent Ground Pad","Fare Merchants",422
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",494
"BOGO","0.1","SEP","Tent Ground Pad","WaySafe",512
"BOGO","0.2","SEP","Tent Ground Pad","Alpine Nutrition",353
"BOGO","0.2","SEP","Tent Ground Pad","Huge Store",260
"BOGO","0.2","SEP","Tent Ground Pad","Sanesberry",389
"BOGO","0.2","SEP","Tent Ground Pad","Nutrition Stop",352
"BOGO","0.2","SEP","Tent Ground Pad","Rondel",273
"BOGO","0.2","SEP","Tent Ground Pad","Fine Goods",326
"BOGO","0.2","SEP","Tent Ground Pad","Northern Trails Outfitters",364
"BOGO","0.2","SEP","Tent Ground Pad","Fare Merchants",262
"BOGO","0.2","SEP","Tent Ground Pad","Sure Store",241
"BOGO","0.15","SEP","Tent Ground Pad","WaySafe",193
"BOGO","0.15","SEP","Tent Ground Pad","Alpine Nutrition",138
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",243
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",212
"BOGO","0.15","SEP","Tent Ground Pad","Nutrition Stop",212
"BOGO","0.15","SEP","Tent Ground Pad","Rondel",191
"BOGO","0.15","SEP","Tent Ground Pad","Fine Goods",282
"BOGO","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",147
"BOGO","0.15","SEP","Tent Ground Pad","Fare Merchants",155
"BOGO","0.15","SEP","Tent Ground Pad","Sure Store",37
"BOGO","0.15","SEP","Tent Ground Pad","WaySafe",29
"BOGO","0.15","SEP","Tent Ground Pad","Alpine Nutrition",43
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",26
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",38
"BOGO","0.15","SEP","Tent Ground Pad","Nutrition Stop",31
"BOGO","0.15","SEP","Tent Ground Pad","Rondel",46
"BOGO","0.15","SEP","Tent Ground Pad","Fine Goods",82
"BOGO","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",61
"BOGO","0.15","SEP","Tent Ground Pad","Fare Merchants",92
"BOGO","0.15","SEP","Tent Ground Pad","Sure Store",66
"BOGO","0.15","SEP","Tent Ground Pad","WaySafe",121
"BOGO","0.15","SEP","Tent Ground Pad","Alpine Nutrition",124
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",239
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",202
"BOGO","0.15","SEP","Tent Ground Pad","Nutrition Stop",286
"BOGO","0.15","SEP","Tent Ground Pad","Rondel",160
"BOGO","0.15","SEP","Tent Ground Pad","Fine Goods",155
"BOGO","0.05","SEP","Tent Ground Pad","Northern Trails Outfitters",372
"BOGO","0.05","SEP","Tent Ground Pad","Fare Merchants",341
"BOGO","0.05","SEP","Tent Ground Pad","Sure Store",385
"BOGO","0.05","SEP","Tent Ground Pad","WaySafe",634
"BOGO","0.05","SEP","Tent Ground Pad","Alpine Nutrition",203
"BOGO","0.05","SEP","Tent Ground Pad","Huge Store",127
"BOGO","0.05","SEP","Tent Ground Pad","Sanesberry",243
"BOGO","0.05","SEP","Tent Ground Pad","Nutrition Stop",275
"BOGO","0.05","SEP","Tent Ground Pad","Rondel",265
"BOGO","0.05","SEP","Tent Ground Pad","Fine Goods",146
"BOGO","0.05","SEP","Tent Ground Pad","Northern Trails Outfitters",112
"BOGO","0.05","SEP","Tent Ground Pad","Fare Merchants",151
"BOGO","0.05","SEP","Tent Ground Pad","Sure Store",183
"BOGO","0.05","SEP","Tent Ground Pad","WaySafe",80
"BOGO","0.05","SEP","Tent Ground Pad","Alpine Nutrition",62
"BOGO","0.05","SEP","Tent Ground Pad","Huge Store",93
"BOGO","0.05","SEP","Tent Ground Pad","Sanesberry",121
"BOGO","0.05","SEP","Tent Ground Pad","Nutrition Stop",132
"BOGO","0.15","SEP","Tent Ground Pad","Rondel",116
"BOGO","0.15","SEP","Tent Ground Pad","Fine Goods",88
"BOGO","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",119
"BOGO","0.15","SEP","Tent Ground Pad","Fare Merchants",104
"BOGO","0.15","SEP","Tent Ground Pad","Sure Store",74
"BOGO","0.15","SEP","Tent Ground Pad","WaySafe",70
"BOGO","0.15","SEP","Tent Ground Pad","Alpine Nutrition",50
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",190
"BOGO","0.15","SEP","Tent Ground Pad","Sanesberry",149
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",26
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",26
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",31
"BOGO","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",46
"BOGO","0.1","SEP","Tent Ground Pad","Fare Merchants",17
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",31
"BOGO","0.1","SEP","Tent Ground Pad","WaySafe",29
"BOGO","0.1","SEP","Tent Ground Pad","Alpine Nutrition",16
"BOGO","0.1","SEP","Tent Ground Pad","Huge Store",15
"BOGO","0.1","SEP","Tent Ground Pad","Sanesberry",35
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",7
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",22
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",78
"BOGO","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",27
"BOGO","0.1","SEP","Tent Ground Pad","Fare Merchants",5
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",44
"BOGO","0.1","SEP","Tent Ground Pad","WaySafe",52
"BOGO","0.1","SEP","Tent Ground Pad","Alpine Nutrition",55
"BOGO","0.1","SEP","Tent Ground Pad","Huge Store",344
"BOGO","0.1","SEP","Tent Ground Pad","Sanesberry",335
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",447
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",379
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",330
"BOGO","0.1","OCT","Tent Ground Pad","Fare Merchants",289
"BOGO","0.1","OCT","Tent Ground Pad","Sure Store",400
"BOGO","0.1","OCT","Tent Ground Pad","WaySafe",510
"BOGO","0.1","OCT","Tent Ground Pad","Alpine Nutrition",558
"BOGO","0.2","OCT","Tent Ground Pad","Huge Store",374
"BOGO","0.1","OCT","Tent Ground Pad","Sanesberry",224
"BOGO","0.2","OCT","Tent Ground Pad","Nutrition Stop",381
"BOGO","0.2","OCT","Tent Ground Pad","Rondel",337
"BOGO","0.2","OCT","Tent Ground Pad","Fine Goods",275
"BOGO","0.2","OCT","Tent Ground Pad","Northern Trails Outfitters",320
"BOGO","0.2","OCT","Tent Ground Pad","Fare Merchants",368
"BOGO","0.2","OCT","Tent Ground Pad","Sure Store",226
"BOGO","0.2","OCT","Tent Ground Pad","WaySafe",249
"BOGO","0.15","OCT","Tent Ground Pad","Alpine Nutrition",167
"Digital Coupon","0.15","OCT","Tent Ground Pad","Huge Store",142
"BOGO","0.15","OCT","Tent Ground Pad","Sanesberry",190
"BOGO","0.15","OCT","Tent Ground Pad","Nutrition Stop",263
"BOGO","0.15","OCT","Tent Ground Pad","Rondel",193
"Digital Coupon","0.15","OCT","Tent Ground Pad","Fine Goods",194
"BOGO","0.15","OCT","Tent Ground Pad","Northern Trails Outfitters",266
"Digital Coupon","0.15","OCT","Tent Ground Pad","Fare Merchants",154
"Digital Coupon","0.15","OCT","Tent Ground Pad","Sure Store",169
"BOGO","0.15","OCT","Tent Ground Pad","WaySafe",32
"BOGO","0.15","OCT","Tent Ground Pad","Alpine Nutrition",33
"BOGO","0.15","OCT","Tent Ground Pad","Huge Store",40
"BOGO","0.15","OCT","Tent Ground Pad","Sanesberry",40
"BOGO","0.15","OCT","Tent Ground Pad","Nutrition Stop",39
"BOGO","0.15","OCT","Tent Ground Pad","Rondel",34
"BOGO","0.15","OCT","Tent Ground Pad","Fine Goods",35
"BOGO","0.15","OCT","Tent Ground Pad","Northern Trails Outfitters",75
"BOGO","0.15","OCT","Tent Ground Pad","Fare Merchants",46
"BOGO","0.15","OCT","Tent Ground Pad","Sure Store",96
"BOGO","0.15","OCT","Tent Ground Pad","WaySafe",76
"BOGO","0.15","OCT","Tent Ground Pad","Alpine Nutrition",105
"BOGO","0.15","OCT","Tent Ground Pad","Huge Store",144
"BOGO","0.15","OCT","Tent Ground Pad","Sanesberry",259
"BOGO","0.15","OCT","Tent Ground Pad","Nutrition Stop",209
"BOGO","0.15","OCT","Tent Ground Pad","Rondel",212
"BOGO","0.15","OCT","Tent Ground Pad","Fine Goods",141
"BOGO","0.15","OCT","Tent Ground Pad","Northern Trails Outfitters",138
"Digital Coupon","0.05","OCT","Tent Ground Pad","Fare Merchants",424
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",379
"BOGO","0.05","OCT","Tent Ground Pad","WaySafe",514
"BOGO","0.05","OCT","Tent Ground Pad","Alpine Nutrition",595
"BOGO","0.05","OCT","Tent Ground Pad","Huge Store",171
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",124
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",277
"BOGO","0.05","OCT","Tent Ground Pad","Rondel",288
"BOGO","0.05","OCT","Tent Ground Pad","Fine Goods",276
"BOGO","0.05","OCT","Tent Ground Pad","Northern Trails Outfitters",126
"BOGO","0.05","OCT","Tent Ground Pad","Fare Merchants",105
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",162
"BOGO","0.05","OCT","Tent Ground Pad","WaySafe",173
"BOGO","0.05","OCT","Tent Ground Pad","Alpine Nutrition",83
"BOGO","0.05","OCT","Tent Ground Pad","Huge Store",65
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",101
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",118
"BOGO","0.05","OCT","Tent Ground Pad","Rondel",117
"Digital Coupon","0.05","OCT","Tent Ground Pad","Fine Goods",85
"Digital Coupon","0.15","OCT","Tent Ground Pad","Northern Trails Outfitters",79
"BOGO","0.15","OCT","Tent Ground Pad","Fare Merchants",142
"Digital Coupon","0.15","OCT","Tent Ground Pad","Sure Store",134
"BOGO","0.15","OCT","Tent Ground Pad","WaySafe",66
"BOGO","0.15","OCT","Tent Ground Pad","Alpine Nutrition",65
"BOGO","0.15","OCT","Tent Ground Pad","Huge Store",89
"BOGO","0.15","OCT","Tent Ground Pad","Sanesberry",190
"BOGO","0.15","OCT","Tent Ground Pad","Nutrition Stop",180
"BOGO","0.1","OCT","Tent Ground Pad","Rondel",27
"BOGO","0.1","OCT","Tent Ground Pad","Fine Goods",24
"BOGO","0.1","OCT","Tent Ground Pad","Northern Trails Outfitters",18
"BOGO","0.1","OCT","Tent Ground Pad","Fare Merchants",41
"BOGO","0.1","OCT","Tent Ground Pad","Sure Store",38
"BOGO","0.1","OCT","Tent Ground Pad","WaySafe",21
"Digital Coupon","0.1","OCT","Tent Ground Pad","Alpine Nutrition",50
"Digital Coupon","0.1","OCT","Tent Ground Pad","Huge Store",16
"Digital Coupon","0.1","OCT","Tent Ground Pad","Sanesberry",28
"BOGO","0.1","OCT","Tent Ground Pad","Nutrition Stop",33
"BOGO","0.1","OCT","Tent Ground Pad","Rondel",7
"BOGO","0.1","OCT","Tent Ground Pad","Fine Goods",30
"BOGO","0.1","OCT","Tent Ground Pad","Northern Trails Outfitters",72
"Digital Coupon","0.1","OCT","Tent Ground Pad","Fare Merchants",25
"BOGO","0.1","OCT","Tent Ground Pad","Sure Store",5
"BOGO","0.1","OCT","Tent Ground Pad","WaySafe",50
"BOGO","0.1","OCT","Tent Ground Pad","Alpine Nutrition",49
"BOGO","0.1","OCT","Tent Ground Pad","Huge Store",60
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",372
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",257
"BOGO","0.05","OCT","Tent Ground Pad","Rondel",234
"BOGO","0.05","OCT","Tent Ground Pad","Fine Goods",243
"BOGO","0.05","OCT","Tent Ground Pad","Northern Trails Outfitters",278
"BOGO","0.05","OCT","Tent Ground Pad","Fare Merchants",209
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",159
"BOGO","0.05","OCT","Tent Ground Pad","WaySafe",152
"BOGO","0.05","OCT","Tent Ground Pad","Alpine Nutrition",164
"BOGO","0.05","OCT","Tent Ground Pad","Huge Store",197
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",203
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",181
"BOGO","0.05","OCT","Tent Ground Pad","Rondel",145
"BOGO","0.05","OCT","Tent Ground Pad","Fine Goods",251
"BOGO","0.05","OCT","Tent Ground Pad","Northern Trails Outfitters",173
"BOGO","0.05","OCT","Tent Ground Pad","Fare Merchants",121
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",32
"BOGO","0.2","OCT","Tent Ground Pad","WaySafe",35
"Digital Coupon","0.2","OCT","Tent Ground Pad","Alpine Nutrition",46
"Digital Coupon","0.2","OCT","Tent Ground Pad","Huge Store",28
"BOGO","0.2","OCT","Tent Ground Pad","Sanesberry",47
"BOGO","0.2","OCT","Tent Ground Pad","Nutrition Stop",52
"BOGO","0.2","OCT","Tent Ground Pad","Rondel",34
"BOGO","0.2","OCT","Tent Ground Pad","Fine Goods",88
"BOGO","0.2","OCT","Tent Ground Pad","Northern Trails Outfitters",67
"BOGO","0.15","OCT","Tent Ground Pad","Fare Merchants",122
"BOGO","0.15","OCT","Tent Ground Pad","Sure Store",107
"BOGO","0.15","OCT","Tent Ground Pad","WaySafe",97
"BOGO","0.15","OCT","Tent Ground Pad","Alpine Nutrition",142
"BOGO","0.15","OCT","Tent Ground Pad","Huge Store",234
"BOGO","0.15","OCT","Tent Ground Pad","Sanesberry",308
"BOGO","0.15","OCT","Tent Ground Pad","Nutrition Stop",282
"BOGO","0.15","OCT","Tent Ground Pad","Rondel",173
"BOGO","0.15","OCT","Tent Ground Pad","Fine Goods",196
"Digital Coupon","0.2","OCT","Tent Ground Pad","Northern Trails Outfitters",836
"BOGO","0.2","OCT","Tent Ground Pad","Fare Merchants",1017
"BOGO","0.2","OCT","Tent Ground Pad","Sure Store",729
"BOGO","0.2","OCT","Tent Ground Pad","WaySafe",911
"Digital Coupon","0.2","OCT","Tent Ground Pad","Alpine Nutrition",297
"BOGO","0.2","OCT","Tent Ground Pad","Huge Store",220
"Digital Coupon","0.2","OCT","Tent Ground Pad","Sanesberry",338
"BOGO","0.2","OCT","Tent Ground Pad","Nutrition Stop",461
"BOGO","0.2","OCT","Tent Ground Pad","Rondel",415
"BOGO","0.15","OCT","Tent Ground Pad","Fine Goods",210
"BOGO","0.15","OCT","Tent Ground Pad","Northern Trails Outfitters",138
"BOGO","0.15","OCT","Tent Ground Pad","Fare Merchants",186
"BOGO","0.15","OCT","Tent Ground Pad","Sure Store",207
"Digital Coupon","0.15","OCT","Tent Ground Pad","WaySafe",99
"BOGO","0.15","OCT","Tent Ground Pad","Alpine Nutrition",80
"BOGO","0.15","OCT","Tent Ground Pad","Huge Store",131
"BOGO","0.15","OCT","Tent Ground Pad","Sanesberry",173
"BOGO","0.15","OCT","Tent Ground Pad","Nutrition Stop",161
"Digital Coupon","0.05","OCT","Tent Ground Pad","Rondel",67
"BOGO","0.05","OCT","Tent Ground Pad","Fine Goods",83
"BOGO","0.05","OCT","Tent Ground Pad","Northern Trails Outfitters",96
"BOGO","0.05","OCT","Tent Ground Pad","Fare Merchants",100
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",61
"BOGO","0.05","OCT","Tent Ground Pad","WaySafe",47
"BOGO","0.05","OCT","Tent Ground Pad","Alpine Nutrition",44
"Digital Coupon","0.05","OCT","Tent Ground Pad","Huge Store",128
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",124
"Digital Coupon","0.2","OCT","Tent Ground Pad","Nutrition Stop",24
"BOGO","0.2","OCT","Tent Ground Pad","Rondel",18
"BOGO","0.2","OCT","Tent Ground Pad","Fine Goods",45
"BOGO","0.2","OCT","Tent Ground Pad","Northern Trails Outfitters",44
"Digital Coupon","0.2","OCT","Tent Ground Pad","Fare Merchants",28
"BOGO","0.2","OCT","Tent Ground Pad","Sure Store",39
"BOGO","0.2","OCT","Tent Ground Pad","WaySafe",39
"BOGO","0.2","OCT","Tent Ground Pad","Alpine Nutrition",36
"BOGO","0.2","OCT","Tent Ground Pad","Huge Store",55
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",61
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",28
"BOGO","0.05","OCT","Tent Ground Pad","Rondel",51
"BOGO","0.05","OCT","Tent Ground Pad","Fine Goods",105
"Digital Coupon","0.05","OCT","Tent Ground Pad","Northern Trails Outfitters",36
"Digital Coupon","0.05","OCT","Tent Ground Pad","Fare Merchants",28
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",47
"BOGO","0.05","OCT","Tent Ground Pad","WaySafe",95
"BOGO","0.05","OCT","Tent Ground Pad","Alpine Nutrition",86
"BOGO","0.05","OCT","Tent Ground Pad","Huge Store",519
"Digital Coupon","0.05","OCT","Tent Ground Pad","Sanesberry",285
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",355
"Digital Coupon","0.05","OCT","Tent Ground Pad","Rondel",307
"BOGO","0.05","OCT","Tent Ground Pad","Fine Goods",352
"BOGO","0.05","OCT","Tent Ground Pad","Northern Trails Outfitters",271
"Digital Coupon","0.05","OCT","Tent Ground Pad","Fare Merchants",554
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",445
"BOGO","0.05","OCT","Tent Ground Pad","WaySafe",485
"Digital Coupon","0.05","OCT","Tent Ground Pad","Alpine Nutrition",265
"BOGO","0.05","OCT","Tent Ground Pad","Huge Store",297
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",266
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",263
"BOGO","0.05","OCT","Tent Ground Pad","Rondel",231
"BOGO","0.05","OCT","Tent Ground Pad","Fine Goods",277
"BOGO","0.05","OCT","Tent Ground Pad","Northern Trails Outfitters",259
"BOGO","0.05","OCT","Tent Ground Pad","Fare Merchants",206
"BOGO","0.05","OCT","Tent Ground Pad","Sure Store",168
"Digital Coupon","0.05","OCT","Tent Ground Pad","WaySafe",195
"BOGO","0.05","OCT","Tent Ground Pad","Alpine Nutrition",168
"BOGO","0.05","OCT","Tent Ground Pad","Huge Store",173
"BOGO","0.05","OCT","Tent Ground Pad","Sanesberry",186
"BOGO","0.05","OCT","Tent Ground Pad","Nutrition Stop",178
"BOGO","0.05","OCT","Tent Ground Pad","Rondel",227
