Account_CUSTOM2,Account_CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,Account_COUNTRY,TARGET_DATE,TargetDate,Account_CUSTOMER,Account_TARGET,Account_CUSTOM1,Activities,BEHIND_TARGET,AHEAD_TARGET,Hours,Account_LAT,Account_LONG,ON_TARGET,Offset,Target
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/1/16,26/01/2018,Nutrition Stop,AHEAD,SMALL,68,12700,2500,70,34.02485,-84.6189,6600,65762790,2500
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/2/16,26/02/2018,Nutrition Stop,AHEAD,SMALL,35,9400,2500,29,34.02485,-84.6189,5900,63084390,2500
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/3/16,27/03/2018,Nutrition Stop,AHEAD,SMALL,41,11000,2500,27,34.02485,-84.6189,6800,60578790,2500
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/4/16,27/04/2018,Nutrition Stop,AHEAD,SMALL,53,11000,2000,39,34.02485,-84.6189,6700,57900390,2000
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/5/16,27/05/2018,Nutrition Stop,AHEAD,SMALL,35,11000,2000,39,34.02485,-84.6189,6300,55308390,2000
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/6/16,27/06/2018,Nutrition Stop,AHEAD,SMALL,40,11000,2000,45,34.02485,-84.6189,5700,52629990,2000
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/7/16,27/07/2018,Nutrition Stop,AHEAD,SMALL,47,18600,2000,43,34.02485,-84.6189,7600,50037990,2000
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/8/16,27/08/2018,Nutrition Stop,AHEAD,SMALL,41,18600,2000,40,34.02485,-84.6189,7700,47359590,2000
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/9/16,27/09/2018,Nutrition Stop,AHEAD,SMALL,45,18600,2000,34,34.02485,-84.6189,7700,44681190,2000
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/10/16,27/10/2018,Nutrition Stop,AHEAD,SMALL,23,18600,2000,17,34.02485,-84.6189,6900,42089190,2000
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/11/16,27/11/2018,Nutrition Stop,AHEAD,SMALL,35,18600,3700,23,34.02485,-84.6189,7400,39410790,3700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/12/16,27/12/2018,Nutrition Stop,AHEAD,SMALL,15,18600,4600,26,34.02485,-84.6189,7800,36818790,4600
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/1/17,27/01/2019,Nutrition Stop,AHEAD,SMALL,-5,18600,5200,24,34.02485,-84.6189,8500,34140390,5200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/2/17,27/02/2019,Nutrition Stop,AHEAD,SMALL,8,12200,5200,23,34.02485,-84.6189,7600,31461990,5200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/3/17,27/03/2019,Nutrition Stop,AHEAD,SMALL,29,12500,5200,28,34.02485,-84.6189,8500,29042790,5200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/4/17,27/04/2019,Nutrition Stop,AHEAD,SMALL,20,12500,1700,18,34.02485,-84.6189,7600,26364390,1700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/5/17,27/05/2019,Nutrition Stop,AHEAD,SMALL,16,12500,1700,14,34.02485,-84.6189,7500,23772390,1700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/6/17,27/06/2019,Nutrition Stop,AHEAD,SMALL,16,12500,1700,20,34.02485,-84.6189,7700,21093990,1700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/7/17,27/07/2019,Nutrition Stop,AHEAD,SMALL,13,12500,1700,15,34.02485,-84.6189,7500,18501990,1700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/8/17,27/08/2019,Nutrition Stop,AHEAD,SMALL,9,12500,1700,16,34.02485,-84.6189,7600,15823590,1700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/9/17,27/09/2019,Nutrition Stop,AHEAD,SMALL,25,12500,1700,23,34.02485,-84.6189,6500,13145190,1700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/10/17,27/10/2019,Nutrition Stop,AHEAD,SMALL,13,10600,1700,10,34.02485,-84.6189,5700,10553190,1700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/11/17,27/11/2019,Nutrition Stop,AHEAD,SMALL,29,10600,4200,19,34.02485,-84.6189,6100,7874790,4200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/12/17,27/12/2019,Nutrition Stop,AHEAD,SMALL,17,10600,4200,12,34.02485,-84.6189,6700,5282790,4200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/1/18,27/01/2020,Nutrition Stop,AHEAD,SMALL,11,14900,4200,11,34.02485,-84.6189,7800,2604390,4200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/2/18,27/02/2020,Nutrition Stop,AHEAD,SMALL,13,14900,4200,11,34.02485,-84.6189,8000,-74010,4200
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/5/13,27/05/2015,Nutrition Stop,AHEAD,SMALL,95,27700,7800,64,29.59601,-82.3395,14600,150002790,7800
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/6/13,27/06/2015,Nutrition Stop,AHEAD,SMALL,64,27700,7800,47,29.59601,-82.3395,13800,147324390,7800
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/7/13,27/07/2015,Nutrition Stop,AHEAD,SMALL,42,27700,9100,37,29.59601,-82.3395,14600,144732390,9100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/8/13,27/08/2015,Nutrition Stop,AHEAD,SMALL,98,27700,9100,79,29.59601,-82.3395,14900,142053990,9100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/9/13,27/09/2015,Nutrition Stop,AHEAD,SMALL,71,27700,9100,64,29.59601,-82.3395,14800,139375590,9100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/10/13,27/10/2015,Nutrition Stop,AHEAD,SMALL,32,27700,9100,39,29.59601,-82.3395,16400,136783590,9100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/11/13,27/11/2015,Nutrition Stop,AHEAD,SMALL,39,27700,9100,44,29.59601,-82.3395,16000,134105190,9100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/12/13,27/12/2015,Nutrition Stop,AHEAD,SMALL,70,19800,9100,67,29.59601,-82.3395,13400,131513190,9100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/1/14,27/01/2016,Nutrition Stop,AHEAD,SMALL,91,19800,8000,69,29.59601,-82.3395,13300,128834790,8000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/2/14,27/02/2016,Nutrition Stop,AHEAD,SMALL,76,28500,8000,60,29.59601,-82.3395,15500,126156390,8000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/3/14,26/03/2016,Nutrition Stop,AHEAD,SMALL,45,28500,8000,40,29.59601,-82.3395,15900,123737190,8000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/4/14,26/04/2016,Nutrition Stop,AHEAD,SMALL,17,28500,8000,30,29.59601,-82.3395,15300,121058790,8000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/5/14,26/05/2016,Nutrition Stop,AHEAD,SMALL,46,28500,8000,60,29.59601,-82.3395,14000,118466790,8000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/6/14,26/06/2016,Nutrition Stop,AHEAD,SMALL,44,33600,8000,44,29.59601,-82.3395,16800,115788390,8000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/7/14,26/07/2016,Nutrition Stop,AHEAD,SMALL,45,33600,8000,62,29.59601,-82.3395,17500,113196390,8000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/8/14,26/08/2016,Nutrition Stop,AHEAD,SMALL,32,33600,10200,44,29.59601,-82.3395,18300,110517990,10200
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/9/14,26/09/2016,Nutrition Stop,AHEAD,SMALL,8,33600,9000,34,29.59601,-82.3395,15600,107839590,9000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/10/14,26/10/2016,Nutrition Stop,AHEAD,SMALL,101,33600,7300,79,29.59601,-82.3395,14400,105247590,7300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/11/14,26/11/2016,Nutrition Stop,AHEAD,SMALL,79,33600,7300,77,29.59601,-82.3395,15400,102569190,7300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/12/14,26/12/2016,Nutrition Stop,AHEAD,SMALL,10,33600,7300,13,29.59601,-82.3395,15200,99977190,7300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/1/15,26/01/2017,Nutrition Stop,AHEAD,SMALL,42,17700,7300,51,29.59601,-82.3395,12500,97298790,7300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/2/15,26/02/2017,Nutrition Stop,AHEAD,SMALL,69,17700,7300,69,29.59601,-82.3395,12200,94620390,7300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/3/15,26/03/2017,Nutrition Stop,AHEAD,SMALL,22,17700,4100,25,29.59601,-82.3395,10800,92201190,4100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/4/15,26/04/2017,Nutrition Stop,AHEAD,SMALL,46,37900,4100,44,29.59601,-82.3395,14900,89522790,4100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/5/15,26/05/2017,Nutrition Stop,AHEAD,SMALL,25,37900,4100,23,29.59601,-82.3395,16800,86930790,4100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/6/15,26/06/2017,Nutrition Stop,AHEAD,SMALL,64,37900,3300,60,29.59601,-82.3395,14800,84252390,3300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/7/15,26/07/2017,Nutrition Stop,AHEAD,SMALL,31,37900,3300,26,29.59601,-82.3395,14800,81660390,3300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/8/15,26/08/2017,Nutrition Stop,AHEAD,SMALL,86,37900,3300,62,29.59601,-82.3395,15200,78981990,3300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/9/15,26/09/2017,Nutrition Stop,AHEAD,SMALL,77,37900,3300,71,29.59601,-82.3395,14200,76303590,3300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/10/15,26/10/2017,Nutrition Stop,AHEAD,SMALL,49,37900,3300,49,29.59601,-82.3395,15800,73711590,3300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/11/15,26/11/2017,Nutrition Stop,AHEAD,SMALL,60,21000,3300,54,29.59601,-82.3395,12200,71033190,3300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/12/15,26/12/2017,Nutrition Stop,AHEAD,SMALL,80,26500,3300,53,29.59601,-82.3395,13000,68441190,3300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/1/16,26/01/2018,Nutrition Stop,AHEAD,SMALL,98,26500,6000,64,29.59601,-82.3395,13800,65762790,6000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/2/16,26/02/2018,Nutrition Stop,AHEAD,SMALL,91,26500,6000,62,29.59601,-82.3395,15300,63084390,6000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/3/16,27/03/2018,Nutrition Stop,AHEAD,SMALL,68,26500,6000,52,29.59601,-82.3395,16300,60578790,6000
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/4/16,27/04/2018,Nutrition Stop,AHEAD,SMALL,95,31700,8900,66,29.59601,-82.3395,20000,57900390,8900
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/5/16,27/05/2018,Nutrition Stop,AHEAD,SMALL,16,31700,8900,17,29.59601,-82.3395,20300,55308390,8900
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/6/16,27/06/2018,Nutrition Stop,AHEAD,SMALL,89,31700,8900,76,29.59601,-82.3395,21400,52629990,8900
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/7/16,27/07/2018,Nutrition Stop,AHEAD,SMALL,74,31700,8900,64,29.59601,-82.3395,20000,50037990,8900
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/8/16,27/08/2018,Nutrition Stop,AHEAD,SMALL,59,31700,17100,52,29.59601,-82.3395,22900,47359590,17100
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/9/16,27/09/2018,Nutrition Stop,AHEAD,SMALL,33,31700,9300,41,29.59601,-82.3395,21400,44681190,9300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/10/16,27/10/2018,Nutrition Stop,AHEAD,SMALL,48,31700,9300,53,29.59601,-82.3395,21700,42089190,9300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/11/16,27/11/2018,Nutrition Stop,AHEAD,SMALL,73,29200,4700,71,29.59601,-82.3395,17800,39410790,4700
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/12/16,27/12/2018,Nutrition Stop,AHEAD,SMALL,87,37400,4700,71,29.59601,-82.3395,20700,36818790,4700
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/1/17,27/01/2019,Nutrition Stop,AHEAD,SMALL,58,37400,4700,51,29.59601,-82.3395,20600,34140390,4700
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/2/17,27/02/2019,Nutrition Stop,AHEAD,SMALL,31,37400,4700,32,29.59601,-82.3395,21100,31461990,4700
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/3/17,27/03/2019,Nutrition Stop,AHEAD,SMALL,40,37400,4700,53,29.59601,-82.3395,18100,29042790,4700
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/4/17,27/04/2019,Nutrition Stop,AHEAD,SMALL,57,41800,4700,49,29.59601,-82.3395,22700,26364390,4700
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/5/17,27/05/2019,Nutrition Stop,AHEAD,SMALL,11,41800,4700,32,29.59601,-82.3395,22500,23772390,4700
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/6/17,27/06/2019,Nutrition Stop,AHEAD,SMALL,45,41800,8200,61,29.59601,-82.3395,24700,21093990,8200
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/7/17,27/07/2019,Nutrition Stop,AHEAD,SMALL,9,41800,8200,42,29.59601,-82.3395,21700,18501990,8200
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/8/17,27/08/2019,Nutrition Stop,AHEAD,SMALL,95,41800,8200,76,29.59601,-82.3395,20300,15823590,8200
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/9/17,27/09/2019,Nutrition Stop,AHEAD,SMALL,66,41800,8200,59,29.59601,-82.3395,20700,13145190,8200
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/10/17,27/10/2019,Nutrition Stop,AHEAD,SMALL,42,41800,10300,42,29.59601,-82.3395,21600,10553190,10300
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/11/17,27/11/2019,Nutrition Stop,AHEAD,SMALL,39,24900,7400,48,29.59601,-82.3395,16700,7874790,7400
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/12/17,27/12/2019,Nutrition Stop,AHEAD,SMALL,54,23100,7400,60,29.59601,-82.3395,16100,5282790,7400
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/1/18,27/01/2020,Nutrition Stop,AHEAD,SMALL,30,23100,7400,32,29.59601,-82.3395,15500,2604390,7400
-10 to -20% Negative Growth,MEDIUM QTY,Mathew Harmer,Gainesville,FL,A0090,Nutrition Stop - Gainesville,East,United States,1/2/18,27/02/2020,Nutrition Stop,AHEAD,SMALL,38,44100,7400,37,29.59601,-82.3395,19400,-74010,7400
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/5/13,27/05/2015,Northern Trails Outfitters,BEHIND,LARGE,76,107500,62700,115,38.41954,-122.7133,78600,150002790,107500
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/6/13,27/06/2015,Northern Trails Outfitters,BEHIND,LARGE,74,107500,25300,97,38.41954,-122.7133,71000,147324390,107500
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/7/13,27/07/2015,Northern Trails Outfitters,BEHIND,LARGE,74,107500,25300,114,38.41954,-122.7133,66400,144732390,107500
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/8/13,27/08/2015,Northern Trails Outfitters,BEHIND,LARGE,85,107500,25300,128,38.41954,-122.7133,63800,142053990,107500
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/9/13,27/09/2015,Northern Trails Outfitters,BEHIND,LARGE,53,79700,25300,109,38.41954,-122.7133,55600,139375590,79700
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/10/13,27/10/2015,Northern Trails Outfitters,BEHIND,LARGE,100,64000,25300,117,38.41954,-122.7133,52300,136783590,64000
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/11/13,27/11/2015,Northern Trails Outfitters,BEHIND,LARGE,109,93200,25300,102,38.41954,-122.7133,56700,134105190,93200
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/12/13,27/12/2015,Northern Trails Outfitters,BEHIND,LARGE,82,93200,25300,73,38.41954,-122.7133,55700,131513190,93200
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/1/14,27/01/2016,Northern Trails Outfitters,BEHIND,LARGE,121,93200,49700,101,38.41954,-122.7133,60000,128834790,93200
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/2/14,27/02/2016,Northern Trails Outfitters,BEHIND,LARGE,112,93200,49700,121,38.41954,-122.7133,60400,126156390,93200
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/3/14,26/03/2016,Northern Trails Outfitters,BEHIND,LARGE,103,93200,49700,90,38.41954,-122.7133,60000,123737190,93200
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/4/14,26/04/2016,Northern Trails Outfitters,BEHIND,LARGE,105,93200,52400,118,38.41954,-122.7133,64100,121058790,93200
Negative Growth over 20%,MEDIUM QTY,Chantelle Rep,Santa Rosa,CA,A0091,NTO Store - Santa Rosa,West,United States,1/5/14,26/05/2016,Northern Trails Outfitters,BEHIND,LARGE,97,93200,33200,109,38.41954,-122.7133,60700,118466790,93200
