"Product_Family","Product_Name","Account_Name","Discount_Percent","Total_Price"
"Software Licenses","Intelligent Optimization Service License","Morpon Brothers",0,499
"Turbines","Small Turbine","General Utilities",0.33,8000
"Kits","Starter Kit","General Utilities",0.88,3000
"Kits","Starter Kit","General Utilities",0.36,8000
"Service","Installation Services","General Utilities",-2.64,4000
"Service","Installation Services","Harmon Consulting",-3.09,9000
"Service","Maintenance Contract","Red Studio Designs",0,50000
"Turbines","Large Turbine","Datanet, Inc.",0.95,548
"Battery Tools","Energy Meter","Datanet, Inc.",0.85,155
"Kits","Starter Kit","Datanet, Inc.",0.94,783
"Service","Maintenance Contract","Ohana, Inc.",0,8460
"Service","Installation Services","Ohana, Inc.",0,1100
"Turbines","Small Turbine","Haven Enterprises",-0.5,108000
"Software Licenses","Intelligent Optimization Service License","Ohana, Inc.",-1.08,1042
"Software Licenses","Remote Monitoring Subscription","Ohana, Inc.",-1.08,1667
"Service","Maintenance Contract","Ohana, Inc.",0,12208
"Software Licenses","Remote Monitoring Subscription","Ohana, Inc.",0,31960
"Service","Onsite Labor","Vand Enterprises, Inc.",0.31,12439
"Service","Installation Services","Vand Enterprises, Inc.",0.31,7602
"Service","Maintenance Contract","Vand Enterprises, Inc.",0,72980
"Service","Maintenance Contract","Haven Enterprises",0,7000
"Service","Installation Services","Ohana, Inc.",0,1100
"Kits","Starter Kit","Advanced Communications",0.44,7000
"Kits","Starter Kit","Missoula & Sons Inc.",0.84,4000
"Battery Tools","Power Inverter","Ohana, Inc.",0,2500
"Battery Tools","Energy Meter","Ohana, Inc.",0,500
"Battery Tools","Energy Meter","Ohana, Inc.",0,500
"Battery Tools","Power Inverter","Ohana, Inc.",0,2500
"Kits","Starter Kit","Ohana, Inc.",0,12500
"Software Licenses","Remote Monitoring Subscription","Vand Enterprises, Inc.",0,15980
"Software Licenses","Intelligent Optimization Service License","Vand Enterprises, Inc.",0,998
"Battery Tools","Energy Meter","Ohana, Inc.",0,500
"Kits","Starter Kit","Ohana, Inc.",0,12500
"Battery Tools","Power Inverter","Ohana, Inc.",0,2500
"Service","Installation Services","Ohana, Inc.",0,9900
"Turbines","Small Turbine","Advanced Communications",-0.83,11000
"Turbines","Small Turbine","Green Fields Media",0.67,18000
"Batteries","Battery, High Capacity","Green Fields Media",-17,45000
"Turbines","Large Turbine","Ohana, Inc.",0,10000
"Batteries","Battery, High Capacity","Ohana, Inc.",0,2500
"Turbines","Large Turbine","Ohana, Inc.",0,10000
"Batteries","Battery, High Capacity","Ohana, Inc.",0,2500
"Turbines","Large Turbine","Ohana, Inc.",0,10000
"Kits","Starter Kit","Southern Solutions",0.6,5000
"Turbines","Small Turbine","Southern Solutions",0.83,2000
"Kits","Starter Kit","Allied Technologies",0.88,3000
"Service","Installation Services","Allied Technologies",-1.73,6000
"Batteries","Battery, High Capacity","Red Studio Designs",0.4,3000
"Turbines","Small Turbine","Open Source Inc.",0.67,4000
"Service","Installation Services","Allied Technologies",0,1100
"Service","Maintenance Contract","Allied Technologies",0,15860
"Kits","Starter Kit","Allied Technologies",0,12500
"Turbines","Large Turbine","Allied Technologies",0.1,54000
"Batteries","Battery, High Capacity","Allied Technologies",0,2500
"Battery Tools","Power Inverter","Allied Technologies",0,2500
"Turbines","Small Turbine","Accusage, Inc.",0.92,499
"Battery Tools","Power Inverter","Accusage, Inc.",0.88,1194
"Turbines","Large Turbine","Accusage, Inc.",0.93,1398
"Battery Tools","Power Inverter","Accusage, Inc.",0.88,299
"Batteries","Battery, High Capacity","Accusage, Inc.",0.88,1498
"Batteries","Battery, High Capacity","Accusage, Inc.",0.88,300
"Kits","Starter Kit","Ohana, Inc.",0.92,20000
"Turbines","Small Turbine","Ohana, Inc.",0.92,20000
"Kits","Starter Kit","Goodman Imports",0.93,900
"Service","Maintenance Contract","Goodman Imports",0,26400
"Service","Maintenance Contract","Accusage, Inc.",0,26363
"Service","Onsite Labor","Accusage, Inc.",0,150
"Service","Onsite Labor","Accusage, Inc.",0,150
"Kits","Starter Kit","Accusage, Inc.",0.92,999
"Software Licenses","Remote Monitoring Subscription","Accusage, Inc.",0,799
"Service","Maintenance Contract","Silodyne Company",0,10000
"Turbines","Small Turbine","Silodyne Company",0.75,3000
"Service","Maintenance Contract","Displaytech",0,50413
"Service","Installation Services","Displaytech",0.36,700
"Service","Maintenance Contract","Displaytech",0,50413
"Turbines","Large Turbine","Displaytech",0.96,446
"Turbines","Small Turbine","Displaytech",0.95,318
"Turbines","Small Turbine","Red Studio Designs",0.92,1000
"Software Licenses","Intelligent Optimization Service License","Displaytech",0,499
"Kits","Starter Kit","Displaytech",0.95,637
"Battery Tools","Energy Meter","Displaytech",0.87,126
"Battery Tools","Power Inverter","Displaytech",0.92,190
"Service","Maintenance Contract","Silodyne Company",0,5000
"Batteries","Battery, High Capacity","Silodyne Company",-0.2,6000
"Service","Maintenance Contract","Datanet, Inc.",0,1000
"Turbines","Small Turbine","Datanet, Inc.",0.83,2000
"Service","Installation Services","Goodman Imports",-18.64,21600
"Kits","Starter Kit","Goodman Imports",0.92,10000
"Batteries","Battery, High Capacity","Gusto Manufacturing",0.8,1000
"Battery Tools","Energy Meter","Advanced Communications",0.9,502
"Kits","Starter Kit","Advanced Communications",0.95,563
"Turbines","Large Turbine","Advanced Communications",0.96,394
"Service","Maintenance Contract","Advanced Communications",0,29742
"Software Licenses","Remote Monitoring Subscription","Advanced Communications",0,799
"Kits","Starter Kit","Open Source Inc.",0.44,7000
"Service","Installation Services","Open Source Inc.",-3.55,10000
"Kits","Starter Kit","Homeland Company",0.92,1000
"Service","Installation Services","Plasmosis, Inc.",-2.18,7000
"Kits","Starter Kit","Plasmosis, Inc.",0.8,5000
"Turbines","Small Turbine","Southern Solutions",-0.67,10000
"Service","Maintenance Contract","Southern Solutions",0,6000
"Turbines","Large Turbine","Goodman Imports",0.93,700
"Battery Tools","Energy Meter","Goodman Imports",0.8,198
"Software Licenses","Remote Monitoring Subscription","Goodman Imports",0,799
"Turbines","Small Turbine","Permadyne GmbH, LTD",0.17,10000
"Kits","Starter Kit","Permadyne GmbH, LTD",0.68,4000
"Turbines","Small Turbine","UlyssesNet",0.42,7000
"Software Licenses","Remote Monitoring Subscription","XPower",0,1598
"Software Licenses","Intelligent Optimization Service License","XPower",0,1497
"Turbines","Small Turbine","Gusto Manufacturing",0.5,6000
"Service","Maintenance Contract","Gusto Manufacturing",0,9000
"Service","Maintenance Contract","Missoula & Sons Inc.",0,6000
"Turbines","Small Turbine","Gusto Manufacturing",-0.5,9000
"Turbines","Small Turbine","Datanet, Inc.",0.67,2000
"Kits","Starter Kit","Datanet, Inc.",0.36,8000
"Turbines","Large Turbine","Homeland Company",0.93,700
"Service","Maintenance Contract","Homeland Company",0,52800
"Service","Maintenance Contract","Green Fields Media",0,2000
"Batteries","Battery, High Capacity","AJC Corporation",-0.2,6000
"Service","Installation Services","AJC Corporation",-1.27,5000
"Service","Installation Services","Anaco Limited",0.09,2000
"Battery Tools","Energy Meter","Homeland Company",0.82,446
"Turbines","Small Turbine","Green Fields Media",0.92,1000
"Batteries","Battery, High Capacity","Anaco Limited",-1,5000
"Kits","Starter Kit","Datanet, Inc.",0.92,1000
"Software Licenses","Remote Monitoring Subscription","Biospan, LLC.",0,799
"Turbines","Small Turbine","Allied Technologies",0.97,158
"Service","Maintenance Contract","Allied Technologies",0,25027
"Software Licenses","Intelligent Optimization Service License","Allied Technologies",0,499
"Kits","Starter Kit","XPower",0.36,8000
"Service","Maintenance Contract","Datanet, Inc.",0,41330
"Product","Product A","Datanet, Inc.",0.22,469
"Batteries","Battery, Low Capacity","Datanet, Inc.",-0.8,2701
"Turbines","Large Turbine","Datanet, Inc.",0.95,548
"Turbines","Small Turbine","Datanet, Inc.",0.93,391
"Battery Tools","Power Inverter","Datanet, Inc.",0.91,234
"Batteries","Battery, High Capacity","Datanet, Inc.",0.91,235
"Service","Installation Services","Datanet, Inc.",0.22,861
"Service","Maintenance Contract","Datanet, Inc.",0,41330
"Software Licenses","Remote Monitoring Subscription","Datanet, Inc.",0,799
"Software Licenses","Intelligent Optimization Service License","Datanet, Inc.",0,499
"Turbines","Small Turbine","Datanet, Inc.",0.5,6000
"Kits","Starter Kit","UlyssesNet",0.92,15000
"Service","Installation Services","UlyssesNet",0.09,15000
"Batteries","Battery, High Capacity","Goodman Imports",0.6,2000
"Turbines","Small Turbine","Open Source Inc.",-0.67,10000
"Batteries","Battery, High Capacity","Missoula & Sons Inc.",-0.6,8000
"Service","Maintenance Contract","Upstyle Inc.",0,6000
"Batteries","Battery, High Capacity","Upstyle Inc.",-2.2,8000
"Batteries","Battery, High Capacity","Plasmosis, Inc.",-2.6,9000
"Service","Maintenance Contract","General Utilities",0,5000
"Turbines","Small Turbine","Permadyne GmbH, LTD",-0.17,7000
"Service","Maintenance Contract","XPower",0,36000
"Turbines","Small Turbine","XPower",-0.33,8000
"Service","Installation Services","Roseburg Products",-6.27,8000
"Kits","Starter Kit","Roseburg Products",0.92,2000
"Service","Maintenance Contract","Plasmosis, Inc.",0,10000
"Batteries","Battery, High Capacity","Plasmosis, Inc.",0.6,2000
"Kits","Starter Kit","Permadyne GmbH, LTD",0.52,6000
"Turbines","Large Turbine","Open Source Inc.",0.95,510
"Battery Tools","Energy Meter","Open Source Inc.",0.86,144
"Service","Onsite Labor","XPower",0.25,113
"Service","Installation Services","XPower",0.25,5792
"Kits","Starter Kit","XPower",0.92,1000
"Service","Maintenance Contract","Amptech Corporation",0,1000
"Service","Maintenance Contract","Tyconet",0,40000
"Batteries","Battery, High Capacity","Amptech Corporation",0.2,2000
"Service","Onsite Labor","Biospan, LLC.",0.65,53
"Service","Installation Services","Biospan, LLC.",0.65,386
"Service","Maintenance Contract","Biospan, LLC.",0,9263
"Turbines","Small Turbine","Morpon Brothers",0.75,3000
"Service","Installation Services","XPower",-2.64,4000
"Kits","Starter Kit","UlyssesNet",0.52,6000
"Turbines","Small Turbine","Open Source Inc.",-0.67,10000
"Kits","Starter Kit","Open Source Inc.",0.94,728
"Turbines","Small Turbine","Big Sky & Sons",0.67,16000
"Turbines","Small Turbine","Biospan, LLC.",0.92,7500
"Kits","Starter Kit","Biospan, LLC.",0.92,20000
"Kits","Starter Kit","Open Source Inc.",0.76,6000
"Batteries","Battery, High Capacity","Tyconet",0.8,14000
"Service","Maintenance Contract","Open Source Inc.",0,38435
"Software Licenses","Remote Monitoring Subscription","Open Source Inc.",0,799
"Kits","Starter Kit","Big Sky & Sons",0.84,4000
"Turbines","Small Turbine","Biospan, LLC.",0.33,40000
"Kits","Starter Kit","Biospan, LLC.",0.92,9000
"Batteries","Battery, Low Capacity","Open Source Inc.",-0.67,2511
"Turbines","Large Turbine","Open Source Inc.",0.95,510
"Turbines","Small Turbine","Open Source Inc.",0.94,364
"Turbines","Small Turbine","Upstyle Inc.",0.17,50000
"Service","Maintenance Contract","Upstyle Inc.",0,64000
"Service","Maintenance Contract","Goodman Imports",0,5000
"Service","Maintenance Contract","Datanet, Inc.",0,8000
"Batteries","Battery, High Capacity","Amptech Corporation",-1,5000
"Service","Maintenance Contract","Goodman Imports",0,25000
"Turbines","Small Turbine","Goodman Imports",0.75,27000
"Service","Installation Services","Gusto Manufacturing",-2.18,7000
"Service","Onsite Labor","Vand Enterprises, Inc.",0.58,63
"Service","Installation Services","Vand Enterprises, Inc.",0.58,466
"Service","Maintenance Contract","Vand Enterprises, Inc.",0,11173
"Kits","Starter Kit","Datanet, Inc.",0.68,8000
"Batteries","Battery, High Capacity","Datanet, Inc.",-2.6,9000
"Turbines","Small Turbine","Datanet, Inc.",0.33,4000
"Service","Maintenance Contract","Datanet, Inc.",0,4000
"Turbines","Small Turbine","Datanet, Inc.",-0.5,9000
"Service","Installation Services","Allied Technologies",0,1100
"Software Licenses","Intelligent Optimization Service License","Allied Technologies",0,500
"Software Licenses","Remote Monitoring Subscription","Allied Technologies",0,800
"Service","Maintenance Contract","Allied Technologies",0,5860
"Kits","Starter Kit","Gusto Manufacturing",0.28,9000
"Kits","Starter Kit","Open Source Inc.",0.76,3000
"Service","Maintenance Contract","Open Source Inc.",0,4000
"Service","Onsite Labor","Open Source Inc.",0.53,71
"Service","Installation Services","Open Source Inc.",0.53,517
"Service","Maintenance Contract","Open Source Inc.",0,12412
"Kits","Starter Kit","Allied Technologies",0,12500
"Turbines","Large Turbine","Allied Technologies",0,10000
"Batteries","Battery, High Capacity","Allied Technologies",0,2500
"Batteries","Battery, High Capacity","Morpon Brothers",0.6,25000
"Software Licenses","Intelligent Optimization Service License","Larry Baxter",0,499
"Kits","Starter Kit","Larry Baxter",0.88,3000
"Turbines","Small Turbine","Larry Baxter",0.92,500
"Batteries","Battery, High Capacity","Roseburg Products",-2.6,9000
"Service","Installation Services","Roseburg Products",-3.09,9000
"Service","Installation Services","Big Sky & Sons",-9.91,24000
"Service","Maintenance Contract","Morpon Brothers",0,72000
"Turbines","Small Turbine","Open Source Inc.",0.83,1000
"Kits","Starter Kit","Southern Solutions",0.64,9000
"Service","Installation Services","Southern Solutions",0.09,2000
"Product","Product A","Biospan, LLC.",0,599
"Service","Installation Services","Upstyle Inc.",-0.82,4000
"Batteries","Battery, High Capacity","Upstyle Inc.",-1,10000
"Kits","Starter Kit","Employnet",0.95,620
"Turbines","Large Turbine","Employnet",0.96,434
"Battery Tools","Energy Meter","Employnet",0.88,123
"Software Licenses","Remote Monitoring Subscription","Employnet",0,799
"Batteries","Battery, Low Capacity","Employnet",-0.43,2139
"Turbines","Large Turbine","Employnet",0.96,434
"Turbines","Small Turbine","Employnet",0.95,310
"Battery Tools","Power Inverter","Employnet",0.93,185
"Batteries","Battery, High Capacity","Employnet",0.93,186
"Service","Maintenance Contract","Employnet",0,16370
"Service","Onsite Labor","Employnet",0.38,93
"Service","Maintenance Contract","Tech Labs",0,2000
"Kits","Starter Kit","Tech Labs",0.52,6000
"Kits","Starter Kit","Tech Labs",0.44,7000
"Turbines","Small Turbine","Tech Labs",-0.17,7000
"Service","Installation Services","Tech Labs",0.09,2000
"Service","Installation Services","Tech Labs",-2.18,7000
"Batteries","Battery, Low Capacity","AJC Corporation",-1,3005
"Turbines","Large Turbine","AJC Corporation",0.94,610
"Turbines","Small Turbine","AJC Corporation",0.93,436
"Battery Tools","Power Inverter","AJC Corporation",0.9,260
"Kits","Starter Kit","AJC Corporation",0.93,871
"Turbines","Large Turbine","AJC Corporation",0.94,610
"Battery Tools","Energy Meter","AJC Corporation",0.83,172
"Service","Maintenance Contract","AJC Corporation",0,22996
"Software Licenses","Remote Monitoring Subscription","AJC Corporation",0,799
"Kits","Starter Kit","AJC Corporation",0.93,871
"Turbines","Large Turbine","AJC Corporation",0.94,610
"Battery Tools","Energy Meter","AJC Corporation",0.83,172
