"ccrz__SEOTitle__c","LastModifiedDate","ccrz__InventoryType__c","ccrz__Storefront__c","ccrz__Is_Subscription_Auto_Renewal__c","ccrz__HazardousFlag__c","ccrz__CoolerpakFlag__c","ccrz__Employment_Level__c","ccrz__Is_Subscription_Available__c","ccrz__SKU__c","Name","ccrz__ServiceFlag__c","ccrz__SEODescription__c","ccrz__ProductId__c","ProductCategory.Category.Name","IsDeleted","ccrz__ProductStatus__c","ccrz__StartDate__c","ccrz__ProductType__c","LastViewedDate","ccrz__DryiceFlag__c","ccrz__SEOKeywords__c","ccrz__Subscription_Disclaimer__c","ccrz__AvailabilityMessage__c","ccrz__AvailabilityMessageRT__c","ccrz__ShortDesc__c","ccrz__LongDescRT__c","CreatedDate","Id","ccrz__LongDesc__c","ccrz__OvernightFlag__c","ccrz__HazardousOutside48Flag__c","ccrz__EndDate__c","LastReferencedDate","ccrz__ReviewFlag__c","ccrz__ShippedIndividually__c","ccrz__TaxRateId__c","ccrz__Is_Subscription_Only__c","ccrz__RequiredItemDialogText__c","ccrz__UnitOfMeasure__c","RecordTypeId","ccrz__ShortDescRT__c","ccrz__AlternateName__c","ccrz__ParentProduct__c","ccrz__PortalSiteURL__c","ccrz__GroundFlag__c","ccrz__Industry__c","ccrz__Taxable__c","ProductCategory.Category.Id","SystemModstamp","ccrz__FilterData__c","ccrz__Available_Subscription_Frequencies__c","LastActivityDate","ccrz__ShipSeparately__c","ccrz__NumberOfReviews__c","ccrz__DryiceWeight__c","ccrz__Sequence__c","ccrz__ProductWeight__c","ccrz__Subscription_Frequency__c","ccrz__TotalRating__c","ccrz__Quantityperunit__c","ccrz__ShippingWeight__c","ccrz__LeadTime__c","ccrz__AverageRating__c","ccrz__Subscription_Duration__c"
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","P4-005","During - 1L PET - Chai 8-4PK","false",,"P4-005","Energy Drinks","false","In Creation","2017-04-02","Product",,"false","P4-005",,,,,,"2020-04-14T14:25:48.000Z","a8P3A0000008ZICUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=P4-005"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGpUAM","2020-05-27T14:48:01.000Z","Pack=8-4pks|Classification=Caffeinated|Size=1 L|Carton=1L 4pk PET|Refrigerated=TRUE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","P4-009","During - 1L PET - Tart Cherry - Concentrate 6-4PK","false",,"P4-009","Energy Drinks","false","In Creation","2017-04-02","Product",,"false","P4-009",,,,,,"2020-04-14T14:25:48.000Z","a8P3A0000008ZIDUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=P4-009"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGpUAM","2020-05-27T14:48:01.000Z","Pack=6-4pks|Classification=Non-Caffeinated|Size=1 L|Carton=1L 4pk PET|Refrigerated=FALSE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","P4-010","During - 1L PET - Green Tea - Concentrate 6-4PK","false",,"P4-010","Energy Drinks","false","In Creation","2017-04-02","Product",,"false","P4-010",,,,,,"2020-04-14T14:25:48.000Z","a8P3A0000008ZIEUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=P4-010"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGpUAM","2020-05-27T14:48:01.000Z","Pack=6-4pks|Classification=Caffeinated|Size=1 L|Carton=1L 4pk PET|Refrigerated=FALSE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","P4-011","During - 1L PET - Chai - Concentrate 6-4PK","false",,"P4-011","Energy Drinks","false","In Creation","2017-04-02","Product",,"false","P4-011",,,,,,"2020-04-14T14:25:48.000Z","a8P3A0000008ZIFUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=P4-011"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGpUAM","2020-05-27T14:48:01.000Z","Pack=6-4pks|Classification=Caffeinated|Size=1 L|Carton=1L 4pk PET|Refrigerated=FALSE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-blends-gobrew-coffee-ground-french-roast","GoBrew French Roast - Ground Coffee, 16 oz bag","false",,"P1-001","Coffee","false","Released","2017-04-02","Aggregated",,"false"," alpine-blends-gobrew-coffee-ground-french-roast",,,,,"<p>Alpine Blends GoBrew is a unique combination of 100% Arabica coffee and Isomaltulose to boost focus, concentration, and fat oxidation – leading to better athletic performance.  Before or after your workouts, recharge your batteries with the intensely b","2020-04-14T14:25:48.000Z","a8P3A0000008ZIGUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-blends-gobrew-coffee-ground-french-roast"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGqUAM","2020-05-27T14:48:01.000Z","Category=Coffee|Type=Grounds|Caffeine=Yes|Classification=Caffeinated|Size=16 oz|Carton=16oz 12pk Bags|Refrigerated=FALSE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-blends-gobrew-coffee-wholebean-french-roast","GoBrew French Roast - Whole Bean, 16 oz bag","false",,"P1-002","Coffee","false","Released","2017-04-02","Aggregated",,"false"," alpine-blends-gobrew-coffee-wholebean-french-roast",,,,,"<p>Alpine Blends GoBrew is a unique combination of 100% Arabica coffee and Isomaltulose to boost focus, concentration, and fat oxidation – leading to better athletic performance.  Before or after your workouts, recharge your batteries with the intensely b","2020-04-14T14:25:48.000Z","a8P3A0000008ZIHUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-blends-gobrew-coffee-wholebean-french-roast"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGqUAM","2020-05-27T14:48:01.000Z","Category=Coffee|Type=Whole Bean|Caffeine=Yes|Classification=Caffeinated|Size=16 oz|Carton=16oz 12pk Bags|Refrigerated=FALSE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-gobalm-lip-balm","GoBalm Lip Balm - Green Tea scent, 1 oz stick","false",,"P1-003","All Products","false","Released","2017-04-02","Aggregated",,"false"," alpine-gobalm-lip-balm",,,,,"<p>Alpine Blend Green Tea flavored lip balm. Engineered for the outdoor enthusiast &amp; athletes with brilliant healing, hydrating and moisturising properties. Provides SPF 15 sun protection which reduces the risk of skin cancer. </p>","2020-04-14T14:25:48.000Z","a8P3A0000008ZIIUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-gobalm-lip-balm"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHBUA2","2020-05-27T14:48:01.000Z","Category=Accessories|Flavor=Green Tea|Type=GoBalm|Classification=Skin Protection|Size=1 oz|Vegan=No|Carton=1oz 24pk Box|Refrigerated=FALSE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-goscreen-spf35","GoScreen Sunscreen - SPF 35, 2 oz tube","false",,"P1-004","All Products","false","Released","2017-04-02","Aggregated",,"false"," alpine-goscreen-spf35",,,,,"<p>Alpine Blend GoScreen is an athlete-inspired sport formula with sunblock and SPF-packed moisturizing ingredients for athletes who’ll be spending at least a few hours exercising outdoors. A premium sports sunscreen that blocks harmful UV rays while also","2020-04-14T14:25:48.000Z","a8P3A0000008ZIJUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-goscreen-spf35"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHBUA2","2020-05-27T14:48:01.000Z","Category=Accessories|Type=GoScreen|Classification=Caffeinated|Size=1 oz|Vegan=No|Carton=1oz 12pk PET|Refrigerated=FALSE|SPF=35|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Men's Wreck Mid GTX","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","1816100","Men's Wreck Mid GTX","false",,,"Footwear","false","Released","2018-06-29","Product",,"false",,,,,,"Rely on this lightweight, waterproof hiking boot&#39;s solid foundation as you explore rugged terrain in variable conditions. Dual-density EVA midsole features supportive CRADLE technology to guide the heel into position and encourage proper alignment thr","2020-04-14T14:25:48.000Z","a8P3A0000008ZJzUAM","Rely on this lightweight, waterproof hiking boot's solid foundation as you explore rugged terrain in variable conditions. Dual-density EVA midsole features supportive CRADLE technology to guide the heel into position and encourage proper alignment through","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=1816100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH0UAM","2020-05-27T14:48:01.000Z","Activity=Hiking|Gender=Mens|Subcategory=Footwear|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Men's Ultra 105 GTX XCR Mid Shoe","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","1819100","Men's Ultra 105 GTX XCR Mid Shoe","false",,,"Footwear","false","Released","2018-06-29","Product",,"false",,,,,,"New ultra-rugged, protective, stable trail running shoe is bolstered with a waterproof, breathable, GORE-TEX Extended Comfort Range membrane to tackle the season&#39;s most heinous trail conditions.  Mid cut design provides taller silhouette for added sta","2020-04-14T14:25:48.000Z","a8P3A0000008ZK0UAM","New ultra-rugged, protective, stable trail running shoe is bolstered with a waterproof, breathable, GORE-TEX Extended Comfort Range membrane to tackle the season's most heinous trail conditions.  Mid cut design provides taller silhouette for added stabili","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=1819100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH0UAM","2020-05-27T14:48:01.000Z","Activity=Camping|Gender=Mens|Subcategory=Footwear|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Men's Base Camp Luxe Chukka","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","1823100","Men's Base Camp Luxe Chukka","false",,,"Footwear","false","Released","2018-06-29","Product",,"false",,,,,,"Double knot the laces on these velvet suede chukkas and step out to explore remote city streets halfway across the world, or rediscover the vitality of your own neighborhood. All-day comfort is provided by an egg-crate shaped footbed that&#39;s crafted of","2020-04-14T14:25:48.000Z","a8P3A0000008ZK1UAM","Double knot the laces on these velvet suede chukkas and step out to explore remote city streets halfway across the world, or rediscover the vitality of your own neighborhood. All-day comfort is provided by an egg-crate shaped footbed that's crafted of com","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=1823100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH0UAM","2020-05-27T14:48:01.000Z","Activity=Camping|Gender=Mens|Subcategory=Footwear|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Men's Base Camp Luxe Slip-on","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","1824100","Men's Base Camp Luxe Slip-on","false",,,"Footwear","false","Released","2018-06-29","Product",,"false",,,,,,"After a climbing or kayaking excursion, make a quick change into these amply cushioned shoes with an easy, stretch opening. The new slip-on design for spring 2013 doesn&#39;t sacrifice durable construction for comfort. Soles of the feet are massaged by an","2020-04-14T14:25:48.000Z","a8P3A0000008ZK2UAM","After a climbing or kayaking excursion, make a quick change into these amply cushioned shoes with an easy, stretch opening. The new slip-on design for spring 2013 doesn't sacrifice durable construction for comfort. Soles of the feet are massaged by an egg","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=1824100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH0UAM","2020-05-27T14:48:01.000Z","Activity=Camping|Gender=Mens|Subcategory=Footwear|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Men's Back-to-Berkeley Low Down Canvas","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","1825100","Men's Back-to-Berkeley Low Down Canvas","false",,,"Footwear","false","Released","2018-06-29","Product",,"false",,,,,,"Take a step back in time with this retro-inspired boot without sacrificing the benefits of modern materials. The new, lightweight design for spring 2013 is constructed of waxed cotton canvas and coated leather for improved breathability in mild weather. M","2020-04-14T14:25:48.000Z","a8P3A0000008ZK3UAM","Take a step back in time with this retro-inspired boot without sacrificing the benefits of modern materials. The new, lightweight design for spring 2013 is constructed of waxed cotton canvas and coated leather for improved breathability in mild weather. M","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=1825100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH0UAM","2020-05-27T14:48:01.000Z","Activity=Biking|Gender=Mens|Subcategory=Footwear|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Men's Scend Leather","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","1826100","Men's Scend Leather","false",,,"Footwear","false","Released","2018-06-29","Product",,"false",,,,,,"The go-to shoe when heading out for an afternoon at the crag, an evening at the rock gym, or just kicking around town, this lightweight footwear features a suede and nubuck upper, to-the-toe lacing, and a grippy Vibram outsole. Offers outstanding comfort ","2020-04-14T14:25:48.000Z","a8P3A0000008ZK4UAM","The go-to shoe when heading out for an afternoon at the crag, an evening at the rock gym, or just kicking around town, this lightweight footwear features a suede and nubuck upper, to-the-toe lacing, and a grippy Vibram outsole. Offers outstanding comfort ","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=1826100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH0UAM","2020-05-27T14:48:01.000Z","Activity=Camping|Gender=Mens|Subcategory=Footwear|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Men's Back-to-Berkeley Low Down","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","1827100","Men's Back-to-Berkeley Low Down","false",,,"Footwear","false","Released","2018-06-29","Product",,"false",,,,,,"Whether you&#39;re waiting to board the flight to Nepal, or walking to your neighborhood rock gym, these new low-cut sneakers have your dogs covered.  New low-cut version of the popular, retro-inspired boot, these sneakers are a throwback to styling from ","2020-04-14T14:25:48.000Z","a8P3A0000008ZK5UAM","Whether you're waiting to board the flight to Nepal, or walking to your neighborhood rock gym, these new low-cut sneakers have your dogs covered.  New low-cut version of the popular, retro-inspired boot, these sneakers are a throwback to styling from the ","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=1827100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH0UAM","2020-05-27T14:48:01.000Z","Activity=Biking|Gender=Mens|Subcategory=Footwear|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Women's Light Zip Neck","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","2284100","Women's Light Zip Neck","false",,,"Shirts And Sweaters","false","Released","2018-06-29","Product",,"false",,,,,,"For cool to cold weather activities, this long-sleeve pullover baselayer provides optimal warmth and moisture management.  Constructed with strategically located flat-locked seams and a comfortable, moisture-wicking polyester knit fabric including FlashDr","2020-04-14T14:25:48.000Z","a8P3A0000008ZLnUAM","For cool to cold weather activities, this long-sleeve pullover baselayer provides optimal warmth and moisture management.  Constructed with strategically located flat-locked seams and a comfortable, moisture-wicking polyester knit fabric including FlashDr","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=2284100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH2UAM","2020-05-27T14:48:01.000Z","Activity=Running|Gender=Womens|Subcategory=Shirts And Sweaters|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Women's Light Crew Neck","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","2285100","Women's Light Crew Neck","false",,,"Shirts And Sweaters","false","Released","2018-06-29","Product",,"false",,,,,,"For cool to cold weather activities, this long-sleeve baselayer shirt provides optimal warmth and moisture management.  Constructed with strategically located flat-locked seams and a comfortable, moisture-wicking polyester knit fabric including FlashDry t","2020-04-14T14:25:48.000Z","a8P3A0000008ZLoUAM","For cool to cold weather activities, this long-sleeve baselayer shirt provides optimal warmth and moisture management.  Constructed with strategically located flat-locked seams and a comfortable, moisture-wicking polyester knit fabric including FlashDry t","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=2285100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH2UAM","2020-05-27T14:48:01.000Z","Activity=Running|Gender=Womens|Subcategory=Shirts And Sweaters|",,,"false",0,0,0,1,0,0,1,1,1,0,0
