"Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2035-05-21","Scope 3","Scope 3 Employee Commuting",,250000,100000,150000,20,0,,200000,300,50000,,10,200000,200,250000,50000,,250000
"2028-12-17","Scope 2","Fleet Vehicles",20,50000,50000,200000,0,200000,,100000,350,0,100000,,250000,150,,100000,,50000
"2040-08-29","Scope 1","Data Center",15,100000,,150000,,100000,,250000,100,250000,0,0,0,250,100000,,,200000
"2020-05-15","Scope 2","Commercial Building",30,250000,250000,,,,20,0,50,,,25,,300,150000,,200000,
"2021-05-01","Scope 3","Scope 3 Franchising",20,200000,50000,250000,,,50,250000,150,,,10,,100,100000,0,0,
"2033-12-23","Scope 1","Fleet Vehicles",,150000,100000,0,30,200000,,,100,,50000,,0,150,250000,100000,,200000
"2025-06-06","Scope 3","Scope 3 Business Travel",10,50000,250000,200000,50,0,,50000,300,100000,200000,20,250000,150,0,150000,,50000
"2039-01-27","Scope 1","Private Jet",15,100000,,50000,20,150000,,150000,350,200000,100000,25,100000,250,,200000,,150000
"2036-01-12","Scope 2","Fleet Vehicles",0,150000,0,100000,,250000,,0,250,150000,150000,15,50000,200,150000,,,250000
"2029-10-24","Scope 2","Data Center",30,250000,200000,250000,0,,,100000,50,250000,250000,30,200000,200,200000,250000,,100000
"2024-04-16","Scope 1","Commercial Building",15,200000,150000,200000,10,100000,,200000,200,50000,0,0,150000,150,50000,100000,,0
"2031-01-05","Scope 3","Scope 3 Upstream Leased Assets",10,100000,250000,50000,40,50000,,200000,50,0,,,,200,100000,200000,,
"2021-07-24","Scope 2","Private Jet",0,150000,0,100000,,,,150000,100,,,15,,350,,50000,,
"2023-08-23","Scope 3","Scope 3 Waste Generated in Operations",,200000,50000,150000,30,100000,,250000,300,250000,150000,25,100000,150,0,0,,200000
"2019-03-13","Scope 1","Fleet Vehicles",20,50000,,0,,,50,100000,200,,,10,,300,50000,,100000,
"2035-06-05","Scope 2","Private Jet",10,250000,150000,,0,250000,,,150,50000,200000,30,200000,200,150000,150000,,100000
"2032-03-11","Scope 1","Data Center",,150000,100000,0,20,150000,,50000,250,200000,,20,250000,150,250000,0,,150000
"2040-09-09","Scope 3","Scope 3 Uncategorized Emissions",15,100000,200000,,50,0,,0,350,150000,0,0,,200,200000,100000,,
"2039-11-21","Scope 3","Scope 3 Downstream Leased Assets",0,50000,0,250000,40,200000,,50000,300,100000,250000,0,0,200,250000,50000,,50000
"2037-12-19","Scope 1","Commercial Building",20,200000,200000,100000,10,50000,,150000,200,,50000,20,150000,250,0,,,250000
"2038-11-22","Scope 2","Data Center",30,250000,150000,150000,,,,100000,50,0,100000,30,50000,200,50000,200000,,0
"2025-01-01","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,200000,250000,50000,,,,,250,200000,50000,,100000,150,150000,150000,,
"2022-11-30","Scope 2","Fleet Vehicles",0,150000,,200000,50,250000,90,250000,150,100000,,25,,250,200000,250000,250000,0
"2036-06-21","Scope 1","Commercial Building",,50000,100000,0,10,50000,,0,100,50000,150000,10,150000,200,100000,200000,,250000
"2033-04-27","Scope 3","Scope 3 Upstream Transportation Distribution",10,250000,50000,50000,30,150000,,200000,350,150000,250000,15,50000,200,,100000,,100000
"2034-03-04","Scope 2","Fleet Vehicles",15,100000,150000,200000,20,100000,,,350,0,0,15,200000,200,50000,250000,,200000
"2030-09-27","Scope 1","Data Center",20,250000,200000,150000,40,0,,50000,200,,200000,,0,150,200000,,,50000
"2020-08-16","Scope 3","Scope 3 Capital Goods",30,200000,50000,100000,,,20,100000,150,,,25,,200,100000,150000,150000,
"2026-02-26","Scope 2","Commercial Building",,200000,0,100000,0,200000,,200000,50,250000,100000,0,250000,150,0,100000,,150000
"2028-01-21","Scope 1","Private Jet",10,100000,100000,250000,,150000,,250000,250,150000,0,20,150000,150,150000,0,,0
"2027-10-30","Scope 3","Scope 3 Fuel and Energy-Related Activity",20,150000,,,50,250000,,150000,300,100000,200000,30,100000,200,,50000,,
"2034-03-30","Scope 1","Fleet Vehicles",0,50000,250000,250000,40,,,0,100,250000,100000,10,250000,200,250000,150000,,200000
"2038-10-27","Scope 2","Private Jet",15,200000,200000,200000,20,200000,,150000,100,0,150000,10,200000,250,150000,,,100000
"2032-04-06","Scope 3","Scope 3 Purchased Goods Services",0,150000,,0,10,100000,,250000,150,200000,250000,,,200,100000,0,,250000
"2025-06-04","Scope 1","Commercial Building",,100000,100000,50000,30,50000,,100000,200,50000,50000,20,0,150,250000,200000,,50000
"2039-07-25","Scope 2","Data Center",15,50000,0,,0,0,,0,250,,,25,50000,250,50000,100000,,150000
"2024-03-11","Scope 3","Scope 3 Business Travel",10,250000,50000,100000,30,0,,,350,100000,150000,0,250000,150,,250000,,100000
"2040-06-26","Scope 1","Private Jet",20,250000,250000,150000,10,250000,,200000,50,200000,200000,30,0,250,0,50000,,0
"2029-04-20","Scope 2","Data Center",30,200000,150000,250000,40,150000,,50000,300,,,15,,150,200000,150000,,200000
"2033-12-28","Scope 2","Private Jet",10,150000,0,150000,0,100000,,0,100,50000,100000,30,100000,200,250000,,,150000
"2027-08-16","Scope 3","Commercial Building",20,50000,50000,,20,200000,,,350,150000,0,25,50000,150,0,0,,50000
"2035-07-30","Scope 1","Fleet Vehicles",30,100000,200000,200000,50,50000,,200000,200,0,250000,,200000,200,100000,100000,,250000
"2019-12-19","Scope 1","Commercial Building",15,200000,,0,,,70,50000,300,,,10,,100,200000,50000,200000,
"2037-07-05","Scope 3","Scope 3 Upstream Leased Assets",,250000,250000,50000,,,,250000,50,250000,50000,15,150000,200,,100000,,
"2036-07-08","Scope 2","Data Center",0,100000,100000,100000,0,0,,100000,150,50000,,20,50000,200,150000,200000,,200000
"2023-08-11","Scope 3","Scope 3 Use of Sold Products",15,50000,150000,100000,30,200000,,150000,250,0,0,0,150000,150,50000,250000,,50000
"2030-03-18","Scope 2","Fleet Vehicles",10,150000,200000,0,,250000,,0,150,100000,100000,25,250000,200,,150000,,150000
"2028-06-10","Scope 1","Private Jet",30,50000,250000,250000,10,150000,,150000,200,,50000,0,200000,150,250000,50000,,100000
"2031-09-21","Scope 3","Data Center",0,100000,,200000,20,50000,,,250,200000,150000,10,,150,50000,200000,,250000
"2021-01-29","Scope 2","Commercial Building",,200000,100000,150000,,,30,50000,300,,,,,150,100000,,0,
"2020-06-20","Scope 1","Data Center",20,250000,50000,50000,,,0,200000,100,,,20,,150,0,0,,
"2026-10-02","Scope 2","Fleet Vehicles",,150000,150000,,50,100000,,100000,350,150000,200000,15,0,150,200000,,,
"2022-08-31","Scope 3","Scope 3 Investments",15,200000,0,250000,40,,,250000,50,250000,250000,30,100000,100,150000,100000,50000,0
"2021-01-23","Scope 1","Commercial Building",0,250000,100000,0,,,20,0,100,,,15,,300,100000,250000,0,
"2024-11-15","Scope 3","Scope 3 Franchising",10,150000,250000,50000,40,0,,150000,150,50000,0,10,50000,150,150000,150000,,50000
"2023-10-20","Scope 1","Private Jet",30,100000,200000,,0,150000,,50000,300,200000,100000,,,150,250000,250000,,0
"2033-05-11","Scope 2","Fleet Vehicles",20,50000,150000,200000,10,100000,,250000,250,250000,250000,30,250000,150,200000,50000,,100000
"2031-04-24","Scope 3","Scope 3 Fuel and Energy-Related Activity",15,50000,0,150000,30,250000,,200000,200,100000,50000,0,100000,200,,200000,,
"2037-01-13","Scope 1","Private Jet",10,250000,50000,100000,20,50000,,,50,,150000,25,200000,200,0,0,,250000
"2025-10-22","Scope 2","Data Center",0,150000,,0,50,,,100000,350,150000,,20,0,150,50000,150000,,200000
"2022-02-13","Scope 3","Scope 3 Upstream Transportation Distribution",20,100000,,100000,,200000,70,250000,200,0,200000,30,150000,350,250000,,250000,150000
"2038-03-03","Scope 2","Fleet Vehicles",30,200000,100000,200000,20,50000,,,150,50000,0,15,100000,200,200000,100000,,150000
"2020-06-23","Scope 1","Data Center",,200000,150000,50000,,,90,150000,350,,,20,,200,0,200000,100000,
"2034-01-25","Scope 1","Private Jet",20,100000,250000,150000,10,250000,,200000,100,,200000,0,250000,200,,150000,,0
"2026-07-22","Scope 2","Commercial Building",,150000,200000,100000,0,100000,,0,250,100000,100000,25,200000,200,50000,100000,,100000
"2036-10-17","Scope 3","Scope 3 Uncategorized Emissions",10,150000,50000,,,150000,,100000,50,150000,250000,10,,200,150000,0,,200000
"2029-09-10","Scope 2","Fleet Vehicles",15,50000,0,250000,40,0,,50000,300,200000,50000,,0,150,100000,250000,,50000
"2032-12-15","Scope 1","Commercial Building",30,250000,150000,100000,50,,,150000,300,250000,,,150000,150,50000,100000,,250000
"2028-01-30","Scope 3","Scope 3 Downstream Transportation Distribution",0,250000,,0,30,200000,,250000,150,0,150000,10,50000,150,150000,,,
"2027-07-22","Scope 2","Data Center",20,200000,50000,50000,50,250000,,50000,200,200000,50000,0,,150,0,50000,,0
"2035-05-29","Scope 1","Commercial Building",,50000,250000,150000,40,0,,,100,,100000,25,200000,200,250000,,,150000
"2019-07-18","Scope 3","Scope 3 Processing Sold Products",0,100000,0,250000,,,0,100000,250,,,15,,250,200000,0,200000,
"2030-01-16","Scope 3","Scope 3 Employee Commuting",10,150000,200000,,20,,,0,50,250000,150000,30,50000,150,100000,200000,,
"2040-11-11","Scope 1","Private Jet",15,250000,100000,200000,,100000,,200000,350,0,,20,100000,250,,50000,,100000
"2039-11-25","Scope 2","Data Center",30,100000,200000,50000,30,200000,,0,200,50000,200000,25,0,200,,100000,,50000
"2029-06-28","Scope 2","Commercial Building",,150000,100000,150000,0,150000,,50000,100,100000,250000,30,150000,200,100000,100000,,200000
"2040-08-29","Scope 3","Scope 3 Capital Goods",20,150000,50000,,10,50000,,150000,250,150000,0,,250000,250,50000,150000,,250000
"2025-03-17","Scope 1","Private Jet",0,50000,150000,200000,30,250000,,,300,150000,50000,20,50000,150,200000,250000,,150000
"2027-05-08","Scope 2","Fleet Vehicles",15,200000,,0,10,200000,,250000,350,0,150000,0,250000,200,150000,100000,,0
"2019-04-05","Scope 3","Private Jet",30,200000,0,150000,,,,100000,50,,,15,,300,0,,50000,
"2036-02-07","Scope 1","Fleet Vehicles",10,100000,250000,250000,20,0,,200000,150,250000,0,10,150000,200,250000,100000,,50000
"2023-01-17","Scope 3","Scope 3 End-Life Treatment of Sold Product",0,150000,100000,100000,,150000,,100000,50,50000,250000,10,100000,150,250000,0,,
"2028-07-13","Scope 1","Commercial Building",20,250000,,100000,40,,,150000,100,,100000,15,,150,50000,200000,,250000
"2038-06-03","Scope 2","Data Center",15,50000,50000,0,0,50000,,0,350,200000,,30,0,250,0,150000,,100000
"2031-12-18","Scope 2","Private Jet",,250000,0,150000,50,100000,,200000,200,100000,200000,20,200000,200,150000,50000,,200000
"2033-08-04","Scope 3","Scope 3 Downstream Leased Assets",30,150000,150000,250000,0,,,,250,,250000,0,0,200,,250000,,0
"2022-05-24","Scope 1","Fleet Vehicles",10,50000,250000,,20,150000,30,250000,150,150000,100000,25,50000,200,200000,150000,150000,150000
"2035-04-13","Scope 3","Fleet Vehicles",10,200000,200000,200000,40,200000,,50000,300,50000,200000,,200000,200,100000,,,200000
"2020-02-03","Scope 2","Data Center",30,100000,200000,50000,,,50,0,250,,,30,,150,0,200000,,
"2021-12-21","Scope 1","Private Jet",15,250000,0,0,,,20,250000,150,,,0,,350,50000,250000,,
"2039-11-06","Scope 2","Commercial Building",,200000,100000,150000,,0,,,300,250000,,25,150000,250,150000,0,,50000
"2024-05-05","Scope 1","Data Center",20,150000,,200000,10,50000,,50000,50,0,50000,20,100000,150,,50000,,250000
"2030-06-12","Scope 3","Scope 3 Waste Generated in Operations",0,50000,50000,,30,100000,,100000,200,100000,150000,10,,150,200000,0,,100000
"2034-04-22","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,200000,150000,100000,50,250000,,150000,100,200000,0,15,250000,200,250000,150000,,
"2032-12-02","Scope 1","Commercial Building",0,100000,250000,150000,0,200000,,200000,350,50000,250000,,0,150,100000,100000,,150000
"2026-08-13","Scope 2","Fleet Vehicles",20,250000,50000,50000,,0,,200000,100,250000,150000,15,250000,150,,0,,250000
"2037-08-31","Scope 3","Data Center",,100000,250000,250000,20,150000,,250000,300,100000,0,20,,200,0,150000,,200000
"2022-10-10","Scope 2","Private Jet",30,200000,150000,250000,40,250000,70,100000,150,,100000,25,50000,100,50000,100000,250000,100000
"2039-09-18","Scope 1","Fleet Vehicles",15,150000,,,30,,,50000,250,150000,200000,10,200000,250,150000,50000,,
"2030-03-21","Scope 3","Scope 3 Business Travel",10,50000,200000,200000,50,100000,,150000,50,200000,,,150000,150,200000,250000,,0
"2038-05-30","Scope 1","Commercial Building",15,100000,0,150000,10,50000,,,200,0,50000,0,100000,200,250000,50000,,50000
"2020-10-13","Scope 2","Private Jet",,50000,100000,50000,,,90,0,350,,,30,,250,100000,,0,
"2032-02-14","Scope 3","Scope 3 Processing Sold Products",20,200000,200000,0,0,0,,0,200,150000,250000,,150000,200,,200000,,200000
"2037-06-25","Scope 2","Fleet Vehicles",0,250000,0,100000,10,,,,100,0,200000,15,200000,250,150000,0,,150000
"2036-08-03","Scope 1","Data Center",30,150000,150000,50000,20,50000,,200000,300,200000,100000,10,100000,250,200000,100000,,0
"2035-03-04","Scope 3","Scope 3 Use of Sold Products",0,200000,100000,100000,50,150000,,150000,50,100000,50000,25,250000,200,250000,200000,,100000
"2027-03-13","Scope 2","Data Center",15,150000,,150000,40,250000,,100000,250,50000,,30,0,150,0,,,50000
"2028-08-27","Scope 1","Private Jet",,100000,250000,250000,30,100000,,250000,150,,0,20,,150,50000,150000,,
"2034-07-24","Scope 2","Fleet Vehicles",30,50000,50000,200000,,200000,,50000,350,250000,150000,0,50000,150,100000,250000,,250000
"2023-01-22","Scope 1","Commercial Building",20,250000,50000,,40,,,200000,200,150000,,30,250000,150,150000,50000,,0
"2021-09-17","Scope 3","Scope 3 Franchising",10,150000,100000,0,,,,100000,100,,,10,,300,,0,50000,
"2026-01-29","Scope 2","Private Jet",0,200000,150000,100000,30,50000,,0,350,,50000,20,100000,150,200000,50000,,50000
"2031-10-01","Scope 3","Scope 3 Upstream Leased Assets",10,50000,,200000,50,150000,,,300,200000,250000,25,,150,100000,150000,,150000
"2019-05-12","Scope 1","Data Center",,100000,250000,,,,0,50000,50,,,0,,150,0,,200000,
"2024-03-20","Scope 1","Commercial Building",15,250000,200000,250000,,200000,,150000,150,0,150000,15,50000,150,250000,250000,,100000
"2029-10-07","Scope 3","Private Jet",30,100000,0,50000,20,0,,250000,250,250000,100000,,150000,150,50000,100000,,
"2040-11-26","Scope 2","Data Center",20,50000,,150000,0,250000,,150000,100,50000,0,20,0,200,150000,200000,,250000
"2025-03-31","Scope 3","Scope 3 Employee Commuting",15,150000,0,0,10,100000,,250000,150,100000,200000,30,200000,150,0,100000,,200000
"2033-02-15","Scope 1","Fleet Vehicles",10,250000,100000,100000,0,100000,,0,350,50000,50000,,0,200,250000,150000,,100000
"2032-03-15","Scope 2","Commercial Building",20,200000,250000,100000,50,50000,,50000,250,250000,,10,50000,200,200000,0,,150000
"2034-11-17","Scope 2","Fleet Vehicles",0,200000,150000,0,20,150000,,,200,100000,200000,15,150000,200,50000,200000,,0
"2023-02-10","Scope 3","Scope 3 Investments",,250000,200000,50000,,250000,,200000,300,,150000,25,200000,150,,0,,
"2027-04-29","Scope 1","Data Center",30,200000,50000,150000,30,0,,100000,50,0,0,0,250000,150,100000,50000,,200000
"2024-01-23","Scope 1","Private Jet",,100000,100000,250000,40,,,200000,150,200000,250000,15,,150,100000,250000,,250000
"2026-03-13","Scope 3","Scope 3 Downstream Transportation Distribution",30,50000,150000,,10,200000,,,50,150000,100000,10,100000,150,150000,,,50000
"2037-12-21","Scope 2","Private Jet",10,150000,200000,200000,20,200000,,0,100,250000,50000,30,50000,200,50000,150000,,200000
"2025-06-11","Scope 1","Commercial Building",0,200000,250000,150000,0,,,250000,250,,100000,0,0,150,200000,,,50000
"2030-02-03","Scope 2","Fleet Vehicles",15,100000,50000,,30,250000,,50000,350,100000,0,,150000,200,0,200000,,0
"2033-09-28","Scope 3","Scope 3 Purchased Goods Services",20,150000,0,50000,40,150000,,100000,300,0,200000,25,250000,150,,250000,,250000
"2029-02-24","Scope 1","Data Center",0,250000,,250000,10,50000,,150000,200,150000,250000,20,200000,150,250000,150000,,150000
"2036-05-30","Scope 3","Fleet Vehicles",15,50000,50000,200000,50,100000,,200000,250,50000,,10,,200,0,0,,
"2020-06-20","Scope 2","Commercial Building",30,100000,150000,0,,,50,50000,300,,,,,200,50000,,100000,
"2040-01-28","Scope 3","Scope 3 Downstream Leased Assets",,150000,250000,100000,,0,,0,50,200000,150000,20,100000,250,150000,100000,,100000
"2028-11-13","Scope 1","Fleet Vehicles",20,50000,100000,250000,,200000,,100000,350,0,200000,15,0,150,200000,150000,,100000
"2038-02-26","Scope 2","Data Center",10,200000,200000,50000,40,150000,,250000,100,150000,0,0,,200,100000,50000,,200000
"2035-02-18","Scope 2","Commercial Building",,200000,,100000,10,,,150000,200,,250000,30,50000,200,250000,0,,250000
"2031-12-10","Scope 1","Private Jet",15,250000,0,150000,20,250000,,,150,50000,50000,25,100000,150,,100000,,50000
"2019-06-28","Scope 3","Scope 3 Waste Generated in Operations",30,250000,150000,0,,,30,50000,150,,,10,,100,100000,200000,150000,
"2022-06-26","Scope 3","Scope 3 Uncategorized Emissions",20,200000,50000,100000,0,50000,30,250000,300,200000,100000,15,150000,350,200000,0,150000,0
"2039-01-24","Scope 1","Private Jet",0,150000,200000,,50,100000,,150000,100,250000,150000,30,200000,200,50000,50000,,
"2021-03-21","Scope 2","Data Center",10,50000,0,200000,,,0,200000,50,,,25,,250,150000,150000,100000,
"2030-06-15","Scope 1","Commercial Building",15,100000,,50000,30,0,,0,200,100000,,20,250000,150,0,,,150000
"2019-12-31","Scope 2","Private Jet",10,100000,100000,250000,,,,100000,350,,,,,250,250000,250000,0,
"2034-08-22","Scope 3","Commercial Building",20,250000,250000,100000,40,200000,,,250,150000,0,0,,200,,0,,250000
"2029-03-15","Scope 3","Scope 3 Capital Goods",,200000,0,150000,0,,,250000,50,,,15,100000,200,200000,150000,,0
"2035-11-09","Scope 2","Fleet Vehicles",0,50000,200000,200000,,0,,50000,300,50000,150000,0,50000,200,50000,200000,,200000
"2021-08-16","Scope 1","Fleet Vehicles",30,150000,100000,0,,,70,0,150,,,25,,200,,,200000,
"2025-11-24","Scope 2","Private Jet",15,200000,250000,,20,150000,,,200,0,250000,20,150000,150,250000,50000,,50000
"2040-11-14","Scope 3","Scope 3 Upstream Transportation Distribution",30,250000,150000,150000,50,100000,,200000,350,250000,100000,30,0,250,150000,100000,,150000
"2038-04-16","Scope 1","Commercial Building",20,50000,50000,200000,30,50000,,100000,100,200000,50000,10,200000,250,0,,,100000
"2026-08-05","Scope 3","Scope 3 Fuel and Energy-Related Activity",0,100000,,50000,10,250000,,150000,250,100000,200000,,250000,150,100000,250000,,
"2027-09-16","Scope 1","Fleet Vehicles",,150000,200000,100000,10,150000,,,300,100000,100000,15,,200,200000,150000,,250000
"2031-10-24","Scope 2","Data Center",10,250000,100000,250000,40,,,50000,150,,150000,,100000,200,150000,250000,,50000
"2033-11-19","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,50000,150000,,30,100000,,150000,200,150000,250000,25,50000,200,100000,200000,,
"2039-06-28","Scope 2","Private Jet",20,100000,0,0,50,50000,,0,100,50000,,20,0,250,50000,50000,,100000
"2036-12-05","Scope 1","Data Center",,200000,,50000,,0,,100000,250,250000,200000,10,200000,200,,0,,150000
"2028-02-13","Scope 2","Fleet Vehicles",30,150000,250000,200000,20,200000,,200000,50,200000,0,30,150000,150,0,100000,,0
"2023-01-14","Scope 1","Commercial Building",15,100000,50000,,0,250000,,250000,350,0,50000,0,250000,150,250000,150000,,200000
"2020-10-10","Scope 3","Scope 3 Investments",0,250000,100000,150000,,,20,150000,300,,,0,,350,0,,,
"2032-12-08","Scope 3","Scope 3 Business Travel",10,50000,250000,250000,,,,0,150,,100000,25,200000,150,100000,150000,,50000
