"Fuel_Type","Asset_Category","Asset","Asset_Type","CountryCode","Date","Business_Region","Carbon_Inventory","Energy_Usage_kBtu_sq_ft","Electricity_Usage_Previous","Electricity_Usage_kWh_m2","Total_Energy_Consumption_kWh","Electricity_Usage_Current","Scope_3_Emissions","Annual_Energy_Intensity_Variance","Energy_Consumption_Intensity_kWh_m2","Total_Renewable_Energy_kWh","Electricity_Usage_kWh_sq_ft","Fuel_Consumption_Liters","Scope_1_Scope_2_Location_Emissions","Total_Diesel_Consumption","Non_Renewal_Resources","Energy_Emissions","Scope_1_Scope_2_Market_Emissions","Annual_Electricity_Intensity_Variance","Electricity_Cons_Intensity_kWh_m2","Total_Fuel_Oil_Consumption","Energy_Consumption","Data_Center_PUE_current","Total_Natural_Gas_consumption_kWh","Renewal_Resources","Total_Steam_Consumption","Data_Center_PUE_previous","Emissions_from_Stationary_Sources","Total_Building_Area","Energy_Usage_kBtu_m2","High_Outliers","Scope_1_Emissions_tCO2e","Fuel_Consumption_Gallons","Low_Outliers","Total_Allocation_Renewable_Energy"
"Refrigerant","Stationary","140 Mission St","Comercial Building","USA","2021-04-07","AMER",50,1206,400000,2,120000,350000,67688,8,0.24,25714,22,3560,23454,100000,14000000,1218,21234,5,0.59,12552,123324,34124,20848,35000000,416000,12354,83504,2482000,112,12.6,21323,941,2.6,18000
"Cooling","Stationary","South Longs Peak","Comercial Building","IND","2019-09-11","Southeast Asia",68,1055,350000,6,120000,300000,67688,22,4.97,51429,65,3560,43566,123678,15000000,1152,21234,7,10.02,11250,123324,45443,12760,31023124,411000,12354,79795,19000,98,10.3,18608,941,5.6,36000
"FuelOil","Stationary","9267 Contralia Cowter Ct","Comercial Building","GBR","2021-05-29","Central America",75,1938,400000,6,154000,300000,76855,22,5.99,55000,65,3139,23454,150000,17000000,1599,22345,7,12.14,13097,123324,66544,97778,35000000,383000,12454,79830,21000,180,11.5,21323,829,5.6,38500
"Heat","Stationary","217 Xevering St","Comercial Building","USA","2022-08-26","APAC",65,3778,250000,2,135000,400000,56634,29,0.24,38571,22,3560,34345,100000,14000000,538,34543,5,0.59,13465,123324,34124,78445,29000000,498000,53423,19388,3034000,351,13.6,15000,941,2.4,27000
"Diesel","Data Center","Freight Hauling - downstream distribution FY21","Data Center","JPN","2019-12-15","APAC",95,2045,350000,30,154000,350000,76855,19,2.52,66000,323,3139,23454,150000,14000000,750,21234,5,5.15,10447,123324,34124,79889,29000000,441000,12354,15789,2114000,190,10,15000,829,4.7,46200
"Refrigerant","Scope 3","Business Travel FY19","Scope 3","CHN","2020-02-03","Central Asia",32,1001,400000,1,120000,450000,56634,23,3.2,25714,11,3560,34345,123678,17000000,2165,34543,6,3.12,10088,123324,66544,11802,35000000,430000,53423,15285,25000,93,13.9,18608,941,2.1,18000
"Heat","Stationary","Billhaus CTAW P4A","Comercial Building","AUS","2020-10-11","ANZ",44,2142,250000,30,135000,500000,67688,25,4.19,57857,323,3139,43566,100000,15000000,2105,22345,10,8.45,19750,123324,45443,33471,31023124,415000,12454,8997,26000,199,12,21323,829,1.5,40500
"Electricity","Stationary","TX - Marion","Comercial Building","CHN","2019-05-13","APAC",35,936,450000,17,154000,350000,56634,4,3.2,44000,183,3560,43566,100000,14000000,2286,21234,6,3.12,15857,123324,66544,25827,29000000,427000,53423,78210,2676000,87,11.6,15000,941,0.9,30800
"Cooling","Data Center","Business Travel FY22","Data Center","CAN","2022-12-20","EMEA",72,2519,400000,1,135000,500000,67688,11,2.68,28929,11,3560,34345,150000,17000000,723,34543,10,5.4,13100,123324,45443,52902,35000000,421000,12454,74284,2669000,234,12,18608,941,5.1,20250
"FuelOil","Scope 3","Business Travel FY20","Scope 3","IRL","2021-07-28","Central America",88,3940,350000,14,120000,400000,76855,29,0.01,42857,151,3139,23454,123678,15000000,1897,22345,6,0.02,19603,123324,34124,60808,31023124,368000,12354,3464,23000,366,13,21323,829,4.2,30000
"Natural Gas","Stationary","*Cirrus Tower","Comercial Building","USA","2019-04-09","AMER",71,4209,400000,25,120000,300000,56634,17,0.24,42857,269,3139,23454,123678,15000000,1677,34543,10,0.59,13452,123324,45443,37436,35000000,420000,12454,86258,30000,391,13.5,21323,829,4.3,30000
"Propane","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2022-09-01","Central America",43,2260,300000,3,135000,450000,67688,26,0.24,38571,32,3139,43566,100000,17000000,978,22345,3,0.59,13894,123324,66544,57329,31023124,479000,12354,17002,3443000,210,14.1,15000,829,0.3,27000
"Steam","Stationary","East Longs Peak","Comercial Building","IND","2020-08-20","Southeast Asia",86,861,400000,8,154000,500000,76855,7,4.97,66000,86,3560,34345,150000,14000000,310,21234,3,10.02,17672,123324,34124,69545,29000000,484000,53423,97978,3381000,80,13.8,18608,941,5.1,46200
"Steam","Stationary","ARL-VA4 DC 8W","Comercial Building","MAR","2021-06-16","LATAM",98,3154,450000,13,120000,450000,76855,10,0.22,25714,140,3139,23454,100000,17000000,871,22345,7,0.45,15679,123324,66544,54953,29000000,361000,12354,84816,26000,293,10,18608,829,4.5,18000
"Electricity","Stationary","Centre St Tower 4","Comercial Building","USA","2021-01-13","AMER",67,3477,400000,4,135000,400000,56634,20,0.24,38571,43,3139,43566,150000,14000000,334,21234,8,0.59,15618,123324,34124,66380,31023124,457000,12454,78716,2582000,323,11.8,15000,829,5.8,27000
"Refrigerant","Stationary","230 Burlingame Ave.","Comercial Building","ARG","2020-09-25","Southeast Asia",87,4758,400000,16,154000,300000,67688,24,0.19,66000,172,3560,34345,123678,15000000,493,34543,3,0.37,13780,123324,45443,33082,35000000,354000,53423,16960,19000,442,11.1,21323,941,4.1,46200
"Diesel","Stationary","Billhaus CTQW U8F","Comercial Building","SGP","2022-03-17","ANZ",51,1324,250000,11,135000,350000,76855,18,0.42,28929,118,3560,43566,123678,15000000,604,22345,9,0.85,10833,123324,34124,13938,35000000,439000,12354,8742,3380000,123,10.3,15000,941,3.1,20250
"Natural Gas","Vehicle","*XK-640036 - TRUCK LARGE SPECIALIZED","Fleet Vehicle","USA","2019-03-10","APAC",45,3025,400000,12,154000,350000,56634,1,0.24,55000,129,3139,23454,100000,14000000,2045,34543,3,0.59,17170,123324,66544,72134,29000000,420000,53423,16494,25000,281,14.9,21323,829,0.9,38500
"FuelOil","Data Center","Business Travel FY18","Data Center","GBR","2021-07-31","Europe",65,4112,350000,26,120000,450000,67688,10,5.99,25714,280,3139,34345,150000,17000000,1313,21234,7,12.14,16440,123324,45443,26092,31023124,398000,12454,2542,22000,382,15,18608,829,3.3,18000
"Propane","Vehicle","Company Jet #1","Private Jet","AUS","2022-10-17","South America",36,4682,400000,15,135000,500000,76855,3,4.19,57857,161,3560,34345,100000,14000000,383,34543,4,8.45,19157,123324,34124,56923,31023124,401000,12454,9462,2213000,435,14,15000,941,3.5,40500
"Heat","Scope 3","Value Chain","Scope 3","MAR","2020-08-25","North America",48,1916,400000,18,120000,400000,67688,20,0.22,42857,194,3139,23454,123678,15000000,1875,21234,4,0.45,16722,123324,66544,12697,29000000,425000,53423,19015,31000,178,13.8,21323,829,1.4,30000
"Cooling","Stationary","West Longs Peak","Comercial Building","BRA","2019-04-06","South America",38,1593,250000,11,154000,300000,56634,12,1.05,44000,118,3560,43566,150000,17000000,840,22345,6,2.13,15459,123324,45443,55774,35000000,387000,12354,90572,2857000,148,10.3,18608,941,2.5,30800
"Cooling","Stationary","ARL-WQ7 DC 9W","Comercial Building","AUS","2020-07-29","Middle East",42,4596,350000,11,135000,450000,76855,4,4.19,48214,118,3139,43566,100000,14000000,1502,22345,6,8.45,13276,123324,45443,34921,29000000,449000,12354,90769,3212000,427,13.2,18608,829,1.2,33750
"Steam","Stationary","ARL-VA4 DC 4W","Comercial Building","ARG","2019-05-16","LATAM",67,3240,300000,22,154000,300000,56634,3,0.19,33000,237,3560,23454,150000,17000000,330,34543,3,0.37,11182,123324,66544,95696,31023124,369000,53423,75843,30000,301,10.6,21323,941,3.2,23100
"Heat","Scope 3","Business Travel FY22","Scope 3","CHN","2022-02-14","LATAM",44,3821,350000,21,120000,400000,67688,15,3.2,34286,226,3560,34345,123678,15000000,522,21234,8,3.12,19071,123324,34124,63344,35000000,383000,12454,79701,2538000,355,12.5,15000,941,4.9,24000
"FuelOil","Stationary","South Longs Peak","Comercial Building","IND","2021-10-14","Southeast Asia",62,4607,400000,30,154000,500000,76855,16,4.97,66000,323,3139,23454,150000,15000000,2189,34543,3,10.02,19058,123324,66544,65795,29000000,445000,12354,82075,30000,428,12.2,15000,829,1.9,46200
"Natural Gas","Stationary","ARL-VA7 DC 5W","Comercial Building","MAR","2022-05-06","Middle East",69,3111,350000,7,120000,350000,67688,23,0.22,51429,75,3560,34345,123678,17000000,1185,21234,7,0.45,12852,123324,45443,26492,35000000,399000,53423,84642,29000,289,14.9,21323,941,3.5,36000
"Electricity","Stationary","East Longs Peak","Comercial Building","IND","2021-05-08","Southeast Asia",68,3660,400000,9,135000,400000,56634,17,4.97,38571,97,3139,43566,100000,14000000,1127,22345,9,10.02,15548,123324,34124,47792,31023124,498000,12454,15542,2360000,340,10,18608,829,4.7,27000
"Refrigerant","Vehicle","Company Jet #1","Private Jet","IRL","2020-04-22","ANZ",76,323,400000,29,135000,350000,67688,14,0.01,28929,312,3139,43566,123678,15000000,370,34543,5,0.02,10495,123324,34124,22723,35000000,491000,12354,89918,19000,30,12.7,21323,829,2.6,20250
"Diesel","Stationary","*Cirrus Tower","Comercial Building","USA","2019-05-10","AMER",82,388,250000,13,120000,300000,56634,26,0.24,42857,140,3560,23454,150000,14000000,777,22345,5,0.59,13718,123324,45443,84119,29000000,461000,12454,2117,2456000,36,11.3,15000,941,5.7,30000
"Propane","Stationary","JLP Square North","Comercial Building","FRA","2019-04-27","Europe",87,3649,350000,29,154000,500000,76855,10,3.39,55000,312,3560,34345,100000,17000000,1500,21234,5,6.87,13387,123324,66544,37297,31023124,484000,53423,90944,2774000,339,12.4,18608,941,5.8,38500
"FuelOil","Vehicle","Company Jet #2","Private Jet","CAN","2022-01-06","AMER",86,2971,400000,19,135000,450000,76855,5,2.68,38571,205,3560,43566,123678,17000000,1859,34543,3,5.4,11838,123324,45443,11036,35000000,356000,12354,2141,27000,276,10.6,18608,941,6,27000
"Diesel","Data Center","*AMER Financed Emissions","Data Center","USA","2021-01-22","Middle East",77,3810,300000,27,154000,350000,56634,5,0.24,33000,291,3139,23454,150000,14000000,1383,21234,6,0.59,16672,123324,34124,76366,29000000,464000,53423,74877,2028000,354,14.7,15000,829,4.8,23100
"Electricity","Stationary","TX - Marion","Comercial Building","CHN","2020-12-06","APAC",52,2131,450000,8,120000,300000,67688,7,3.2,51429,86,3139,34345,100000,15000000,1488,22345,7,3.12,14386,123324,66544,67739,31023124,457000,12454,70285,23000,198,10.5,21323,829,2.8,36000
"Steam","Stationary","513 Severing St","Comercial Building","SGP","2021-03-05","APAC",41,463,400000,6,135000,400000,56634,29,0.42,57857,65,3139,43566,123678,15000000,935,21234,6,0.85,11921,123324,45443,23844,31023124,413000,12354,99521,2479000,43,14.4,15000,829,2.4,40500
"Propane","Stationary","140 Mission St","Comercial Building","USA","2022-03-10","AMER",31,3574,400000,26,154000,450000,67688,6,0.24,55000,280,3560,34345,100000,14000000,2257,34543,10,0.59,15361,123324,66544,46465,35000000,422000,53423,75290,28000,332,13.8,18608,941,3.1,38500
"Cooling","Stationary","9267 Contralia Cowter Ct","Comercial Building","GBR","2019-05-31","Central America",42,441,250000,14,120000,500000,76855,7,5.99,25714,151,3139,23454,150000,17000000,2231,22345,8,12.14,18305,123324,34124,40015,29000000,449000,12454,84148,2367000,41,14.6,21323,829,3.8,18000
"Natural Gas","Stationary","JLP Square South","Comercial Building","ARG","2020-03-10","Europe",68,2088,450000,14,120000,450000,56634,1,0.19,34286,151,3560,23454,150000,15000000,431,34543,8,0.37,13502,123324,34124,46005,35000000,396000,53423,99245,10000,194,12.1,21323,941,1.8,24000
"Heat","Scope 3","Value Chain","Scope 3","SGP","2020-06-02","Central America",75,2616,400000,9,135000,300000,67688,3,0.42,28929,97,3139,43566,123678,17000000,1312,22345,8,0.85,14209,123324,66544,98883,29000000,496000,12454,2021,3284000,243,11.2,15000,829,2.9,20250
"Refrigerant","Stationary","ARL-VA4 DC 4W","Comercial Building","ARG","2019-05-02","LATAM",72,2368,350000,28,154000,400000,76855,16,0.19,44000,301,3560,34345,100000,14000000,1962,21234,9,0.37,16984,123324,45443,61434,31023124,363000,12354,8033,33000,220,11.7,18608,941,5.3,30800
"Refrigerant","Stationary","Centre St Tower 8","Comercial Building","IND","2022-06-30","North America",34,3305,350000,22,154000,500000,76855,21,4.97,66000,237,3560,43566,123678,15000000,634,22345,6,10.02,16316,123324,45443,73117,35000000,406000,12454,19728,12000,307,10.9,15000,941,1,46200
"Propane","Stationary","Billhaus CTQW U8F","Comercial Building","SGP","2021-05-31","ANZ",90,2949,400000,16,120000,350000,67688,30,0.42,42857,172,3139,23454,150000,14000000,1391,21234,7,0.85,14513,123324,66544,13224,29000000,445000,53423,99933,2308000,274,14.4,21323,829,1.6,30000
"Steam","Data Center","Freight Hauling - downstream distribution FY21","Data Center","FRA","2021-07-01","APAC",67,3466,350000,1,135000,500000,56634,2,3.39,28929,11,3139,34345,100000,17000000,545,34543,7,6.87,16348,123324,34124,90361,31023124,422000,12354,18724,2454000,322,10.8,18608,829,1.2,20250
"Electricity","Vehicle","Los Angeles SMALL TRUCK 12-0024","Fleet Vehicle","GBR","2020-03-18","LATAM",97,4521,450000,7,154000,450000,76855,6,5.99,66000,75,3139,43566,123678,14000000,1486,21234,10,12.14,19090,123324,66544,15891,35000000,492000,53423,9158,34000,420,10.4,21323,829,2.4,46200
"Diesel","Vehicle","*XK-640036 - TRUCK LARGE SPECIALIZED","Fleet Vehicle","BRA","2022-11-22","EMEA",72,3940,300000,24,135000,300000,56634,13,1.05,38571,258,3560,23454,150000,17000000,1563,22345,6,2.13,16406,123324,45443,54004,31023124,460000,12354,71257,2974000,366,10.4,15000,941,2,27000
"Natural Gas","Vehicle","Company Shuttle #2","Fleet Vehicle","JPN","2019-09-17","Central Asia",64,3251,400000,2,120000,400000,67688,13,2.52,42857,22,3560,34345,100000,15000000,819,34543,8,5.15,13778,123324,34124,84332,29000000,418000,12454,18734,35000,302,15,18608,941,1.9,30000
"Heat","Stationary","45 Keppely Rd 5B","Comercial Building","IRL","2020-08-14","Central Asia",97,764,350000,24,120000,350000,56634,17,0.01,25714,258,3560,34345,100000,14000000,1494,21234,5,0.02,15079,123324,45443,89001,29000000,379000,12454,93434,2893000,71,13.7,18608,941,2.6,18000
"FuelOil","Scope 3","Business Travel FY18","Scope 3","MAR","2021-07-05","AMER",68,4542,250000,1,135000,300000,76855,12,0.22,57857,11,3139,23454,150000,15000000,1965,34543,3,0.45,17419,123324,66544,12812,31023124,367000,12354,15114,31000,422,14.4,21323,829,0.8,40500
"Cooling","Stationary","230 Burlingame Ave.","Comercial Building","ARG","2022-10-23","ANZ",97,2519,400000,19,154000,350000,67688,14,0.19,55000,205,3560,43566,123678,17000000,444,22345,4,0.37,17692,123324,34124,68000,35000000,428000,53423,70607,3435000,234,10.9,15000,941,0.1,38500
"Electricity","Stationary","ARL-WQ7 DC 9W","Comercial Building","FRA","2019-04-07","Middle East",96,3197,450000,15,154000,500000,56634,14,3.39,44000,161,3139,43566,123678,14000000,1662,22345,4,6.87,12196,123324,45443,86893,35000000,397000,12354,92596,31000,297,12.4,15000,829,1.3,30800
"Cooling","Stationary","81 Rue Mocklie","Comercial Building","FRA","2019-03-02","EMEA",40,4801,350000,4,135000,400000,76855,1,3.39,28929,43,3560,23454,150000,17000000,1715,34543,4,6.87,11695,123324,34124,52424,29000000,471000,12454,91972,20000,446,10.9,18608,941,4.6,20250
"Diesel","Stationary","North Longs Peak","Comercial Building","ARG","2021-07-27","South America",51,312,400000,6,120000,450000,67688,10,0.19,51429,65,3139,34345,100000,15000000,787,21234,3,0.37,18718,123324,66544,42131,31023124,479000,53423,15899,2642000,29,12.7,21323,829,0.9,36000
"Refrigerant","Stationary","Straight St Tower 4","Comercial Building","AUS","2020-09-09","AMER",43,592,250000,20,135000,500000,67688,11,4.19,48214,215,3139,34345,150000,14000000,1477,34543,9,8.45,11642,123324,45443,99824,31023124,442000,12354,8779,2142000,55,12.3,21323,829,3.3,33750
"Heat","Vehicle","981 Rue Housterton","Fleet Vehicle","JPN","2022-07-17","EMEA",74,1119,400000,27,154000,350000,56634,1,2.52,44000,291,3560,43566,100000,17000000,612,21234,6,5.15,14580,123324,66544,61920,35000000,408000,53423,18766,23000,104,15,15000,941,6,30800
"Natural Gas","Vehicle","Circle St Tower 8","Fleet Vehicle","BRA","2021-05-30","North America",87,1378,350000,5,120000,450000,76855,22,1.05,42857,54,3560,23454,123678,15000000,1040,22345,3,2.13,12234,123324,34124,94299,29000000,487000,12454,4788,3219000,128,10.6,18608,941,3,30000
"FuelOil","Stationary","Centre St Tower 4","Comercial Building","USA","2019-07-09","AMER",57,4499,400000,15,135000,300000,76855,26,0.24,38571,161,3560,23454,123678,15000000,775,34543,3,0.59,16719,123324,45443,66847,31023124,427000,12354,72018,16000,418,10.7,15000,941,5.8,27000
"Steam","Stationary","45 Keppely Rd 5C","Comercial Building","JPN","2020-12-13","Central Asia",88,1959,400000,11,120000,400000,67688,20,2.52,51429,118,3139,34345,100000,17000000,355,21234,6,5.15,19497,123324,66544,10851,29000000,415000,12454,98444,11000,182,14.1,18608,829,2.2,36000
"Propane","Data Center","Business Travel FY19","Data Center","USA","2022-02-12","Middle East",69,753,350000,12,154000,350000,56634,4,0.24,33000,129,3560,43566,150000,14000000,1294,22345,8,0.59,15974,123324,34124,54262,35000000,406000,53423,5473,3379000,70,11.6,21323,941,5.8,23100
"Diesel","Stationary","ARL-VA4 DC 8W","Comercial Building","MAR","2019-01-06","LATAM",100,1442,400000,29,135000,400000,76855,8,0.22,38571,312,3560,43566,150000,15000000,2061,22345,8,0.45,10458,123324,66544,11615,35000000,377000,12354,94331,2400000,134,15,18608,941,4.2,27000
"Propane","Stationary","Billhaus CTAW P4A","Comercial Building","AUS","2020-04-30","ANZ",59,2067,350000,5,120000,300000,67688,9,4.19,42857,54,3139,23454,100000,17000000,379,21234,5,8.45,17179,123324,45443,94912,29000000,447000,53423,96437,11000,192,13.1,15000,829,1.8,30000
"Cooling","Scope 3","*Business Travel FY21","Scope 3","IND","2022-05-26","South America",53,2271,300000,9,154000,450000,56634,13,4.97,33000,97,3560,34345,123678,14000000,914,34543,6,10.02,12012,123324,34124,96939,31023124,462000,12454,91681,31000,211,11.4,21323,941,1.6,23100
"Electricity","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2021-05-14","Central America",62,1991,450000,20,154000,500000,56634,13,0.24,66000,215,3139,43566,150000,17000000,1638,22345,3,0.59,18662,123324,34124,29272,29000000,470000,12354,17501,2482000,185,13.6,21323,829,1.9,46200
"Refrigerant","Stationary","West Longs Peak","Comercial Building","BRA","2020-01-03","South America",79,2153,400000,6,135000,300000,76855,6,1.05,48214,65,3560,23454,123678,15000000,1874,34543,5,2.13,18693,123324,66544,31898,35000000,373000,53423,82872,3491000,200,12.4,15000,941,3.2,33750
"FuelOil","Stationary","217 Xevering St","Comercial Building","USA","2019-12-02","APAC",92,710,250000,26,120000,500000,67688,22,0.24,34286,280,3139,34345,100000,14000000,2181,21234,9,0.59,17446,123324,45443,17939,31023124,369000,12454,2722,21000,66,14,18608,829,3.2,24000
"Steam","Data Center","Business Travel FY20","Data Center","CHN","2022-09-25","Europe",61,1507,350000,3,154000,350000,76855,11,3.2,66000,32,3560,34345,123678,17000000,320,21234,4,3.12,19795,123324,45443,83558,29000000,401000,12454,2490,33000,140,13.4,21323,941,2,46200
"Heat","Data Center","Value Chain","Data Center","JPN","2021-05-01","Southeast Asia",43,2196,400000,8,135000,400000,56634,11,2.52,28929,86,3139,23454,100000,15000000,2233,22345,4,5.15,13969,123324,34124,75866,35000000,454000,12354,89204,3398000,204,11.6,15000,829,4.6,20250
"Natural Gas","Stationary","45 Keppely Rd 5C","Comercial Building","JPN","2022-10-27","Central Asia",34,2077,450000,26,120000,450000,67688,28,2.52,25714,280,3560,43566,150000,14000000,497,34543,4,5.15,16351,123324,66544,11967,31023124,376000,53423,18527,23000,193,11.3,18608,941,4.3,18000
"Propane","Stationary","*Cirrus Tower","Comercial Building","USA","2020-10-26","AMER",30,4026,350000,27,120000,350000,76855,30,0.24,42857,291,3139,23454,100000,15000000,1948,34543,8,0.59,14616,123324,66544,31841,35000000,391000,12454,90544,3368000,374,12.4,18608,829,5.6,30000
"Heat","Vehicle","Los Angeles SMALL TRUCK 12-0024","Fleet Vehicle","MAR","2019-10-03","North America",44,1098,250000,5,135000,500000,67688,8,0.22,38571,54,3560,43566,150000,14000000,794,21234,3,0.45,10226,123324,34124,10992,29000000,362000,12354,4082,2443000,102,12.5,15000,941,3.7,27000
