"ProductFamily","OwnerName","AccountId","ProductName","Time","ParentName","PeriodEndDate","SalesAgreementName","Industry","StartDate","DerivedStatus","ValidFrom","ValidFromAux","IdValidFromToKey","SnapshotPeriod","IsLatestSnapshot","AccountProductPeriodForecastId","ForecastStatus","ExternalId","LastProcessedDate","AccountType","PeriodStartDate","ValidToAux","ValidTo","PeriodName","AccountName","ForecastedQuantity","ForecastedDailyQuantityBAdj","ForecastedQuantityFinal","Attainment","TopAgreements","ForecastedRevenue","ForecastedDailyQuantity","Years","ForecastedRevenueFinal","Plan","TopAccounts","UnitPrice","Price","Forecast","ForecastedDailyRevenueBAdj","Actual","ForecastedDailyRevenue"
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Chai","2023-01-05","Permadyne GmbH, LTD","2022-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2023-01-05","Upcoming Renewal","2021-09-25","2022-01-10","Tech Labs-Ripper 27-Jan-20-2020-01-20-2020-02-16","Jan","Yes","Tech Labs-Ripper 27-Jan-20","Active","Account.054","2021-09-27","Small Business","2022-01-02","2022-02-11","2021-10-21","Dec-21","ReadyFitness Gyms",13,0,12,92,0,24.6,0,2,13641,535,123000,2.05,2.05,580,433,533,455
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2022-03-09","Permadyne GmbH, LTD","2021-04-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-03-09","Approved","2021-03-21","2021-03-14","Tech Labs-Pulverizer P10-May-20-2020-05-25-2020-06-18","May","Yes","Tech Labs-Pulverizer P10-May-20","Active","Account.054","2021-09-27","Small Business","2021-03-05","2021-04-08","2021-04-16","Feb-21","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,17297,535,123000,4.99,4.99,580,600,534,577
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Tart Cherry/Pistachio","2022-06-02","Permadyne GmbH, LTD","2021-07-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-06-02","Upcoming Renewal","2021-06-27","2021-06-07","Tech Labs-Compactor 9500-Jun-21-2020-07-05-2020-07-20","Jul","Yes","Tech Labs-Compactor 9500-Jun-21","Active","Account.054","2021-09-27","Small Business","2021-06-02","2021-07-10","2021-07-07","May-21","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,30392,535,123000,2.99,2.99,581,867,535,1013
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Sunflower","2021-05-04","Permadyne GmbH, LTD","2020-06-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-05-04","Pending Approval","2020-06-01","2020-05-13","Tech Labs-Compactor 3500-Jun-21-2021-06-24-2021-07-21","Jun2","Yes","Tech Labs-Compactor 3500-Jun-21","Expired","Account.054","2021-09-27","Small Business","2020-05-03","2020-06-02","2020-06-19","Apr-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,19841,535,123000,2.99,2.99,582,575,535,661
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Chicken Paleo","2021-02-13","Permadyne GmbH, LTD","2020-03-03","ReadyFitness Gyms Sales Agreement","Transportation","2021-02-13","Approved","2020-02-29","2020-02-02","Tech Labs-Ripper 37-Feb-20-2020-02-12-2020-03-05","Feb","Yes","Tech Labs-Ripper 37-Feb-20","Active","Account.054","2021-09-27","Small Business","2020-02-02","2020-03-10","2020-03-10","Jan-20","ReadyFitness Gyms",8,0,8,92,0,39.92,0,2,17967,669,123000,4.99,4.99,714,533,657,599
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Green Tea","2022-10-27","Permadyne GmbH, LTD","2021-11-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-10-27","Upcoming Renewal","2021-07-17","2021-10-12","Tech Labs-Hammer H500-Jan-21-2020-09-03-2020-09-24","Sep","Yes","Tech Labs-Hammer H500-Jan-21","Active","Account.054","2021-09-27","Small Business","2021-10-03","2021-11-13","2021-08-12","Sep-21","ReadyFitness Gyms",4,0,4,92,0,8.2,0,2,17867,669,123000,2.05,2.05,715,560,658,596
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Bison Paleo","2021-09-17","Permadyne GmbH, LTD","2020-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-09-17","Upcoming Renewal","2020-08-08","2020-09-08","Tech Labs-Ripper 19-Jul-21-2021-07-10-2021-08-05","Jul2","Yes","Tech Labs-Ripper 19-Jul-21","Expired","Account.054","2021-09-27","Small Business","2020-09-02","2020-10-16","2020-09-03","Aug-20","ReadyFitness Gyms",19,1,18,92,0,89.82,1,2,15496,669,123000,4.99,4.99,715,507,658,517
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2022-08-31","Permadyne GmbH, LTD","2021-09-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-08-31","Approved","2020-11-15","2021-08-12","Tech Labs-Trencher T48-Feb-20-2020-02-23-2020-03-10","Feb","Yes","Tech Labs-Trencher T48-Feb-20","Active","Account.054","2021-09-27","Small Business","2021-08-02","2021-09-16","2020-12-08","Jul-21","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,20783,669,123000,4.99,4.99,716,640,659,693
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Blueberry/Chicken Paleo","2022-03-29","Permadyne GmbH, LTD","2021-04-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-03-29","Pending Approval","2020-12-26","2021-03-09","Tech Labs-Pulverizer P20-Jan-21-2020-12-20-2021-01-05","Dec","Yes","Tech Labs-Pulverizer P20-Jan-21","Active","Account.054","2021-09-27","Small Business","2021-03-05","2021-04-14","2021-01-20","Feb-21","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,20260,669,123000,4.99,4.99,717,633,659,675
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Apple Vegan","2022-08-21","Permadyne GmbH, LTD","2021-09-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-08-21","Approved","2021-07-13","2021-08-03","Tech Labs-Pickup Broom PB200-Jan-20-2020-01-19-2020-02-11","Jan","Yes","Tech Labs-Pickup Broom PB200-Jan-20","Active","Account.054","2021-09-27","Small Business","2021-08-02","2021-09-07","2021-08-06","Jul-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,25339,669,123000,2.99,2.99,717,750,660,845
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry Vegan","2021-02-12","Permadyne GmbH, LTD","2020-03-03","ReadyFitness Gyms Sales Agreement","Transportation","2021-02-12","Approved","2020-03-03","2020-02-04","Tech Labs-Backhoe Attachment R1-May-21-2021-03-28-2021-04-20","Mar2","Yes","Tech Labs-Backhoe Attachment R1-May-21","Expired","Account.054","2021-09-27","Small Business","2020-02-02","2020-03-17","2020-03-27","Jan-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,40791,669,123000,2.99,2.99,717,1300,660,1360
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry High Protein","2022-03-25","Permadyne GmbH, LTD","2021-04-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-03-25","Approved","2021-02-18","2021-03-09","Tech Labs-Compactor 9000-Jun-21-2021-06-10-2021-07-10","Jun2","Yes","Tech Labs-Compactor 9000-Jun-21","Expired","Account.054","2021-09-27","Small Business","2021-03-05","2021-04-03","2021-03-16","Feb-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,23764,669,123000,2.99,2.99,718,810,660,792
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Mixed Berry","2022-01-06","Permadyne GmbH, LTD","2021-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-01-06","Upcoming Renewal","2020-09-06","2021-01-11","Tech Labs-Ripper 34-Jul-20-2020-04-30-2020-05-21","Apr","Yes","Tech Labs-Ripper 34-Jul-20","Active","Account.054","2021-09-27","Small Business","2021-01-02","2021-02-03","2020-09-26","Dec-20","ReadyFitness Gyms",12,0,13,92,0,38.87,0,2,16269,669,123000,2.99,2.99,718,540,660,542
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Chicken Paleo","2022-02-18","Permadyne GmbH, LTD","2021-03-04","ReadyFitness Gyms Sales Agreement","Transportation","2022-02-18","Approved","2021-02-27","2021-02-07","Tech Labs-Ripper 37-Sep-21-2021-08-22-2021-09-09","Aug2","Yes","Tech Labs-Ripper 37-Sep-21","Active","Account.054","2021-09-27","Small Business","2021-02-02","2021-03-12","2021-03-14","Jan-21","ReadyFitness Gyms",8,0,8,92,0,39.92,0,2,17972,669,123000,4.99,4.99,719,533,662,599
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Tart Cherry/Sunflower","2022-06-12","Permadyne GmbH, LTD","2021-07-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-06-12","Pending Approval","2021-04-08","2021-06-09","Tech Labs-Hammer H700-May-21-2021-04-30-2021-05-28","Apr2","Yes","Tech Labs-Hammer H700-May-21","Expired","Account.054","2021-09-27","Small Business","2021-06-02","2021-07-07","2021-05-08","May-21","ReadyFitness Gyms",4,0,4,92,0,11.96,0,2,22130,669,123000,2.99,2.99,719,767,662,738
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Pistachio","2023-01-01","Permadyne GmbH, LTD","2022-01-01","ReadyFitness Gyms Sales Agreement","Transportation","2023-01-01","Approved","2021-09-21","2021-12-07","Tech Labs-Pickup Broom PB100-Jan-21-2020-03-15-2020-04-01","Mar","Yes","Tech Labs-Pickup Broom PB100-Jan-21","Active","Account.054","2021-09-27","Small Business","2021-12-03","2022-01-01","2021-10-20","Nov-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,22029,669,123000,2.99,2.99,720,690,662,734
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Veggie Vegan","2021-11-02","Permadyne GmbH, LTD","2020-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-11-02","Pending Approval","2020-09-06","2020-11-10","Tech Labs-Trencher T60-Nov-20-2020-08-20-2020-08-31","Aug","Yes","Tech Labs-Trencher T60-Nov-20","Active","Account.054","2021-09-27","Small Business","2020-11-02","2020-12-12","2020-09-23","Oct-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,31431,669,123000,2.99,2.99,721,900,663,1048
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Blueberry/Chicken Paleo","2022-09-12","Permadyne GmbH, LTD","2021-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-09-12","Upcoming Renewal","2021-08-11","2021-09-07","Tech Labs-Pulverizer P20-May-21-2021-01-25-2021-02-22","Jan2","Yes","Tech Labs-Pulverizer P20-May-21","Active","Account.054","2021-09-27","Small Business","2021-09-02","2021-10-15","2021-09-10","Aug-21","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,19620,669,123000,4.99,4.99,721,633,663,654
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry Vegan","2021-09-25","Permadyne GmbH, LTD","2020-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-09-25","Upcoming Renewal","2020-07-27","2020-09-03","Tech Labs-Backhoe Attachment R1-Jan-20-2020-01-31-2020-02-24","Jan","Yes","Tech Labs-Backhoe Attachment R1-Jan-20","Active","Account.054","2021-09-27","Small Business","2020-09-02","2020-10-02","2020-08-23","Aug-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,39545,669,123000,2.99,2.99,721,1300,663,1318
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2022-03-12","Permadyne GmbH, LTD","2021-04-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-03-12","Approved","2021-03-19","2021-03-07","Tech Labs-Pulverizer P10-Aug-20-2020-07-29-2020-08-09","Jul","Yes","Tech Labs-Pulverizer P10-Aug-20","Active","Account.054","2021-09-27","Small Business","2021-03-05","2021-04-09","2021-04-11","Feb-21","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,20555,669,123000,4.99,4.99,721,600,664,685
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2021-02-24","Permadyne GmbH, LTD","2020-03-03","ReadyFitness Gyms Sales Agreement","Transportation","2021-02-24","Upcoming Renewal","2020-02-27","2020-02-12","Tech Labs-Pulverizer P10-Sep-21-2021-09-25-2021-10-09","Sep2","Yes","Tech Labs-Pulverizer P10-Sep-21","Active","Account.054","2021-09-27","Small Business","2020-02-02","2020-03-11","2020-03-19","Jan-20","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,17953,669,123000,4.99,4.99,721,600,664,598
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Mixed Berry","2021-12-09","Permadyne GmbH, LTD","2021-01-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-12-09","Approved","2020-12-31","2020-12-05","Tech Labs-Ripper 34-Oct-21-2021-09-10-2021-09-29","Sep2","Yes","Tech Labs-Ripper 34-Oct-21","Active","Account.054","2021-09-27","Small Business","2020-12-03","2021-01-04","2021-01-13","Nov-20","ReadyFitness Gyms",12,0,13,92,0,38.87,0,2,16355,669,123000,2.99,2.99,722,540,664,545
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Tart Cherry/Pistachio","2022-06-03","Permadyne GmbH, LTD","2021-07-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-06-03","Pending Approval","2021-06-23","2021-06-05","Tech Labs-Compactor 9500-Jul-21-2021-06-16-2021-07-11","Jun2","Yes","Tech Labs-Compactor 9500-Jul-21","Active","Account.054","2021-09-27","Small Business","2021-06-02","2021-07-13","2021-07-13","May-21","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,27667,669,123000,2.99,2.99,722,867,664,922
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Chai","2023-01-15","Permadyne GmbH, LTD","2022-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2023-01-15","Approved","2021-12-24","2022-01-09","Tech Labs-Ripper 27-Nov-20-2020-10-02-2020-11-01","Oct","Yes","Tech Labs-Ripper 27-Nov-20","Active","Account.054","2021-09-27","Small Business","2022-01-02","2022-02-07","2022-01-07","Dec-21","ReadyFitness Gyms",15,1,14,92,0,28.7,0,2,15413,669,123000,2.05,2.05,722,500,664,514
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Apple Vegan","2021-09-18","Permadyne GmbH, LTD","2020-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-09-18","Upcoming Renewal","2020-07-04","2020-09-10","Tech Labs-Pickup Broom PB200-Feb-20-2020-02-26-2020-03-10","Feb","Yes","Tech Labs-Pickup Broom PB200-Feb-20","Expired","Account.054","2021-09-27","Small Business","2020-09-02","2020-10-02","2020-07-22","Aug-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,24319,669,123000,2.99,2.99,723,750,665,811
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2021-09-14","Permadyne GmbH, LTD","2020-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-09-14","Upcoming Renewal","2020-06-01","2020-09-03","Tech Labs-Trencher T48-Oct-21-2021-10-03-2021-10-24","Oct2","Yes","Tech Labs-Trencher T48-Oct-21","Expired","Account.054","2021-09-27","Small Business","2020-09-02","2020-10-05","2020-06-24","Aug-20","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,22619,669,123000,4.99,4.99,723,640,665,754
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Cranberry/Pistachio","2022-05-14","Permadyne GmbH, LTD","2021-06-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-05-14","Upcoming Renewal","2021-06-01","2021-05-03","Tech Labs-Sweeper S1000-Mar-20-2020-12-18-2021-01-16","Dec","Yes","Tech Labs-Sweeper S1000-Mar-20","Active","Account.054","2021-09-27","Small Business","2021-05-03","2021-06-05","2021-06-22","Apr-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,23030,669,123000,2.99,2.99,723,750,666,768
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2021-03-27","Permadyne GmbH, LTD","2020-03-31","ReadyFitness Gyms Sales Agreement","Transportation","2021-03-27","Pending Approval","2020-03-23","2020-03-06","Tech Labs-Trencher T48-Jun-21-2021-05-22-2021-06-04","May2","Yes","Tech Labs-Trencher T48-Jun-21","Active","Account.054","2021-09-27","Small Business","2020-03-04","2020-04-04","2020-04-14","Feb-20","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,20230,669,123000,4.99,4.99,724,640,666,674
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry Vegan","2022-04-30","Permadyne GmbH, LTD","2021-05-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-04-30","Approved","2021-03-31","2020-04-11","Tech Labs-Backhoe Attachment R1-Feb-20-2020-02-24-2020-03-20","Feb","Yes","Tech Labs-Backhoe Attachment R1-Feb-20","Expired","Account.054","2021-09-27","Small Business","2020-04-02","2021-05-07","2021-04-18","Mar-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,37722,669,123000,2.99,2.99,725,1300,667,1257
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry Vegan","2022-03-27","Permadyne GmbH, LTD","2021-04-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-03-27","Approved","2020-08-18","2021-03-06","Tech Labs-Backhoe Attachment R1-Aug-21-2021-07-22-2021-08-08","Jul2","Yes","Tech Labs-Backhoe Attachment R1-Aug-21","Expired","Account.054","2021-09-27","Small Business","2021-03-05","2021-04-16","2020-09-09","Feb-21","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,37561,669,123000,2.99,2.99,725,1300,667,1252
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Blueberry/Chicken Paleo","2023-01-31","Permadyne GmbH, LTD","2022-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2023-01-31","Upcoming Renewal","2022-01-07","2022-01-09","Tech Labs-Pulverizer P20-Oct-20-2020-08-27-2020-09-23","Aug","Yes","Tech Labs-Pulverizer P20-Oct-20","Active","Account.054","2021-09-27","Small Business","2022-01-02","2022-02-09","2022-01-18","Dec-21","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,18218,669,123000,4.99,4.99,726,633,668,607
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2022-09-09","Permadyne GmbH, LTD","2021-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-09-09","Pending Approval","2020-02-05","2021-09-05","Tech Labs-Trencher T48-Jul-21-2021-05-20-2021-05-30","May2","Yes","Tech Labs-Trencher T48-Jul-21","Active","Account.054","2021-09-27","Small Business","2021-09-02","2021-10-14","2020-02-28","Aug-21","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,18665,669,123000,4.99,4.99,727,640,669,622
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Bison Paleo","2022-07-08","Permadyne GmbH, LTD","2021-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-07-08","Upcoming Renewal","2021-01-30","2021-07-06","Tech Labs-Ripper 19-Feb-21-2021-02-17-2021-03-15","Feb2","Yes","Tech Labs-Ripper 19-Feb-21","Expired","Account.054","2021-09-27","Small Business","2021-07-03","2021-08-10","2021-02-15","Jun-21","ReadyFitness Gyms",22,1,22,92,0,109.78,1,2,17140,803,123000,4.99,4.99,857,587,789,571
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Bison Paleo","2021-09-15","Permadyne GmbH, LTD","2020-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-09-15","Upcoming Renewal","2020-08-25","2020-09-05","Tech Labs-Ripper 19-Jan-20-2020-01-31-2020-02-27","Jan","Yes","Tech Labs-Ripper 19-Jan-20","Active","Account.054","2021-09-27","Small Business","2020-09-02","2020-10-08","2020-09-06","Aug-20","ReadyFitness Gyms",22,1,22,92,0,109.78,1,2,17035,803,123000,4.99,4.99,859,587,790,568
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Sunflower","2021-06-16","Permadyne GmbH, LTD","2020-07-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-06-16","Approved","2020-04-20","2020-06-06","Tech Labs-Compactor 3500-Aug-21-2020-07-07-2020-07-30","Jul","Yes","Tech Labs-Compactor 3500-Aug-21","Active","Account.054","2021-09-27","Small Business","2020-06-02","2020-07-08","2020-05-06","May-20","ReadyFitness Gyms",4,0,4,92,0,11.96,0,2,23287,803,123000,2.99,2.99,859,767,790,776
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry High Protein","2022-07-19","Permadyne GmbH, LTD","2021-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-07-19","Upcoming Renewal","2021-08-01","2021-07-03","Tech Labs-Compactor 9000-Aug-21-2021-06-08-2021-06-30","Jun2","Yes","Tech Labs-Compactor 9000-Aug-21","Active","Account.054","2021-09-27","Small Business","2021-07-03","2021-08-15","2021-08-13","Jun-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,24970,803,123000,2.99,2.99,859,810,790,832
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Pistachio","2022-09-27","Permadyne GmbH, LTD","2021-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-09-27","Upcoming Renewal","2021-04-17","2021-09-10","Tech Labs-Pickup Broom PB100-May-20-2020-04-30-2020-05-11","Apr","Yes","Tech Labs-Pickup Broom PB100-May-20","Expired","Account.054","2021-09-27","Small Business","2021-09-02","2021-10-16","2021-04-29","Aug-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,19966,803,123000,2.99,2.99,860,690,791,666
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Chicken Paleo","2021-07-13","Permadyne GmbH, LTD","2020-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-07-13","Upcoming Renewal","2020-04-02","2020-07-04","Tech Labs-Ripper 37-Jul-20-2020-06-19-2020-07-16","Jun","Yes","Tech Labs-Ripper 37-Jul-20","Expired","Account.054","2021-09-27","Small Business","2020-07-03","2020-08-02","2020-04-15","Jun-20","ReadyFitness Gyms",10,0,10,92,0,49.9,0,2,19213,803,123000,4.99,4.99,861,667,792,640
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2022-08-02","Permadyne GmbH, LTD","2021-09-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-08-02","Pending Approval","2021-06-10","2021-08-07","Tech Labs-Pulverizer P10-Aug-21-2021-07-21-2021-08-05","Jul2","Yes","Tech Labs-Pulverizer P10-Aug-21","Active","Account.054","2021-09-27","Small Business","2021-08-02","2021-09-11","2021-06-23","Jul-21","ReadyFitness Gyms",5,0,5,92,0,24.95,0,2,23923,803,123000,4.99,4.99,861,750,792,797
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2021-07-06","Permadyne GmbH, LTD","2020-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-07-06","Upcoming Renewal","2020-07-19","2020-07-12","Tech Labs-Pulverizer P10-Apr-20-2020-04-30-2020-05-11","Apr","Yes","Tech Labs-Pulverizer P10-Apr-20","Expired","Account.054","2021-09-27","Small Business","2020-07-03","2020-08-10","2020-08-06","Jun-20","ReadyFitness Gyms",5,0,5,92,0,24.95,0,2,23660,803,123000,4.99,4.99,861,750,793,789
