"IndustrySegment","Period","PeriodStartDate","RevenueBucket","Revenue"
"Textiles","Rest of the Records","2021-02-17","4m - 4.5m",4278001
"Coatings & Inks","Rest of the Records","2020-07-08","3.5m - 4m",3510001
"Specialty Materials","Rest of the Records","2017-08-02","1m - 1.5m",1024000
"Paper & Packaging","Rest of the Records","2019-11-16","1m - 1.5m",1258000
"Textiles","Rest of the Records","2018-06-24","2.5m - 3m",2635001
"Paper & Packaging","Rest of the Records","2020-06-20","1.5m - 2m",1514001
"Coatings & Inks","Rest of the Records","2018-04-11","2m - 2.5m",2440001
"Specialty Materials","Rest of the Records","2019-07-07","3.5m - 4m",3661001
"Coatings & Inks","Rest of the Records","2018-05-04","2.5m - 3m",2880001
"Paper & Packaging","Rest of the Records","2019-07-28","2m - 2.5m",2100001
"Textiles","Rest of the Records","2020-05-21","3m - 3.5m",3001001
"Specialty Materials","Rest of the Records","2018-07-25","1m - 1.5m",1385000
"Textiles","Rest of the Records","2017-05-05","3m - 3.5m",3488001
"Paper & Packaging","Rest of the Records","2020-12-17","2m - 2.5m",2227001
"Specialty Materials","Rest of the Records","2017-06-01","1.5m - 2m",1596001
"Coatings & Inks","Rest of the Records","2020-08-05","1m - 1.5m",1088000
"Textiles","Rest of the Records","2020-07-21","3.5m - 4m",3812001
"Paper & Packaging","Rest of the Records","2018-11-13","4m - 4.5m",4154001
"Specialty Materials","Rest of the Records","2019-07-25","2.5m - 3m",2897001
"Coatings & Inks","Rest of the Records","2020-07-05","4m - 4.5m",4036001
"Textiles","Rest of the Records","2018-11-30","4.5m - 5m",4729000
"Coatings & Inks","Rest of the Records","2021-01-25","4.5m - 5m",4750000
"Specialty Materials","Rest of the Records","2020-04-01","4.5m - 5m",4818000
"Paper & Packaging","Rest of the Records","2018-06-21","1m - 1.5m",1221000
"Textiles","Rest of the Records","2020-06-16","4.5m - 5m",4697000
"Paper & Packaging","Rest of the Records","2017-10-19","4m - 4.5m",4350001
"Specialty Materials","Rest of the Records","2020-01-14","3.5m - 4m",3835001
"Coatings & Inks","Current Month","2021-09-25","2.5m - 3m",2579001
"Coatings & Inks","Three Months Ago","2021-06-06","3m - 3.5m",3014001
"Textiles","Two Months Ago","2021-07-25","3m - 3.5m",3087001
"Specialty Materials","One Month Ago","2021-08-09","1.5m - 2m",1913001
"Paper & Packaging","Rest of the Records","2017-10-15","3m - 3.5m",3375001
"Coatings & Inks","Four Months Ago","2021-05-20","3m - 3.5m",3213001
"Specialty Materials","Rest of the Records","2018-11-04","2.5m - 3m",2815001
"Paper & Packaging","Rest of the Records","2018-10-08","1m - 1.5m",1201000
"Textiles","Rest of the Records","2017-08-11","4m - 4.5m",4485001
"Specialty Materials","Rest of the Records","2021-03-29","3.5m - 4m",3629001
"Paper & Packaging","Rest of the Records","2018-01-09","2.5m - 3m",2888001
"Textiles","Rest of the Records","2017-11-18","4.5m - 5m",4560000
"Coatings & Inks","Rest of the Records","2020-08-22","3m - 3.5m",3121001
"Specialty Materials","Rest of the Records","2018-12-30","2m - 2.5m",2349001
"Paper & Packaging","Rest of the Records","2020-03-29","2m - 2.5m",2246001
"Coatings & Inks","Rest of the Records","2017-05-01","3.5m - 4m",3891001
"Textiles","Rest of the Records","2019-05-07","1.5m - 2m",1921001
"Specialty Materials","Rest of the Records","2018-03-28","1m - 1.5m",1180000
"Coatings & Inks","Rest of the Records","2017-09-30","4m - 4.5m",4296001
"Textiles","Rest of the Records","2017-12-07","3.5m - 4m",3743001
"Paper & Packaging","Rest of the Records","2019-06-13","2.5m - 3m",2517001
"Specialty Materials","Rest of the Records","2017-10-12","4m - 4.5m",4179001
"Paper & Packaging","Rest of the Records","2021-04-28","1.5m - 2m",1780001
"Coatings & Inks","Rest of the Records","2017-07-21","2.5m - 3m",2650001
"Textiles","Rest of the Records","2018-07-26","2m - 2.5m",2197001
"Textiles","Rest of the Records","2019-06-10","3m - 3.5m",3218001
"Coatings & Inks","Rest of the Records","2017-11-21","4.5m - 5m",4914000
"Paper & Packaging","Rest of the Records","2018-08-20","3.5m - 4m",3685001
"Specialty Materials","Rest of the Records","2020-06-03","4m - 4.5m",4187001
"Coatings & Inks","Rest of the Records","2017-10-01","3m - 3.5m",3182001
"Paper & Packaging","Rest of the Records","2019-09-04","3m - 3.5m",3336001
"Specialty Materials","Rest of the Records","2019-11-14","4.5m - 5m",4926000
"Textiles","Rest of the Records","2017-07-09","3m - 3.5m",3050001
"Paper & Packaging","Rest of the Records","2017-05-17","1m - 1.5m",1460000
"Coatings & Inks","Rest of the Records","2019-03-23","3.5m - 4m",3908001
"Textiles","Rest of the Records","2018-03-12","2m - 2.5m",2086001
"Specialty Materials","Rest of the Records","2020-05-13","3.5m - 4m",3817001
"Specialty Materials","Rest of the Records","2019-05-09","1.5m - 2m",1726001
"Paper & Packaging","Rest of the Records","2020-07-27","2.5m - 3m",2858001
"Coatings & Inks","Rest of the Records","2019-11-11","2m - 2.5m",2002001
"Textiles","Rest of the Records","2019-07-26","4.5m - 5m",4953000
"Specialty Materials","Rest of the Records","2020-09-16","3m - 3.5m",3010001
"Textiles","Rest of the Records","2018-10-09","2.5m - 3m",2877001
"Coatings & Inks","Rest of the Records","2017-06-05","1m - 1.5m",1311000
"Paper & Packaging","Rest of the Records","2018-11-02","4m - 4.5m",4481001
"Paper & Packaging","Rest of the Records","2020-12-20","4.5m - 5m",4919000
"Specialty Materials","Rest of the Records","2020-06-21","1.5m - 2m",1610001
"Coatings & Inks","Rest of the Records","2019-02-11","1.5m - 2m",1774001
"Textiles","Rest of the Records","2021-02-03","3.5m - 4m",3768001
"Paper & Packaging","Rest of the Records","2017-10-11","1m - 1.5m",1459000
"Textiles","Rest of the Records","2020-01-24","1m - 1.5m",1220000
"Specialty Materials","Rest of the Records","2017-10-31","4m - 4.5m",4086001
"Coatings & Inks","Rest of the Records","2017-11-21","3m - 3.5m",3065001
"Coatings & Inks","Rest of the Records","2017-10-04","1.5m - 2m",1730001
"Specialty Materials","Rest of the Records","2019-09-10","2.5m - 3m",2644001
"Textiles","Rest of the Records","2020-04-12","3m - 3.5m",3308001
"Paper & Packaging","Rest of the Records","2019-03-13","3.5m - 4m",3519001
"Paper & Packaging","Rest of the Records","2019-05-19","1.5m - 2m",1800001
"Textiles","One Month Ago","2021-08-30","2m - 2.5m",2057001
"Specialty Materials","Three Months Ago","2021-06-09","4.5m - 5m",4632000
"Coatings & Inks","Rest of the Records","2017-09-13","2m - 2.5m",2247001
"Specialty Materials","Four Months Ago","2021-05-06","1m - 1.5m",1104000
"Paper & Packaging","Rest of the Records","2020-12-30","3m - 3.5m",3194001
"Coatings & Inks","Two Months Ago","2021-07-17","2m - 2.5m",2167001
"Textiles","Current Month","2021-09-14","4m - 4.5m",4352001
"Textiles","Rest of the Records","2019-05-23","2m - 2.5m",2038001
"Specialty Materials","Rest of the Records","2017-11-30","2m - 2.5m",2128001
"Paper & Packaging","Rest of the Records","2019-03-25","1.5m - 2m",1845001
"Coatings & Inks","Rest of the Records","2020-12-05","4.5m - 5m",4639000
"Paper & Packaging","Rest of the Records","2019-06-14","3m - 3.5m",3370001
"Specialty Materials","Rest of the Records","2020-07-23","3.5m - 4m",3741001
"Coatings & Inks","Rest of the Records","2017-06-11","2.5m - 3m",2995001
"Textiles","Rest of the Records","2018-08-17","4.5m - 5m",4892000
"Textiles","Rest of the Records","2018-06-05","4m - 4.5m",4057001
"Specialty Materials","Rest of the Records","2020-08-26","1m - 1.5m",1222000
"Coatings & Inks","Rest of the Records","2019-09-08","3.5m - 4m",3703001
"Paper & Packaging","Rest of the Records","2019-02-13","2m - 2.5m",2467001
"Specialty Materials","Rest of the Records","2019-02-05","4.5m - 5m",4992000
"Textiles","Rest of the Records","2017-11-23","3.5m - 4m",3598001
"Paper & Packaging","Rest of the Records","2020-12-19","3m - 3.5m",3466001
"Coatings & Inks","Rest of the Records","2020-11-02","3m - 3.5m",3028001
"Textiles","Rest of the Records","2018-02-20","3.5m - 4m",3940001
"Coatings & Inks","Rest of the Records","2020-04-04","4m - 4.5m",4383001
"Paper & Packaging","Rest of the Records","2020-01-28","1.5m - 2m",1751001
"Specialty Materials","Rest of the Records","2017-11-06","2.5m - 3m",2987001
"Paper & Packaging","Rest of the Records","2017-08-11","2.5m - 3m",2631001
"Coatings & Inks","Rest of the Records","2017-07-27","1.5m - 2m",1706001
"Specialty Materials","Rest of the Records","2019-05-31","4.5m - 5m",4589000
"Textiles","Rest of the Records","2020-03-02","2.5m - 3m",2514001
"Textiles","Rest of the Records","2018-02-10","3m - 3.5m",3342001
"Specialty Materials","Rest of the Records","2019-03-10","3.5m - 4m",3660001
"Paper & Packaging","Rest of the Records","2020-02-26","1.5m - 2m",1701001
"Coatings & Inks","Rest of the Records","2017-09-05","2.5m - 3m",2531001
"Textiles","Rest of the Records","2020-07-23","2m - 2.5m",2309001
"Coatings & Inks","Rest of the Records","2019-10-23","4.5m - 5m",4724000
"Paper & Packaging","Rest of the Records","2021-03-08","1m - 1.5m",1454000
"Specialty Materials","Rest of the Records","2020-12-21","1m - 1.5m",1485000
"Coatings & Inks","Rest of the Records","2021-03-02","3.5m - 4m",3559001
"Specialty Materials","Rest of the Records","2021-04-27","4m - 4.5m",4467001
"Textiles","Rest of the Records","2018-12-17","4.5m - 5m",4953000
"Paper & Packaging","Rest of the Records","2019-01-23","4m - 4.5m",4393001
"Textiles","Rest of the Records","2018-09-24","1.5m - 2m",1910001
"Specialty Materials","Rest of the Records","2018-01-06","2m - 2.5m",2422001
"Paper & Packaging","Rest of the Records","2018-09-20","3m - 3.5m",3379001
"Coatings & Inks","Rest of the Records","2018-10-12","2m - 2.5m",2056001
"Textiles","Rest of the Records","2018-08-17","3.5m - 4m",3801001
"Paper & Packaging","Rest of the Records","2018-12-23","3m - 3.5m",3311001
"Specialty Materials","Rest of the Records","2021-02-28","4m - 4.5m",4448001
"Coatings & Inks","Rest of the Records","2017-10-29","1m - 1.5m",1365000
"Paper & Packaging","Rest of the Records","2020-03-30","2.5m - 3m",2946001
"Specialty Materials","Rest of the Records","2017-09-23","4.5m - 5m",4953000
"Coatings & Inks","Rest of the Records","2020-07-22","4m - 4.5m",4202001
"Textiles","Rest of the Records","2017-07-18","1m - 1.5m",1478000
"Specialty Materials","Rest of the Records","2019-10-24","2m - 2.5m",2471001
"Paper & Packaging","Rest of the Records","2017-06-18","2.5m - 3m",2673001
"Textiles","Rest of the Records","2019-07-26","3m - 3.5m",3346001
"Coatings & Inks","Rest of the Records","2020-12-11","3m - 3.5m",3380001
"Coatings & Inks","Current Month","2021-09-26","2.5m - 3m",2534001
"Specialty Materials","Three Months Ago","2021-06-05","1.5m - 2m",1688001
"Textiles","Two Months Ago","2021-07-23","4m - 4.5m",4110001
"Paper & Packaging","Rest of the Records","2021-01-06","1m - 1.5m",1227000
"Specialty Materials","One Month Ago","2021-08-05","4.5m - 5m",4926000
"Textiles","Four Months Ago","2021-05-13","3.5m - 4m",3989001
"Coatings & Inks","Rest of the Records","2017-06-06","1m - 1.5m",1000000
"Paper & Packaging","Rest of the Records","2020-09-05","2.5m - 3m",2542001
"Textiles","Rest of the Records","2021-04-26","2m - 2.5m",2457001
"Coatings & Inks","Rest of the Records","2018-08-13","4m - 4.5m",4256001
"Specialty Materials","Rest of the Records","2018-01-23","3.5m - 4m",3659001
"Paper & Packaging","Rest of the Records","2020-03-06","3m - 3.5m",3413001
"Specialty Materials","Rest of the Records","2019-04-29","3.5m - 4m",3700001
"Paper & Packaging","Rest of the Records","2019-05-31","4m - 4.5m",4172001
"Coatings & Inks","Rest of the Records","2017-11-30","1.5m - 2m",1948001
"Textiles","Rest of the Records","2018-02-19","4.5m - 5m",4898000
"Paper & Packaging","Rest of the Records","2018-11-11","1.5m - 2m",1822001
"Specialty Materials","Rest of the Records","2018-09-25","2m - 2.5m",2395001
"Textiles","Rest of the Records","2017-07-02","3m - 3.5m",3271001
"Coatings & Inks","Rest of the Records","2018-07-24","3m - 3.5m",3195001
"Coatings & Inks","Rest of the Records","2019-06-10","2.5m - 3m",2781001
"Specialty Materials","Rest of the Records","2021-02-28","1.5m - 2m",1959001
"Paper & Packaging","Rest of the Records","2019-11-18","3.5m - 4m",3827001
"Textiles","Rest of the Records","2019-03-16","2.5m - 3m",2874001
"Textiles","Rest of the Records","2017-10-28","1m - 1.5m",1273000
"Paper & Packaging","Rest of the Records","2020-04-19","1m - 1.5m",1128000
"Coatings & Inks","Rest of the Records","2017-11-09","4.5m - 5m",4850000
"Specialty Materials","Rest of the Records","2020-11-29","4.5m - 5m",4798000
"Specialty Materials","Rest of the Records","2019-06-09","4m - 4.5m",4472001
"Coatings & Inks","Rest of the Records","2020-07-03","2m - 2.5m",2222001
"Textiles","Rest of the Records","2017-05-20","3m - 3.5m",3348001
"Paper & Packaging","Rest of the Records","2018-02-19","3.5m - 4m",3558001
"Paper & Packaging","Rest of the Records","2019-07-24","2m - 2.5m",2499001
"Coatings & Inks","Rest of the Records","2021-04-25","3.5m - 4m",3857001
"Specialty Materials","Rest of the Records","2017-10-30","2.5m - 3m",2864001
"Textiles","Rest of the Records","2019-07-27","4m - 4.5m",4012001
"Coatings & Inks","Rest of the Records","2018-07-10","1.5m - 2m",1799001
"Specialty Materials","Rest of the Records","2019-07-02","3m - 3.5m",3029001
"Textiles","Rest of the Records","2018-12-11","2m - 2.5m",2243001
"Paper & Packaging","Rest of the Records","2021-02-17","1.5m - 2m",1568001
"Textiles","Rest of the Records","2020-01-15","1m - 1.5m",1336000
"Specialty Materials","Rest of the Records","2017-11-18","3.5m - 4m",3545001
"Paper & Packaging","Rest of the Records","2019-02-23","1.5m - 2m",1967001
"Coatings & Inks","Rest of the Records","2019-06-09","1m - 1.5m",1140000
"Specialty Materials","Rest of the Records","2018-06-25","1m - 1.5m",1460000
"Coatings & Inks","Rest of the Records","2019-04-09","2m - 2.5m",2311001
"Paper & Packaging","Rest of the Records","2020-06-01","3m - 3.5m",3158001
"Textiles","Rest of the Records","2018-10-13","4m - 4.5m",4431001
"Specialty Materials","Rest of the Records","2019-09-19","4.5m - 5m",4609000
"Coatings & Inks","Rest of the Records","2021-01-31","4m - 4.5m",4414001
"Textiles","Rest of the Records","2020-05-19","4.5m - 5m",4659000
"Paper & Packaging","Rest of the Records","2020-10-12","2m - 2.5m",2022001
"Coatings & Inks","Rest of the Records","2019-12-25","4.5m - 5m",4904000
"Specialty Materials","Rest of the Records","2020-01-31","3.5m - 4m",3722001
"Paper & Packaging","Rest of the Records","2017-09-24","1.5m - 2m",1617001
"Textiles","Rest of the Records","2017-10-23","2.5m - 3m",2959001
"Specialty Materials","Rest of the Records","2018-07-19","2.5m - 3m",2691001
"Coatings & Inks","Rest of the Records","2019-06-21","2.5m - 3m",2992001
"Paper & Packaging","Rest of the Records","2017-06-19","4m - 4.5m",4059001
"Textiles","Two Months Ago","2021-07-06","4.5m - 5m",4562000
"Paper & Packaging","One Month Ago","2021-08-16","1m - 1.5m",1072000
"Specialty Materials","Four Months Ago","2021-05-24","3.5m - 4m",3920001
"Textiles","Rest of the Records","2017-11-20","3m - 3.5m",3166001
"Coatings & Inks","Rest of the Records","2020-05-28","3.5m - 4m",3682001
"Paper & Packaging","Current Month","2021-09-27","1.5m - 2m",1781001
"Textiles","Rest of the Records","2021-02-19","2m - 2.5m",2397001
"Specialty Materials","Three Months Ago","2021-06-06","4m - 4.5m",4381001
"Coatings & Inks","Rest of the Records","2017-10-11","3.5m - 4m",3800001
"Specialty Materials","Rest of the Records","2019-11-15","3m - 3.5m",3313001
"Textiles","Rest of the Records","2021-02-07","3.5m - 4m",3594001
"Paper & Packaging","Rest of the Records","2017-07-28","1m - 1.5m",1478000
"Coatings & Inks","Rest of the Records","2017-09-06","3m - 3.5m",3211001
"Specialty Materials","Rest of the Records","2020-09-10","4.5m - 5m",4830000
"Paper & Packaging","Rest of the Records","2019-07-11","2m - 2.5m",2196001
"Coatings & Inks","Rest of the Records","2017-08-27","1.5m - 2m",1625001
"Textiles","Rest of the Records","2020-04-22","1.5m - 2m",1995001
"Specialty Materials","Rest of the Records","2020-05-14","3m - 3.5m",3175001
"Coatings & Inks","Rest of the Records","2018-01-29","2.5m - 3m",2594001
"Paper & Packaging","Rest of the Records","2018-05-10","3.5m - 4m",3605001
"Textiles","Rest of the Records","2020-10-19","4m - 4.5m",4347001
"Specialty Materials","Rest of the Records","2018-05-03","2.5m - 3m",2944001
"Paper & Packaging","Rest of the Records","2019-05-19","4.5m - 5m",4876000
"Coatings & Inks","Rest of the Records","2020-08-01","2m - 2.5m",2417001
"Textiles","Rest of the Records","2017-06-26","1m - 1.5m",1042000
"Coatings & Inks","Rest of the Records","2020-06-30","4.5m - 5m",4589000
"Specialty Materials","Rest of the Records","2017-05-03","2m - 2.5m",2134001
"Paper & Packaging","Rest of the Records","2019-11-06","2.5m - 3m",2855001
"Textiles","Rest of the Records","2020-12-08","1.5m - 2m",1639001
"Paper & Packaging","Rest of the Records","2019-09-21","3.5m - 4m",3609001
"Specialty Materials","Rest of the Records","2020-07-13","1m - 1.5m",1397000
"Coatings & Inks","Rest of the Records","2020-07-17","1m - 1.5m",1020000
"Textiles","Rest of the Records","2017-08-01","2.5m - 3m",2772001
"Specialty Materials","Rest of the Records","2019-01-02","3m - 3.5m",3314001
"Coatings & Inks","Rest of the Records","2019-09-24","1m - 1.5m",1472000
"Paper & Packaging","Rest of the Records","2019-07-28","4m - 4.5m",4067001
"Textiles","Rest of the Records","2020-12-10","4.5m - 5m",4784000
"Coatings & Inks","Rest of the Records","2021-02-04","3.5m - 4m",3830001
"Textiles","Rest of the Records","2020-03-20","2.5m - 3m",2856001
"Paper & Packaging","Rest of the Records","2017-06-28","1.5m - 2m",1829001
