"Case_Id","LeadingCause","CaseNumber","Variance"
"500B0000002uCP1IAM","Field_Service__c is true",2061,0.883
"500B0000002uCP1IAM","Origin is Chat and Field_Service__c is true",2061,0.8079999999999999
"500B0000002uCP3IAM","of other factors",2063,1.577
"500B0000002uCP5IAM","Field_Service__c is false",2065,-0.8320000000000001
"500B0000002uCP6IAM","Product_Family_KB__c is Video Games and Status is Closed",2066,-1.025
"500B0000002uCP8IAM","Field_Service__c is true",2068,0.883
"500B0000002uCP8IAM","from the baseline",2068,80.39
"500B0000002uCP9IAM","Product_Family_KB__c is Cameras",2069,1.02
"500B0000002uCP9IAM","of other factors",2069,-2.66
"500B0000002uCPBIA2","Product_Family_KB__c is Cameras",2071,1.02
"500B0000002uCPBIA2","of other factors",2071,-2.917
"500B0000002uCPDIA2","Product_Family_KB__c is Cables and Offer_Voucher__c is false",2073,-1.063
"500B0000002uCPEIA2","Product_Family_KB__c is DVD Players and Priority is Medium",2074,1.945
"500B0000002uCPEIA2","Origin is Chat and Field_Service__c is true",2074,0.8079999999999999
"500B0000002uCPFIA2","from the baseline",2075,80.39
"500B0000002uCPGIA2","Origin is Chat and Field_Service__c is false",2076,-0.8109999999999999
"500B0000002uCPGIA2","from the baseline",2076,80.39
"500B0000002uCPJIA2","Origin is Chat and Field_Service__c is false",2079,-0.8109999999999999
"500B0000002uCPKIA2","Product_Family_KB__c is Headphones and Priority is Medium",2080,-1.083
"500B0000002uCPLIA2","Origin is Chat and Reason is Documentation",2081,0.938
"500B0000002uCPMIA2","from the baseline",2082,80.39
"500B0000002uCLQIA2","of other factors",1838,-1.854
"500B0000002uCLSIA2","Product_Family_KB__c is Cell Phones and Priority is Medium",1840,1.0490000000000002
"500B0000002uCLSIA2","from the baseline",1840,80.39
"500B0000002uCLTIA2","Product_Family_KB__c is Computers and Priority is High",1841,-1.341
"500B0000002uCLYIA2","Field_Service__c is true",1846,0.883
"500B0000002uCLbIAM","Origin is Chat and Field_Service__c is false",1849,-0.8109999999999999
"500B0000002uCLcIAM","Product_Family_KB__c is Tablets",1850,0.815
"500B0000002uCLeIAM","Origin is Chat and Field_Service__c is true",1852,0.8079999999999999
"500B0000002uCLfIAM","of other factors",1853,-1.6869999999999998
"500B0000002uCLgIAM","Field_Service__c is false",1854,-0.8320000000000001
"500B0000002uCLjIAM","Origin is Chat and Field_Service__c is true",1857,0.8079999999999999
"500B0000002uCLkIAM","Product_Family_KB__c is Cell Phones and Priority is Low",1858,-1.226
"500B0000002uCLkIAM","from the baseline",1858,80.39
"500B0000002uCLlIAM","of other factors",1859,-2.398
"500B0000002uCLmIAM","from the baseline",1860,80.39
"500B0000002uCMnIAM","Field_Service__c is false",1923,-0.8320000000000001
"500B0000002uCMpIAM","from the baseline",1925,80.39
"500B0000002uCMqIAM","Field_Service__c is true",1926,0.883
"500B0000002uCMrIAM","Field_Service__c is true",1927,0.883
"500B0000002uCMrIAM","Origin is Chat and Product_Family_KB__c is Home Audio",1927,-0.6709999999999999
"500B0000002uCMtIAM","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",1929,-0.9059999999999999
"500B0000002uCMuIAM","Product_Family_KB__c is Video Games and Status is Closed",1930,-1.025
"500B0000002uCMuIAM","Origin is Chat and Product_Family_KB__c is Video Games",1930,0.853
"500B0000002uCMuIAM","from the baseline",1930,80.39
"500B0000002uCMvIAM","Product_Family_KB__c is Cameras",1931,1.02
"500B0000002uCMvIAM","of other factors",1931,-1.8969999999999998
"500B0000002uCMxIAM","from the baseline",1933,80.39
"500B0000002uCN0IAM","Origin is Chat and Field_Service__c is false",1936,-0.8109999999999999
"500B0000002uCN4IAM","Field_Service__c is false",1940,-0.8320000000000001
"500B0000002uCN4IAM","from the baseline",1940,80.39
"500B0000002uCN5IAM","Field_Service__c is false",1941,-0.8320000000000001
"500B0000002uCN6IAM","Product_Family_KB__c is Headphones and Priority is Low",1942,-1.012
"500B0000002uCN8IAM","of other factors",1944,-0.406
"500B0000002uCPOIA2","Product_Family_KB__c is Video Games",2084,-1.016
"500B0000002uCPPIA2","from the baseline",2085,80.39
"500B0000002uCPTIA2","Product_Family_KB__c is Video Games",2089,-1.016
"500B0000002uCPTIA2","from the baseline",2089,80.39
"500B0000002uCPWIA2","Field_Service__c is true",2092,0.883
"500B0000002uCPWIA2","Origin is Chat and Field_Service__c is true",2092,0.8079999999999999
"500B0000002uCPXIA2","Product_Family_KB__c is Video Games and Status is Closed",2093,-1.025
"500B0000002uCPYIA2","Product_Family_KB__c is Video Games",2094,-1.016
"500B0000002uCPYIA2","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",2094,-0.9059999999999999
"500B0000002uCPZIA2","of other factors",2095,-4.441
"500B0000002uCPdIAM","Origin is Chat and Field_Service__c is false",2099,-0.8109999999999999
"500B0000002uCPeIAM","from the baseline",2100,80.39
"500B0000002uCPhIAM","Origin is Chat and Field_Service__c is false",2103,-0.8109999999999999
"500B0000002uCPiIAM","Product_Family_KB__c is Video Games",2104,-1.016
"500B0000002uCPjIAM","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",2105,-1.121
"500B0000002uCPjIAM","Product_Family_KB__c is Video Games and Status is Closed",2105,-1.025
"500B0000002uCNAIA2","Origin is Chat and Reason is Documentation",1946,0.938
"500B0000002uCNBIA2","of other factors",1947,2.577
"500B0000002uCNCIA2","Origin is Chat and Product_Family_KB__c is Video Games",1948,0.853
"500B0000002uCNDIA2","Product_Family_KB__c is TVs and Priority is Medium",1949,0.945
"500B0000002uCNDIA2","of other factors",1949,-2.331
"500B0000002uCNDIA2","from the baseline",1949,80.39
"500B0000002uCNHIA2","Product_Family_KB__c is Cables",1953,-0.92
"500B0000002uCNIIA2","Product_Family_KB__c is Cell Phones and Priority is Medium",1954,1.0490000000000002
"500B0000002uCNIIA2","Origin is Chat and Reason is Documentation",1954,0.938
"500B0000002uCNIIA2","from the baseline",1954,80.39
"500B0000002uCNLIA2","Product_Family_KB__c is Headphones and Priority is High",1957,1.834
"500B0000002uCNLIA2","of other factors",1957,-0.986
"500B0000002uCNTIA2","of other factors",1965,-4.883
"500B0000002uCNUIA2","from the baseline",1966,80.39
"500B0000002uCNVIA2","Origin is Chat and Field_Service__c is false",1967,-0.8109999999999999
"500B0000002uCNWIA2","Origin is Chat and Field_Service__c is false",1968,-0.8109999999999999
"500B0000002uCPlIAM","Origin is Chat and Field_Service__c is false",2107,-0.8109999999999999
"500B0000002uCPmIAM","Origin is Chat and Field_Service__c is true",2108,0.8079999999999999
"500B0000002uCPoIAM","Product_Family_KB__c is Cameras",2110,1.02
"500B0000002uCPpIAM","Origin is Chat and Reason is Documentation",2111,0.938
"500B0000002uCPpIAM","of other factors",2111,-0.337
"500B0000002uCPrIAM","Origin is Chat and Field_Service__c is false",2113,-0.8109999999999999
"500B0000002uCPtIAM","from the baseline",2115,80.39
"500B0000002uCPvIAM","Origin is Chat and Reason is Documentation",2117,0.938
"500B0000002uCPwIAM","Field_Service__c is true",2118,0.883
"500B0000002uCPwIAM","of other factors",2118,-3.7239999999999998
"500B0000002uCPxIAM","Field_Service__c is true",2119,0.883
"500B0000002uCPyIAM","Product_Family_KB__c is Cell Phones and Priority is Medium",2120,1.0490000000000002
"500B0000002uCPzIAM","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",2121,0.9620000000000001
"500B0000002uCPzIAM","Origin is Chat and Reason is Documentation",2121,0.938
"500B0000002uCQ1IAM","of other factors",2123,2.539
"500B0000002uCQ2IAM","Origin is Chat and Reason is Documentation",2124,0.938
"500B0000002uCQ2IAM","Field_Service__c is false",2124,-0.8320000000000001
"500B0000002uCQ4IAM","Field_Service__c is false",2126,-0.8320000000000001
"500B0000002uCQ4IAM","from the baseline",2126,80.39
"500B0000002uCQ6IAM","Field_Service__c is false",2128,-0.8320000000000001
"500B0000002uCNYIA2","from the baseline",1970,80.39
"500B0000002uCNZIA2","Field_Service__c is false",1971,-0.8320000000000001
"500B0000002uCNZIA2","Origin is Chat and Field_Service__c is false",1971,-0.8109999999999999
"500B0000002uCNZIA2","of other factors",1971,-3.304
"500B0000002uCNZIA2","from the baseline",1971,80.39
"500B0000002uCNaIAM","Product_Family_KB__c is Video Games",1972,-1.016
"500B0000002uCNbIAM","of other factors",1973,0.079
"500B0000002uCNcIAM","from the baseline",1974,80.39
"500B0000002uCNdIAM","Product_Family_KB__c is Cables",1975,-0.92
"500B0000002uCNeIAM","Product_Family_KB__c is Cameras and Priority is Medium",1976,1.097
"500B0000002uCNeIAM","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",1976,1.035
"500B0000002uCNfIAM","Origin is Chat and Reason is Documentation",1977,0.938
"500B0000002uCNgIAM","Origin is Chat and Reason is Documentation",1978,0.938
"500B0000002uCNiIAM","Product_Family_KB__c is Video Games and Status is Closed",1980,-1.025
"500B0000002uCNiIAM","from the baseline",1980,80.39
"500B0000002uCNlIAM","of other factors",1983,-3.077
"500B0000002uCNmIAM","of other factors",1984,-0.9059999999999999
"500B0000002uCNnIAM","of other factors",1985,-1.7209999999999999
"500B0000002uCNoIAM","Product_Family_KB__c is Tablets and Type_of_Support__c is Basic",1986,1.1059999999999999
"500B0000002uCNoIAM","of other factors",1986,-0.163
"500B0000002uCNtIAM","Origin is Chat and Field_Service__c is false",1991,-0.8109999999999999
"500B0000002uCNtIAM","from the baseline",1991,80.39
"500B0000002uCQ9IAM","Product_Family_KB__c is Tablets and Priority is Low",2131,2.0909999999999997
"500B0000002uCQAIA2","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",2132,0.9620000000000001
"500B0000002uCQAIA2","Field_Service__c is false",2132,-0.8320000000000001
"500B0000002uCQAIA2","from the baseline",2132,80.39
"500B0000002uCQDIA2","Field_Service__c is false",2135,-0.8320000000000001
"500B0000002uCQKIA2","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",2142,0.9620000000000001
"500B0000002uCQNIA2","of other factors",2145,-0.111
"500B0000002uCQOIA2","Origin is Chat and Field_Service__c is true",2146,0.8079999999999999
"500B0000002uCQQIA2","Origin is Chat and Field_Service__c is false",2148,-0.8109999999999999
"500B0000002uCQRIA2","Product_Family_KB__c is Video Games",2149,-1.016
"500B0000002uCQSIA2","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",2150,-0.9059999999999999
"500B0000002uCQTIA2","Product_Family_KB__c is Cables and Offer_Voucher__c is false",2151,-1.063
"500B0000002uCQTIA2","Product_Family_KB__c is Cables",2151,-0.92
"500B0000002uCQTIA2","from the baseline",2151,80.39
"500B0000002uCNvIAM","Product_Family_KB__c is Video Games and Status is Closed",1993,-1.025
"500B0000002uCNwIAM","from the baseline",1994,80.39
"500B0000002uCNxIAM","of other factors",1995,0.441
"500B0000002uCNyIAM","Product_Family_KB__c is Cameras",1996,1.02
"500B0000002uCO1IAM","Product_Family_KB__c is DVD Players and Priority is High",1999,-1.712
"500B0000002uCO2IAM","Field_Service__c is true",2000,0.883
"500B0000002uCO5IAM","Field_Service__c is false",2003,-0.8320000000000001
"500B0000002uCO8IAM","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2006,0.826
"500B0000002uCOBIA2","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2009,0.826
"500B0000002uCODIA2","from the baseline",2011,80.39
"500B0000002uCOFIA2","Field_Service__c is false",2013,-0.8320000000000001
"500B0000002uCOGIA2","from the baseline",2014,80.39
"500B0000002uCOHIA2","Product_Family_KB__c is TVs and Type_of_Support__c is Platinum",2015,-0.818
"500B0000002uCOIIA2","from the baseline",2016,80.39
"500B0000002uCOJIA2","from the baseline",2017,80.39
"500B0000002uCOKIA2","Field_Service__c is false",2018,-0.8320000000000001
"500B0000002uCOMIA2","from the baseline",2020,80.39
"500B0000002uCONIA2","Origin is Chat and Field_Service__c is false",2021,-0.8109999999999999
"500B0000002uCOPIA2","Product_Family_KB__c is Computers and Priority is Low",2023,2.516
"500B0000002uCOPIA2","Field_Service__c is false",2023,-0.8320000000000001
"500B0000002uCOQIA2","Origin is Chat and Field_Service__c is false",2024,-0.8109999999999999
"500B0000002uCORIA2","from the baseline",2025,80.39
"500B0000002uCOTIA2","of other factors",2027,-4.282
"500B0000002uCOWIA2","of other factors",2030,-3.8689999999999998
"500B0000002uCOZIA2","Product_Family_KB__c is TVs and Type_of_Support__c is Platinum",2033,-0.818
"500B0000002uCOZIA2","Origin is Chat and Field_Service__c is false",2033,-0.8109999999999999
"500B0000002uCOcIAM","Product_Family_KB__c is Video Games and Status is Closed",2036,-1.025
"500B0000002uCOcIAM","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",2036,-0.9059999999999999
"500B0000002uCQXIA2","Product_Family_KB__c is Cables",2155,-0.92
"500B0000002uCQXIA2","of other factors",2155,-0.852
"500B0000002uCQcIAM","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Silver",2160,0.6559999999999999
"500B0000002uCQeIAM","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",2162,0.9620000000000001
"500B0000002uCQeIAM","Field_Service__c is false",2162,-0.8320000000000001
"500B0000002uCQeIAM","from the baseline",2162,80.39
"500B0000002uCQhIAM","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2165,0.826
"500B0000002uCQhIAM","from the baseline",2165,80.39
"500B0000002uCQiIAM","Origin is Chat and Reason is Documentation",2166,0.938
"500B0000002uCQlIAM","Product_Family_KB__c is Cameras",2169,1.02
"500B0000002uCQlIAM","of other factors",2169,1.579
"500B0000002uCsCIAU","Origin is Email and Field_Service__c is false",3870,-0.732
"500B0000002uCsDIAU","of other factors",3871,-3.301
"500B0000002uCsFIAU","of other factors",3873,-2.6910000000000003
"500B0000002uCpaIAE","Product_Family_KB__c is TVs and Priority is High",3708,-0.7559999999999999
"500B0000002uCpbIAE","Field_Service__c is true",3709,0.883
"500B0000002uCpbIAE","Product_Family_KB__c is TVs and Priority is High",3709,-0.7559999999999999
"500B0000002uCpfIAE","Origin is Email and Field_Service__c is true",3713,0.8959999999999999
"500B0000002uCpgIAE","of other factors",3714,-4.165
"500B0000002uCphIAE","Field_Service__c is false",3715,-0.8320000000000001
"500B0000002uCplIAE","Product_Family_KB__c is Home Audio and Reason is Feature Question",3719,1.1079999999999999
"500B0000002uCpmIAE","of other factors",3720,-1.528
"500B0000002uCpnIAE","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",3721,1.035
"500B0000002uCprIAE","Origin is Email and Field_Service__c is false",3725,-0.732
"500B0000002uCprIAE","of other factors",3725,-2.332
"500B0000002uCptIAE","Origin is Email and Field_Service__c is false",3727,-0.732
"500B0000002uCqbIAE","Product_Family_KB__c is Cables and Offer_Voucher__c is false",3771,-1.063
"500B0000002uCqdIAE","Reason is Feature Question and Type_of_Support__c is Basic",3773,0.733
"500B0000002uCqeIAE","of other factors",3774,0.326
"500B0000002uCqiIAE","of other factors",3778,-0.764
"500B0000002uCqiIAE","from the baseline",3778,80.39
"500B0000002uCqlIAE","Product_Family_KB__c is Cameras and Priority is Low",3781,-1.129
"500B0000002uCqlIAE","of other factors",3781,1.423
"500B0000002uCqZIAU","Origin is Chat and Field_Service__c is false",3769,-0.8109999999999999
"500B0000002uCqZIAU","from the baseline",3769,80.39
"500B0000002uCqqIAE","of other factors",3786,-2.4819999999999998
"500B0000002uCqrIAE","from the baseline",3787,80.39
"500B0000002uCqsIAE","of other factors",3788,-0.79
"500B0000002uCqtIAE","Origin is Chat and Field_Service__c is false",3789,-0.8109999999999999
"500B0000002uCquIAE","from the baseline",3790,80.39
"500B0000002uCr0IAE","of other factors",3796,1.1740000000000002
"500B0000002uCr1IAE","from the baseline",3797,80.39
"500B0000002uCr6IAE","Product_Family_KB__c is TVs and Priority is High",3802,-0.7559999999999999
"500B0000002uCr7IAE","Origin is Email and Field_Service__c is true",3803,0.8959999999999999
"500B0000002uCr9IAE","of other factors",3805,3.136
"500B0000002uCrCIAU","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",3808,1.035
"500B0000002uCrCIAU","Product_Family_KB__c is Cameras",3808,1.02
"500B0000002uCrDIAU","Field_Service__c is false",3809,-0.8320000000000001
"500B0000002uCrHIAU","Product_Family_KB__c is Cell Phones and Priority is Medium",3813,1.0490000000000002
"500B0000002uCrIIAU","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",3814,1.035
"500B0000002uCrIIAU","from the baseline",3814,80.39
"500B0000002uCrKIAU","Origin is Chat and Field_Service__c is false",3816,-0.8109999999999999
"500B0000002uCrMIAU","Origin is Email and Field_Service__c is false",3818,-0.732
"500B0000002uCrOIAU","of other factors",3820,-1.73
"500B0000002uCrSIAU","Product_Family_KB__c is TVs and Priority is High",3824,-0.7559999999999999
"500B0000002uCrUIAU","of other factors",3826,1.66
"500B0000002uCrVIAU","Product_Family_KB__c is Video Games",3827,-1.016
"500B0000002uCrVIAU","Field_Service__c is false",3827,-0.8320000000000001
"500B0000002uCrXIAU","Field_Service__c is true",3829,0.883
"500B0000002uCrXIAU","of other factors",3829,-2.131
"500B0000002uCrXIAU","from the baseline",3829,80.39
"500B0000002uCrYIAU","of other factors",3830,-2.158
"500B0000002uCrdIAE","of other factors",3835,-1.874
"500B0000002uCreIAE","Product_Family_KB__c is DVD Players and Priority is High",3836,-1.712
"500B0000002uCreIAE","of other factors",3836,-3.275
"500B0000002uCrfIAE","of other factors",3837,-3.287
"500B0000002uCrjIAE","from the baseline",3841,80.39
"500B0000002uCpvIAE","from the baseline",3729,80.39
"500B0000002uCpxIAE","from the baseline",3731,80.39
